,ID,Age,Home,Type,Interaction Modifier
1723,5035,25,2379,adult,1
1724,32,41,22,adult,1
1725,1354,34,626,adult,1
1726,10218,32,4889,adult,1
1727,7011,46,3349,public_worker,1
1728,5036,61,2379,adult,1
1729,10217,4,4889,under_age,1
1730,7012,53,3350,adult,1
1731,33,12,23,under_age,1
1732,1355,48,627,adult,1
1733,5038,52,2380,adult,1
1734,34,43,23,public_worker,1
1735,10221,34,4890,public_worker,1
1736,10222,37,4890,adult,1
1737,7013,0,3351,under_age,1
1738,1357,73,628,pensioner,1
1739,35,46,24,adult,1
1740,5040,25,2381,adult,1
1741,7014,30,3351,teacher,1
1742,1356,80,628,pensioner,1
1743,10220,9,4890,under_age,1
1744,5039,25,2381,public_worker,1
1745,7015,3,3352,under_age,1
1746,1358,62,629,adult,1
1747,10224,50,4891,adult,1
1748,38,52,25,adult,1
1749,5041,58,2381,adult,1
1750,7018,25,3352,adult,1
1751,10223,60,4891,adult,1
1752,36,21,25,adult,1
1753,1359,24,630,adult,1
1754,7016,5,3352,under_age,1
1755,5043,65,2382,public_worker,1
1756,5042,61,2382,adult,1
1757,7017,35,3352,adult,1
1758,1360,54,630,adult,1
1759,10226,25,4892,adult,1
1760,37,52,25,adult,1
1761,5044,76,2383,pensioner,1
1762,10227,50,4892,adult,1
1763,7019,41,3353,adult,1
1764,1362,99,631,pensioner,1
1765,39,65,26,adult,1
1766,5045,81,2384,pensioner,1
1767,10225,23,4892,public_worker,1
1768,1361,81,631,pensioner,1
1769,7021,67,3354,adult,1
1770,5048,46,2385,adult,1
1771,10228,74,4893,pensioner,1
1772,1363,65,632,public_worker,1
1773,43,36,27,adult,1
1774,7020,72,3354,pensioner,1
1775,5047,48,2385,adult,1
1776,1364,56,632,adult,1
1777,10229,62,4894,adult,1
1778,41,5,27,under_age,1
1779,7022,68,3355,pensioner,1
1780,5046,20,2385,public_worker,1
1781,10230,70,4894,pensioner,1
1782,1365,32,633,adult,1
1783,42,38,27,adult,1
1784,7025,3,3356,under_age,1
1785,5049,28,2386,adult,1
1786,10231,39,4895,public_worker,1
1787,7023,0,3356,under_age,1
1788,40,4,27,under_age,1
1789,1366,42,634,adult,1
1790,10232,36,4895,teacher,1
1791,7026,27,3356,public_worker,1
1792,5050,62,2387,adult,1
1793,1367,38,634,adult,1
1794,45,53,28,adult,1
1795,7027,27,3356,adult,1
1796,10233,26,4896,adult,1
1797,5051,70,2388,pensioner,1
1798,7024,1,3356,under_age,1
1799,1820,53,838,adult,1
1800,2293,59,1056,adult,1
1801,2766,77,1277,pensioner,1
1802,5873,29,2795,adult,1
1803,8135,54,3891,adult,1
1804,1818,29,838,public_worker,1
1805,2767,47,1278,teacher,1
1806,5874,29,2795,adult,1
1807,1817,23,838,adult,1
1808,2299,61,1057,adult,1
1809,8134,26,3891,adult,1
1810,5875,52,2795,public_worker,1
1811,2295,25,1057,adult,1
1812,8133,26,3891,adult,1
1813,2768,78,1279,pensioner,1
1814,1821,5,839,under_age,1
1815,5876,70,2795,pensioner,1
1816,1822,41,839,public_worker,1
1817,2297,29,1057,adult,1
1818,8136,57,3891,adult,1
1819,2769,16,1280,under_age,1
1820,5878,23,2796,adult,1
1821,1824,79,840,pensioner,1
1822,2770,43,1280,public_worker,1
1823,1823,80,840,pensioner,1
1824,2296,29,1057,adult,1
1825,8137,18,3892,under_age,1
1826,2771,48,1280,adult,1
1827,5880,60,2796,adult,1
1828,1825,52,841,adult,1
1829,2298,64,1057,adult,1
1830,8138,49,3892,adult,1
1831,5877,16,2796,under_age,1
1832,2772,83,1281,pensioner,1
1833,1826,47,842,adult,1
1834,5879,60,2796,public_worker,1
1835,2301,34,1058,adult,1
1836,8142,56,3893,public_worker,1
1837,2773,27,1282,adult,1
1838,8140,21,3893,adult,1
1839,1827,58,843,adult,1
1840,2300,41,1058,public_worker,1
1841,5881,53,2797,public_worker,1
1842,5882,56,2797,adult,1
1843,8139,18,3893,under_age,1
1844,2774,54,1283,adult,1
1845,2302,30,1059,adult,1
1846,1830,51,844,adult,1
1847,8141,50,3893,adult,1
1848,5885,33,2798,adult,1
1849,2775,22,1284,adult,1
1850,1828,28,844,medical_professional,1
1851,2303,43,1061,public_worker,1
1852,1829,59,844,adult,1
1853,8143,68,3894,pensioner,1
1854,5883,1,2798,under_age,1
1855,2306,29,1062,adult,1
1856,8144,76,3894,pensioner,1
1857,2776,19,1285,public_worker,1
1858,5884,31,2798,adult,1
1859,1831,11,845,under_age,1
1860,2777,40,1285,public_worker,1
1861,2307,44,1062,adult,1
1862,8146,6,3895,under_age,1
1863,1832,17,845,under_age,1
1864,5886,52,2799,adult,1
1865,8148,9,3895,under_age,1
1866,2779,26,1286,adult,1
1867,1834,44,845,teacher,1
1868,2304,2,1062,under_age,1
1869,8145,4,3895,under_age,1
1870,8150,42,3895,adult,1
1871,2305,8,1062,under_age,1
1872,2780,61,1286,adult,1
1873,5888,81,2800,pensioner,1
1874,1833,44,845,adult,1
1875,2308,67,1063,adult,1
1876,2778,21,1286,adult,1
1877,5887,84,2800,pensioner,1
1878,8149,41,3895,adult,1
1879,1838,52,846,adult,1
1880,2309,62,1063,adult,1
1881,5889,43,2801,adult,1
1882,8147,7,3895,under_age,1
1883,2781,37,1287,adult,1
1884,1837,39,846,adult,1
1885,8152,43,3896,adult,1
1886,2310,66,1064,adult,1
1887,5890,64,2802,adult,1
1888,2782,36,1288,adult,1
1889,1835,16,846,under_age,1
1890,8153,51,3896,adult,1
1891,2311,78,1064,pensioner,1
1892,1836,20,846,adult,1
1893,5891,38,2803,public_worker,1
1894,2785,44,1289,adult,1
1895,8151,20,3896,adult,1
1896,2312,34,1065,adult,1
1897,5892,67,2804,adult,1
1898,1840,8,847,under_age,1
1899,2786,40,1289,adult,1
1900,1841,46,847,adult,1
1901,8154,18,3897,under_age,1
1902,2313,18,1067,under_age,1
1903,5893,61,2804,adult,1
1904,2783,11,1289,under_age,1
1905,1839,1,847,under_age,1
1906,8156,76,3898,pensioner,1
1907,2314,53,1068,adult,1
1908,2784,13,1289,under_age,1
1909,5896,52,2805,adult,1
1910,1843,79,848,pensioner,1
1911,8155,75,3898,pensioner,1
1912,5894,28,2805,adult,1
1913,2787,62,1290,adult,1
1914,1842,74,848,pensioner,1
1915,2315,72,1069,pensioner,1
1916,8157,68,3899,pensioner,1
1917,5895,29,2805,adult,1
1918,2788,49,1290,adult,1
1919,1844,63,849,adult,1
1920,8158,59,3899,adult,1
1921,2317,35,1070,adult,1
1922,5497,41,2616,adult,1
1923,9174,65,4393,adult,1
1924,5498,24,2617,adult,1
1925,9175,62,4393,adult,1
1926,9176,76,4394,pensioner,1
1927,5499,8,2618,under_age,1
1928,9177,75,4394,pensioner,1
1929,5501,17,2618,under_age,1
1930,5500,14,2618,under_age,1
1931,9179,58,4395,adult,1
1932,5502,47,2618,adult,1
1933,9178,56,4395,adult,1
1934,5503,46,2618,adult,1
1935,9180,53,4396,public_worker,1
1936,5505,66,2619,public_worker,1
1937,9181,81,4397,pensioner,1
1938,5504,67,2619,adult,1
1939,9182,26,4398,adult,1
1940,5506,5,2620,under_age,1
1941,5508,22,2620,adult,1
1942,9183,39,4399,public_worker,1
1943,5507,39,2620,adult,1
1944,9186,54,4400,adult,1
1945,9184,13,4400,under_age,1
1946,5509,83,2621,pensioner,1
1947,9185,13,4400,under_age,1
1948,5510,19,2622,adult,1
1949,9188,64,4401,adult,1
1950,5511,84,2623,pensioner,1
1951,9187,58,4401,adult,1
1952,5513,47,2624,adult,1
1953,9189,65,4402,adult,1
1954,5514,35,2624,adult,1
1955,9190,59,4402,adult,1
1956,5512,10,2624,under_age,1
1957,9191,76,4403,pensioner,1
1958,5515,43,2625,adult,1
1959,9192,56,4404,teacher,1
1960,5518,52,2626,adult,1
1961,9193,62,4405,adult,1
1962,5516,14,2626,under_age,1
1963,5517,16,2626,under_age,1
1964,9194,55,4405,adult,1
1965,5519,26,2627,adult,1
1966,9196,51,4406,adult,1
1967,5520,62,2627,adult,1
1968,3896,62,1831,public_worker,1
1969,3897,63,1831,public_worker,1
1970,968,84,449,pensioner,1
1971,3899,11,1832,under_age,1
1972,969,88,449,pensioner,1
1973,3898,10,1832,under_age,1
1974,3900,35,1832,adult,1
1975,970,69,450,pensioner,1
1976,971,76,450,pensioner,1
1977,3902,66,1833,adult,1
1978,972,12,451,under_age,1
1979,975,48,451,adult,1
1980,3901,68,1833,pensioner,1
1981,973,18,451,under_age,1
1982,3903,69,1834,pensioner,1
1983,974,46,451,adult,1
1984,3904,21,1835,adult,1
1985,976,20,452,adult,1
1986,3905,83,1836,pensioner,1
1987,977,82,453,pensioner,1
1988,3907,59,1837,adult,1
1989,978,81,453,pensioner,1
1990,3906,26,1837,adult,1
1991,980,31,454,adult,1
1992,3908,60,1837,adult,1
1993,979,31,454,adult,1
1994,3909,38,1838,adult,1
1995,981,66,455,public_worker,1
1996,983,44,456,public_worker,1
1997,3911,82,1839,pensioner,1
1998,982,47,456,public_worker,1
1999,3910,71,1839,pensioner,1
2000,984,69,457,pensioner,1
2001,3914,43,1840,adult,1
2002,988,38,458,adult,1
2003,3913,34,1840,public_worker,1
2004,989,40,458,adult,1
2005,3912,11,1840,under_age,1
2006,987,7,458,under_age,1
2007,3915,59,1841,public_worker,1
2008,985,46,458,adult,1
2009,3916,52,1841,adult,1
2010,986,28,458,adult,1
2011,3917,53,1842,public_worker,1
2012,990,7,459,under_age,1
2013,3919,8,1843,under_age,1
2014,991,32,459,adult,1
2015,3921,46,1843,adult,1
2016,992,36,459,adult,1
2017,3918,5,1843,under_age,1
2018,3920,38,1843,adult,1
2019,7664,7,3663,under_age,1
2020,7102,39,3392,teacher,1
2021,5969,86,2843,pensioner,1
2022,8565,53,4090,public_worker,1
2023,7666,35,3663,public_worker,1
2024,5970,80,2843,pensioner,1
2025,8561,10,4090,under_age,1
2026,7103,46,3392,public_worker,1
2027,8562,15,4090,under_age,1
2028,7668,52,3664,adult,1
2029,7101,14,3392,under_age,1
2030,5971,26,2844,adult,1
2031,8564,57,4090,adult,1
2032,7667,23,3664,adult,1
2033,7106,30,3393,adult,1
2034,5972,60,2845,adult,1
2035,8560,5,4090,under_age,1
2036,7669,57,3664,public_worker,1
2037,7105,4,3393,under_age,1
2038,8563,21,4090,public_worker,1
2039,7104,4,3393,under_age,1
2040,5973,67,2846,adult,1
2041,7670,28,3665,adult,1
2042,8567,52,4091,adult,1
2043,7109,30,3394,adult,1
2044,5975,56,2847,adult,1
2045,8566,24,4091,public_worker,1
2046,7671,27,3666,public_worker,1
2047,7108,32,3394,adult,1
2048,5974,29,2847,adult,1
2049,7673,24,3666,adult,1
2050,8570,35,4092,public_worker,1
2051,7107,0,3394,under_age,1
2052,7674,77,3666,pensioner,1
2053,8568,2,4092,under_age,1
2054,5976,46,2848,public_worker,1
2055,8569,3,4092,under_age,1
2056,7672,24,3666,adult,1
2057,7110,42,3395,adult,1
2058,5979,51,2849,public_worker,1
2059,8571,32,4092,adult,1
2060,7111,48,3395,public_worker,1
2061,5977,26,2849,adult,1
2062,7676,66,3667,adult,1
2063,7112,8,3396,under_age,1
2064,5978,56,2849,adult,1
2065,8572,65,4093,adult,1
2066,7675,28,3667,adult,1
2067,7113,43,3396,adult,1
2068,8573,64,4093,adult,1
2069,7677,67,3667,adult,1
2070,5981,37,2850,adult,1
2071,7115,6,3397,under_age,1
2072,7116,10,3397,under_age,1
2073,5982,38,2850,public_worker,1
2074,8574,50,4094,adult,1
2075,7678,29,3674,adult,1
2076,7117,15,3397,under_age,1
2077,5980,14,2850,under_age,1
2078,8575,54,4094,adult,1
2079,7679,27,3674,adult,1
2080,7118,44,3397,adult,1
2081,5983,4,2851,under_age,1
2082,7119,36,3397,adult,1
2083,5985,32,2851,adult,1
2084,8576,54,4095,adult,1
2085,7680,12,3675,under_age,1
2086,7683,52,3675,public_worker,1
2087,7114,4,3397,under_age,1
2088,5984,6,2851,under_age,1
2089,8578,37,4096,public_worker,1
2090,7681,15,3675,under_age,1
2091,5986,34,2851,adult,1
2092,7120,50,3398,adult,1
2093,8579,50,4096,adult,1
2094,7682,51,3675,adult,1
2095,5987,35,2852,adult,1
2096,8577,72,4096,pensioner,1
2097,7121,27,3399,adult,1
2098,7685,62,3677,public_worker,1
2099,8580,22,4096,adult,1
2100,7684,61,3677,adult,1
2101,5988,28,2852,adult,1
2102,7122,20,3400,adult,1
2103,8582,78,4097,pensioner,1
2104,7687,62,3678,public_worker,1
2105,5989,42,2853,adult,1
2106,8581,80,4097,pensioner,1
2107,7123,54,3400,adult,1
2108,7686,55,3678,adult,1
2109,8584,71,4098,pensioner,1
2110,5990,62,2854,adult,1
2111,7124,14,3401,under_age,1
2112,8583,67,4098,public_worker,1
2113,7689,32,3679,adult,1
2114,7125,46,3401,public_worker,1
2115,5991,72,2854,pensioner,1
2116,8585,2,4099,under_age,1
2117,495,27,230,adult,1
2118,6533,62,3118,adult,1
2119,496,50,230,adult,1
2120,6534,61,3118,public_worker,1
2121,497,53,230,adult,1
2122,6535,36,3119,adult,1
2123,500,50,231,adult,1
2124,6536,71,3120,pensioner,1
2125,498,15,231,under_age,1
2126,6537,72,3121,pensioner,1
2127,501,48,231,teacher,1
2128,6539,54,3122,adult,1
2129,499,19,231,adult,1
2130,6538,62,3122,adult,1
2131,502,62,232,adult,1
2132,6540,28,3123,adult,1
2133,503,22,233,adult,1
2134,6541,58,3123,adult,1
2135,505,55,233,adult,1
2136,6542,60,3123,adult,1
2137,504,51,233,public_worker,1
2138,506,26,234,adult,1
2139,6543,33,3124,adult,1
2140,508,54,234,adult,1
2141,6544,31,3124,adult,1
2142,507,61,234,adult,1
2143,6545,72,3125,pensioner,1
2144,509,17,235,under_age,1
2145,6546,57,3126,adult,1
2146,510,84,235,pensioner,1
2147,6547,89,3127,pensioner,1
2148,512,24,235,medical_professional,1
2149,511,18,235,under_age,1
2150,6548,70,3128,pensioner,1
2151,6549,72,3128,pensioner,1
2152,513,20,235,adult,1
2153,6551,23,3129,adult,1
2154,516,49,236,adult,1
2155,6550,18,3129,under_age,1
2156,514,19,236,adult,1
2157,6552,50,3129,adult,1
2158,517,55,236,adult,1
2159,6553,52,3129,adult,1
2160,515,26,236,adult,1
2161,6554,81,3130,pensioner,1
2162,6555,86,3130,pensioner,1
2163,518,28,237,adult,1
2164,2863,57,1329,adult,1
2165,2862,65,1329,adult,1
2166,2864,60,1330,adult,1
2167,2865,62,1331,adult,1
2168,2866,10,1332,under_age,1
2169,2867,42,1332,public_worker,1
2170,2868,33,1332,adult,1
2171,2869,52,1333,adult,1
2172,2870,49,1333,adult,1
2173,2871,33,1334,adult,1
2174,2874,35,1335,adult,1
2175,2872,2,1335,under_age,1
2176,2873,29,1335,adult,1
2177,2879,52,1336,public_worker,1
2178,2877,27,1336,public_worker,1
2179,2880,57,1336,adult,1
2180,2878,28,1336,adult,1
2181,2876,20,1336,public_worker,1
2182,2875,17,1336,under_age,1
2183,2881,47,1337,adult,1
2184,2883,54,1338,adult,1
2185,2884,52,1338,adult,1
2186,2882,22,1338,adult,1
2187,2885,62,1339,adult,1
2188,5598,61,2659,teacher,1
2189,6630,37,3162,adult,1
2190,9741,5,4658,under_age,1
2191,8657,56,4134,adult,1
2192,5599,46,2662,adult,1
2193,6631,43,3162,adult,1
2194,9745,79,4659,pensioner,1
2195,8659,72,4135,pensioner,1
2196,5601,35,2663,adult,1
2197,9749,42,4660,adult,1
2198,8658,72,4135,pensioner,1
2199,6628,5,3162,under_age,1
2200,6633,65,3163,adult,1
2201,5600,3,2663,under_age,1
2202,9748,30,4660,adult,1
2203,8661,20,4136,adult,1
2204,5602,28,2663,public_worker,1
2205,6632,82,3163,pensioner,1
2206,9747,6,4660,under_age,1
2207,8662,41,4136,public_worker,1
2208,5604,55,2664,adult,1
2209,9746,2,4660,under_age,1
2210,8663,52,4136,adult,1
2211,6634,14,3164,under_age,1
2212,5603,23,2664,public_worker,1
2213,9750,33,4661,adult,1
2214,6637,52,3164,adult,1
2215,8660,19,4136,public_worker,1
2216,5605,45,2664,public_worker,1
2217,6636,48,3164,adult,1
2218,9752,58,4662,adult,1
2219,8664,83,4137,pensioner,1
2220,5606,58,2665,adult,1
2221,6635,21,3164,adult,1
2222,9751,59,4662,adult,1
2223,8665,81,4138,pensioner,1
2224,5609,45,2666,public_worker,1
2225,5607,21,2666,adult,1
2226,8666,68,4139,pensioner,1
2227,9753,28,4663,adult,1
2228,6638,34,3165,adult,1
2229,5610,56,2666,adult,1
2230,8667,71,4140,pensioner,1
2231,6639,21,3166,public_worker,1
2232,9754,85,4664,pensioner,1
2233,8668,72,4140,pensioner,1
2234,6640,68,3167,pensioner,1
2235,5608,22,2666,adult,1
2236,9755,25,4665,adult,1
2237,8669,44,4141,adult,1
2238,6642,49,3168,public_worker,1
2239,5611,53,2667,public_worker,1
2240,8670,45,4141,public_worker,1
2241,6641,25,3168,adult,1
2242,9756,3,4666,under_age,1
2243,5612,54,2667,adult,1
2244,9757,25,4666,adult,1
2245,8671,57,4142,adult,1
2246,6644,56,3169,adult,1
2247,5613,19,2668,adult,1
2248,8672,59,4142,adult,1
2249,9758,57,4667,public_worker,1
2250,6643,81,3169,pensioner,1
2251,6645,87,3170,pensioner,1
2252,5615,78,2669,pensioner,1
2253,9762,14,4668,under_age,1
2254,8676,60,4143,adult,1
2255,5614,74,2669,pensioner,1
2256,9761,37,4668,adult,1
2257,6646,66,3171,adult,1
2258,8674,28,4143,public_worker,1
2259,5616,56,2670,adult,1
2260,9759,80,4668,pensioner,1
2261,8675,61,4143,adult,1
2262,6647,56,3171,adult,1
2263,9760,25,4668,adult,1
2264,5617,53,2670,teacher,1
2265,8673,21,4143,adult,1
2266,6651,62,3172,public_worker,1
2267,9763,38,4668,adult,1
2268,6648,24,3172,public_worker,1
2269,5618,60,2671,adult,1
2270,8678,10,4144,under_age,1
2271,6649,27,3172,adult,1
2272,9765,15,4669,under_age,1
2273,8680,40,4144,public_worker,1
2274,9764,10,4669,under_age,1
2275,5619,41,2672,adult,1
2276,8677,8,4144,under_age,1
2277,6652,55,3172,adult,1
2278,9767,56,4669,adult,1
2279,8679,44,4144,public_worker,1
2280,5620,37,2672,adult,1
2281,6650,28,3172,public_worker,1
2282,9766,47,4669,adult,1
2283,8681,51,4145,adult,1
2284,6653,47,3173,adult,1
2285,5621,46,2673,adult,1
2286,2959,81,1372,pensioner,1
2287,5126,23,2425,adult,1
2288,591,39,273,adult,1
2289,1444,70,665,pensioner,1
2290,3432,53,1605,adult,1
2291,9269,72,4449,pensioner,1
2292,4467,51,2104,public_worker,1
2293,5127,56,2425,adult,1
2294,1445,67,665,adult,1
2295,9270,97,4449,pensioner,1
2296,2962,23,1373,adult,1
2297,592,55,275,public_worker,1
2298,593,51,275,adult,1
2299,3430,18,1605,under_age,1
2300,4468,24,2105,adult,1
2301,5128,54,2425,adult,1
2302,2961,20,1373,adult,1
2303,3433,51,1605,adult,1
2304,9271,21,4450,adult,1
2305,1446,61,666,public_worker,1
2306,4469,28,2105,adult,1
2307,595,20,276,adult,1
2308,2963,71,1373,pensioner,1
2309,9273,54,4450,adult,1
2310,1447,74,667,pensioner,1
2311,5130,10,2426,under_age,1
2312,3435,58,1606,adult,1
2313,1448,70,667,pensioner,1
2314,4471,57,2105,public_worker,1
2315,5131,36,2426,public_worker,1
2316,596,21,276,adult,1
2317,2964,49,1374,adult,1
2318,5129,8,2426,under_age,1
2319,9274,44,4450,adult,1
2320,3434,73,1606,pensioner,1
2321,4470,56,2105,adult,1
2322,1449,4,668,under_age,1
2323,5132,38,2426,adult,1
2324,2965,26,1375,adult,1
2325,594,28,276,adult,1
2326,9272,22,4450,adult,1
2327,1450,6,668,under_age,1
2328,3436,61,1607,public_worker,1
2329,4472,82,2106,pensioner,1
2330,1452,31,668,adult,1
2331,5133,19,2427,adult,1
2332,2968,60,1376,adult,1
2333,598,80,277,pensioner,1
2334,9275,0,4451,under_age,1
2335,3437,24,1608,adult,1
2336,2967,50,1376,adult,1
2337,597,69,277,pensioner,1
2338,4474,47,2107,adult,1
2339,9276,25,4451,adult,1
2340,5134,26,2427,adult,1
2341,1451,34,668,teacher,1
2342,3438,70,1609,pensioner,1
2343,4473,47,2107,public_worker,1
2344,2966,24,1376,public_worker,1
2345,599,15,278,under_age,1
2346,1454,66,669,public_worker,1
2347,5135,26,2427,adult,1
2348,9277,31,4451,public_worker,1
2349,601,41,278,adult,1
2350,1453,73,669,pensioner,1
2351,3439,61,1610,adult,1
2352,4475,53,2108,public_worker,1
2353,2970,70,1377,pensioner,1
2354,9278,4,4452,under_age,1
2355,5136,61,2427,adult,1
2356,4476,54,2108,adult,1
2357,2969,60,1377,adult,1
2358,600,37,278,adult,1
2359,9280,40,4452,public_worker,1
2360,1455,58,670,adult,1
2361,3440,53,1611,adult,1
2362,5137,48,2427,adult,1
2363,4478,50,2109,adult,1
2364,9279,9,4452,under_age,1
2365,1456,51,670,adult,1
2366,2972,53,1378,adult,1
2367,603,71,279,pensioner,1
2368,4477,50,2109,adult,1
2369,9281,42,4452,adult,1
2370,3443,26,1612,adult,1
2371,5138,39,2428,adult,1
2372,602,72,279,pensioner,1
2373,2971,51,1378,public_worker,1
2374,1459,42,671,adult,1
2375,604,43,280,adult,1
2376,3442,48,1612,adult,1
2377,4481,33,2110,adult,1
2378,9284,47,4453,adult,1
2379,5139,45,2428,adult,1
2380,2973,5,1380,under_age,1
2381,1460,51,671,adult,1
2382,3441,28,1612,public_worker,1
2383,4480,42,2110,adult,1
2384,9282,17,4453,under_age,1
2385,2974,37,1380,adult,1
2386,5140,90,2429,pensioner,1
2387,605,11,281,under_age,1
2388,1458,13,671,under_age,1
2389,3444,23,1612,adult,1
2390,9283,59,4453,adult,1
2391,607,40,281,public_worker,1
2392,4479,7,2110,under_age,1
2393,5141,56,2430,adult,1
2394,1457,7,671,under_age,1
2395,2975,66,1381,public_worker,1
2396,606,36,281,adult,1
2397,3445,13,1613,under_age,1
2398,4482,4,2111,under_age,1
2399,9285,25,4454,adult,1
2400,5142,56,2430,adult,1
2401,2976,77,1381,pensioner,1
2402,609,74,282,pensioner,1
2403,1461,26,672,adult,1
2404,3446,39,1613,adult,1
2405,4484,31,2111,teacher,1
2406,9287,63,4454,adult,1
2407,2977,26,1382,adult,1
2408,608,66,282,adult,1
2409,1462,87,673,pensioner,1
2410,5144,20,2431,adult,1
2411,3447,50,1613,medical_professional,1
2412,4483,40,2111,adult,1
2413,9286,56,4454,adult,1
2414,2979,18,1382,under_age,1
2415,1463,67,674,adult,1
2416,5143,23,2431,adult,1
2417,3451,29,1614,adult,1
2418,611,48,283,adult,1
2419,2980,73,1382,pensioner,1
2420,4485,54,2112,adult,1
2421,9288,92,4455,pensioner,1
2422,610,19,283,adult,1
2423,3450,31,1614,adult,1
2424,2978,46,1382,adult,1
2425,1464,27,675,adult,1
2426,5145,46,2432,adult,1
2427,612,57,283,adult,1
2428,4486,51,2112,adult,1
2429,9291,27,4456,public_worker,1
2430,1466,55,675,public_worker,1
2431,3448,1,1614,under_age,1
2432,9289,6,4456,under_age,1
2433,5146,43,2432,public_worker,1
2434,2981,30,1383,adult,1
2435,3449,4,1614,under_age,1
2436,1465,51,675,adult,1
2437,614,55,284,adult,1
2438,4490,35,2113,adult,1
2439,9290,35,4456,adult,1
2440,5147,3,2433,under_age,1
2441,3454,44,1615,public_worker,1
2442,2985,27,1384,adult,1
2443,1468,27,676,adult,1
2444,613,55,284,adult,1
2445,4487,3,2113,under_age,1
2446,5148,37,2433,public_worker,1
2447,3453,52,1615,public_worker,1
2448,2982,2,1384,under_age,1
2449,4489,29,2113,adult,1
2450,9292,57,4457,adult,1
2451,5149,32,2433,adult,1
2452,3452,20,1615,adult,1
2453,2984,35,1384,adult,1
2454,1470,50,676,adult,1
2455,616,34,285,adult,1
2456,4488,5,2113,under_age,1
2457,9293,52,4457,adult,1
2458,5151,70,2434,pensioner,1
2459,2983,4,1384,under_age,1
2460,1467,20,676,adult,1
2461,615,34,285,public_worker,1
2462,7761,6,3718,under_age,1
2463,1067,37,497,public_worker,1
2464,6065,24,2894,adult,1
2465,8233,17,3931,under_age,1
2466,7762,36,3718,adult,1
2467,8236,57,3931,public_worker,1
2468,1066,3,497,under_age,1
2469,10308,74,4930,pensioner,1
2470,6066,44,2894,public_worker,1
2471,8238,62,3932,adult,1
2472,1069,47,498,adult,1
2473,6064,22,2894,adult,1
2474,7765,42,3719,adult,1
2475,10309,55,4931,adult,1
2476,8237,75,3932,pensioner,1
2477,7764,11,3719,under_age,1
2478,1073,41,499,public_worker,1
2479,6069,18,2895,under_age,1
2480,7766,40,3719,adult,1
2481,10310,77,4932,pensioner,1
2482,8240,70,3933,pensioner,1
2483,1071,14,499,under_age,1
2484,6068,15,2895,under_age,1
2485,10311,69,4934,pensioner,1
2486,8239,69,3933,pensioner,1
2487,1070,14,499,under_age,1
2488,6070,22,2895,public_worker,1
2489,7767,48,3720,adult,1
2490,1072,42,499,adult,1
2491,6071,59,2895,adult,1
2492,10312,40,4935,public_worker,1
2493,8241,75,3934,pensioner,1
2494,7768,58,3720,adult,1
2495,6072,50,2895,public_worker,1
2496,1075,16,500,under_age,1
2497,10313,52,4936,adult,1
2498,8242,60,3935,adult,1
2499,1074,14,500,under_age,1
2500,6073,48,2896,public_worker,1
2501,7769,5,3721,under_age,1
2502,8243,61,3935,adult,1
2503,1076,51,500,adult,1
2504,10314,83,4937,pensioner,1
2505,7772,30,3721,adult,1
2506,6074,74,2897,pensioner,1
2507,10315,71,4938,pensioner,1
2508,6075,87,2897,pensioner,1
2509,7770,7,3721,under_age,1
2510,8244,67,3936,adult,1
2511,1077,51,501,public_worker,1
2512,10317,51,4939,adult,1
2513,7771,31,3721,adult,1
2514,6076,22,2898,public_worker,1
2515,1078,38,502,adult,1
2516,8245,41,3937,adult,1
2517,10316,72,4939,pensioner,1
2518,6078,28,2899,public_worker,1
2519,7773,22,3722,adult,1
2520,1079,30,503,adult,1
2521,6077,27,2899,adult,1
2522,10318,46,4940,adult,1
2523,8246,67,3938,public_worker,1
2524,7774,8,3723,under_age,1
2525,10319,35,4941,adult,1
2526,8247,6,3939,under_age,1
2527,1080,84,504,pensioner,1
2528,6082,60,2900,adult,1
2529,7776,40,3723,adult,1
2530,10321,49,4942,public_worker,1
2531,8248,11,3939,under_age,1
2532,1083,42,505,adult,1
2533,6079,18,2900,under_age,1
2534,7775,32,3723,adult,1
2535,8249,44,3939,adult,1
2536,1081,4,505,under_age,1
2537,6081,45,2900,public_worker,1
2538,10320,55,4942,adult,1
2539,8250,41,3939,public_worker,1
2540,1082,9,505,under_age,1
2541,6080,23,2900,adult,1
2542,7777,77,3724,pensioner,1
2543,10322,26,4943,adult,1
2544,8252,86,3940,pensioner,1
2545,1084,28,506,adult,1
2546,7778,69,3725,pensioner,1
2547,8251,70,3940,pensioner,1
2548,6083,81,2901,pensioner,1
2549,10324,61,4943,public_worker,1
2550,7779,72,3725,pensioner,1
2551,1086,56,507,adult,1
2552,10323,57,4943,adult,1
2553,8254,55,3941,adult,1
2554,6084,53,2902,adult,1
2555,7781,70,3726,pensioner,1
2556,1085,18,507,under_age,1
2557,8253,21,3941,adult,1
2558,10327,33,4944,adult,1
2559,7780,60,3726,adult,1
2560,6086,66,2903,adult,1
2561,1089,42,508,adult,1
2562,10326,33,4944,adult,1
2563,8255,49,3941,adult,1
2564,6087,19,2903,adult,1
2565,7782,80,3727,pensioner,1
2566,1087,22,508,adult,1
2567,10325,1,4944,under_age,1
2568,6085,45,2903,adult,1
2569,8258,33,3942,public_worker,1
2570,7783,25,3728,adult,1
2571,1088,59,508,adult,1
2572,10330,41,4945,adult,1
