,ID,Age,Home,Type,Interaction Modifier
0,1042,37,486,adult,1
1,5201,49,2460,adult,1
2,1895,5,873,under_age,1
3,4539,95,2142,pensioner,1
4,1519,11,699,under_age,1
5,1898,36,873,adult,1
6,4538,92,2142,pensioner,1
7,1521,45,699,adult,1
8,5200,40,2460,adult,1
9,1045,61,487,adult,1
10,4541,50,2143,public_worker,1
11,1520,36,699,adult,1
12,5199,14,2460,under_age,1
13,1899,22,874,adult,1
14,4542,39,2143,adult,1
15,1044,54,487,adult,1
16,5198,8,2460,under_age,1
17,1900,45,874,adult,1
18,4540,21,2143,adult,1
19,1522,28,700,adult,1
20,5203,56,2461,adult,1
21,1047,70,488,pensioner,1
22,5202,60,2461,adult,1
23,1901,34,875,public_worker,1
24,1046,73,488,pensioner,1
25,4544,48,2144,adult,1
26,1524,43,701,adult,1
27,1902,29,875,adult,1
28,5205,43,2462,adult,1
29,1048,33,489,adult,1
30,4545,47,2144,adult,1
31,1523,9,701,under_age,1
32,1049,28,489,adult,1
33,5204,8,2462,under_age,1
34,1903,4,876,under_age,1
35,4543,15,2144,under_age,1
36,1525,58,702,adult,1
37,1904,42,876,adult,1
38,4546,21,2145,adult,1
39,5206,56,2463,adult,1
40,1050,29,490,adult,1
41,1526,49,703,adult,1
42,1905,35,876,adult,1
43,5207,23,2463,public_worker,1
44,1053,54,491,public_worker,1
45,4548,55,2146,adult,1
46,1528,63,704,adult,1
47,5208,31,2463,public_worker,1
48,1051,41,491,adult,1
49,1906,30,877,adult,1
50,4547,57,2146,adult,1
51,1527,65,704,adult,1
52,1907,30,877,adult,1
53,1052,19,491,adult,1
54,5211,44,2464,adult,1
55,4549,12,2147,under_age,1
56,1532,41,705,adult,1
57,5209,6,2464,under_age,1
58,1908,49,878,adult,1
59,1054,51,492,public_worker,1
60,4550,45,2147,public_worker,1
61,5212,38,2464,adult,1
62,1529,10,705,under_age,1
63,1055,49,492,teacher,1
64,4551,38,2147,adult,1
65,1531,44,705,adult,1
66,1912,45,879,adult,1
67,5210,12,2464,under_age,1
68,4552,76,2148,pensioner,1
69,1056,8,493,under_age,1
70,1530,16,705,under_age,1
71,1910,58,879,public_worker,1
72,5214,46,2465,adult,1
73,1057,37,493,adult,1
74,4553,23,2149,adult,1
75,1534,85,706,pensioner,1
76,1911,57,879,adult,1
77,1533,89,706,pensioner,1
78,5213,14,2465,under_age,1
79,1909,11,879,under_age,1
80,1059,58,494,adult,1
81,4554,82,2150,pensioner,1
82,1536,36,707,adult,1
83,5215,50,2465,adult,1
84,1913,40,880,adult,1
85,1058,64,494,public_worker,1
86,4556,86,2151,pensioner,1
87,1537,34,707,public_worker,1
88,5216,54,2466,adult,1
89,4555,73,2151,pensioner,1
90,1914,43,880,adult,1
91,1060,30,495,adult,1
92,1535,1,707,under_age,1
93,5217,56,2466,adult,1
94,4558,42,2152,adult,1
95,1062,52,495,adult,1
96,1538,53,708,adult,1
97,1915,81,881,pensioner,1
98,1063,43,495,adult,1
99,4557,12,2152,under_age,1
100,5218,56,2467,public_worker,1
101,1539,52,708,adult,1
102,1918,25,882,adult,1
103,4559,37,2152,adult,1
104,5219,54,2467,adult,1
105,1061,67,495,public_worker,1
106,1916,2,882,under_age,1
107,1065,57,496,adult,1
108,1540,60,709,adult,1
109,4561,56,2153,public_worker,1
110,5220,21,2468,public_worker,1
111,1917,5,882,under_age,1
112,1064,27,496,adult,1
113,4560,23,2153,adult,1
114,5221,54,2468,adult,1
115,1541,54,710,public_worker,1
116,1920,31,883,adult,1
117,4562,50,2153,adult,1
118,1068,27,497,public_worker,1
119,1542,70,711,pensioner,1
120,5224,37,2469,public_worker,1
121,1919,7,883,under_age,1
122,3503,6,1639,under_age,1
123,7273,29,3474,adult,1
124,3037,45,1413,adult,1
125,6138,11,2928,under_age,1
126,3506,32,1640,adult,1
127,9818,72,4692,pensioner,1
128,7272,26,3474,adult,1
129,6140,42,2928,public_worker,1
130,3036,57,1413,public_worker,1
131,9819,93,4693,pensioner,1
132,3034,17,1413,under_age,1
133,6144,50,2929,public_worker,1
134,3507,52,1641,adult,1
135,7275,58,3475,public_worker,1
136,9820,86,4693,pensioner,1
137,3032,14,1413,under_age,1
138,6141,19,2929,adult,1
139,3508,54,1641,public_worker,1
140,7276,47,3475,adult,1
141,9821,83,4694,pensioner,1
142,3035,21,1413,adult,1
143,6143,53,2929,adult,1
144,3510,19,1642,adult,1
145,9822,2,4695,under_age,1
146,3033,15,1413,under_age,1
147,7277,41,3476,adult,1
148,6142,22,2929,adult,1
149,3511,51,1642,adult,1
150,9824,37,4695,adult,1
151,3039,32,1414,adult,1
152,7281,70,3477,pensioner,1
153,3509,12,1642,under_age,1
154,9823,35,4695,adult,1
155,7278,77,3477,pensioner,1
156,6146,52,2930,adult,1
157,3038,8,1414,under_age,1
158,7279,33,3477,adult,1
159,3513,65,1643,adult,1
160,3040,44,1414,public_worker,1
161,6145,57,2930,adult,1
162,9825,65,4696,adult,1
163,7282,80,3477,pensioner,1
164,3512,63,1643,adult,1
165,3043,42,1415,adult,1
166,9827,35,4697,public_worker,1
167,7280,9,3477,under_age,1
168,6147,59,2931,adult,1
169,9826,37,4697,adult,1
170,3041,10,1415,under_age,1
171,3515,55,1644,adult,1
172,7283,61,3478,adult,1
173,3042,33,1415,adult,1
174,6148,28,2932,adult,1
175,7284,53,3478,adult,1
176,3514,44,1644,adult,1
177,9828,92,4698,pensioner,1
178,3044,21,1416,adult,1
179,6149,85,2933,pensioner,1
180,9829,30,4699,adult,1
181,7285,63,3479,adult,1
182,3516,69,1645,pensioner,1
183,6150,78,2933,pensioner,1
184,3046,55,1416,public_worker,1
185,3517,78,1645,pensioner,1
186,9830,90,4700,pensioner,1
187,6151,47,2934,public_worker,1
188,3045,26,1416,adult,1
189,7287,2,3480,under_age,1
190,3518,45,1646,public_worker,1
191,7286,44,3480,public_worker,1
192,9832,55,4701,public_worker,1
193,6152,82,2935,pensioner,1
194,3047,45,1416,adult,1
195,3519,56,1647,adult,1
196,7288,63,3480,public_worker,1
197,9831,17,4701,under_age,1
198,7289,79,3480,pensioner,1
199,6154,33,2936,adult,1
200,3520,59,1647,adult,1
201,3049,19,1417,adult,1
202,9834,19,4702,adult,1
203,7290,42,3481,adult,1
204,6153,32,2936,adult,1
205,3048,20,1417,adult,1
206,9836,43,4702,adult,1
207,3521,78,1648,pensioner,1
208,7294,40,3482,adult,1
209,6156,58,2937,adult,1
210,9833,18,4702,under_age,1
211,3523,67,1649,teacher,1
212,3050,87,1418,pensioner,1
213,7292,24,3482,adult,1
214,9835,50,4702,public_worker,1
215,6155,64,2937,adult,1
216,3522,67,1649,adult,1
217,3052,20,1419,adult,1
218,7291,38,3482,medical_professional,1
219,9837,35,4703,adult,1
220,6158,63,2938,adult,1
221,3051,27,1419,adult,1
222,7293,16,3482,under_age,1
223,3524,84,1650,pensioner,1
224,9838,72,4704,pensioner,1
225,6157,71,2938,pensioner,1
226,3525,85,1650,pensioner,1
227,3055,28,1420,public_worker,1
228,7295,43,3483,teacher,1
229,9839,89,4704,pensioner,1
230,6159,32,2939,public_worker,1
231,3526,40,1651,adult,1
232,3054,39,1420,adult,1
233,7296,42,3483,adult,1
234,9840,49,4705,adult,1
235,6161,64,2940,adult,1
236,3053,0,1420,under_age,1
237,3529,41,1652,adult,1
238,7298,76,3484,pensioner,1
239,9843,50,4706,public_worker,1
240,6160,69,2940,pensioner,1
241,3056,29,1421,adult,1
242,7297,72,3484,pensioner,1
243,3528,35,1652,adult,1
244,5670,42,2699,adult,1
245,8735,36,4168,adult,1
246,3128,69,1460,pensioner,1
247,5672,37,2700,public_worker,1
248,8736,30,4168,adult,1
249,3129,78,1461,pensioner,1
250,5671,2,2700,under_age,1
251,8734,10,4168,under_age,1
252,3131,54,1462,public_worker,1
253,5673,77,2701,pensioner,1
254,8738,55,4169,adult,1
255,3130,65,1462,public_worker,1
256,5674,85,2702,pensioner,1
257,3132,83,1463,pensioner,1
258,8737,62,4169,adult,1
259,3133,75,1463,pensioner,1
260,5675,58,2703,teacher,1
261,8739,64,4170,adult,1
262,3137,54,1464,adult,1
263,5676,27,2704,public_worker,1
264,8740,65,4170,adult,1
265,3134,19,1464,adult,1
266,5677,53,2704,medical_professional,1
267,5678,56,2704,adult,1
268,8744,55,4171,adult,1
269,3135,20,1464,adult,1
270,8742,27,4171,adult,1
271,3136,48,1464,adult,1
272,5681,63,2705,adult,1
273,5679,27,2705,adult,1
274,8743,54,4171,adult,1
275,3139,52,1465,adult,1
276,5680,60,2705,adult,1
277,8741,21,4171,adult,1
278,3138,69,1465,pensioner,1
279,8745,3,4172,under_age,1
280,5682,19,2706,adult,1
281,3140,37,1466,adult,1
282,8747,32,4172,adult,1
283,5683,61,2707,adult,1
284,8746,35,4172,public_worker,1
285,3141,75,1467,pensioner,1
286,5684,65,2707,adult,1
287,8748,26,4173,adult,1
288,3142,79,1468,pensioner,1
289,5685,70,2708,pensioner,1
290,3143,23,1469,adult,1
291,8750,65,4174,public_worker,1
292,5686,79,2709,pensioner,1
293,8749,29,4174,adult,1
294,3144,42,1469,public_worker,1
295,5687,43,2710,adult,1
296,3146,67,1470,adult,1
297,8751,43,4175,adult,1
298,3145,73,1470,pensioner,1
299,5688,54,2711,adult,1
300,8752,20,4176,adult,1
301,3147,13,1471,under_age,1
302,5690,32,2712,public_worker,1
303,3150,43,1471,adult,1
304,8753,79,4177,pensioner,1
305,5689,40,2712,public_worker,1
306,3149,53,1471,adult,1
307,8754,56,4178,adult,1
308,5691,79,2713,pensioner,1
309,3148,13,1471,under_age,1
310,5692,44,2714,public_worker,1
311,8757,25,4179,public_worker,1
312,3152,37,1472,adult,1
313,5693,49,2714,public_worker,1
314,8756,30,4179,public_worker,1
315,4635,75,2186,pensioner,1
316,8876,10,4237,under_age,1
317,192,60,92,adult,1
318,7836,6,3754,under_age,1
319,8878,34,4237,adult,1
320,4637,52,2187,adult,1
321,1144,28,530,adult,1
322,7835,2,3754,under_age,1
323,8877,11,4237,under_age,1
324,195,43,93,teacher,1
325,7840,40,3754,adult,1
326,4638,52,2187,adult,1
327,1145,49,531,adult,1
328,8880,24,4238,adult,1
329,193,15,93,under_age,1
330,4641,53,2188,adult,1
331,7841,65,3755,teacher,1
332,194,44,93,adult,1
333,8882,47,4239,adult,1
334,1146,79,532,pensioner,1
335,4640,53,2188,adult,1
336,1147,85,532,pensioner,1
337,7844,26,3756,adult,1
338,8881,16,4239,under_age,1
339,196,29,94,adult,1
340,4639,23,2188,adult,1
341,1148,24,533,adult,1
342,7842,26,3756,adult,1
343,8883,18,4240,under_age,1
344,200,37,95,public_worker,1
345,4643,73,2189,pensioner,1
346,1151,55,534,teacher,1
347,7843,37,3756,adult,1
348,8885,53,4241,adult,1
349,197,2,95,under_age,1
350,4642,66,2189,teacher,1
351,1149,17,534,under_age,1
352,199,39,95,adult,1
353,8884,59,4241,adult,1
354,1152,58,534,adult,1
355,7845,77,3757,pensioner,1
356,198,8,95,under_age,1
357,4645,40,2190,public_worker,1
358,7846,85,3757,pensioner,1
359,1150,24,534,adult,1
360,4644,5,2190,under_age,1
361,8886,28,4242,adult,1
362,201,24,96,adult,1
363,7847,87,3758,pensioner,1
364,4646,68,2191,pensioner,1
365,1153,38,535,adult,1
366,8887,26,4242,public_worker,1
367,7848,86,3758,pensioner,1
368,203,56,97,adult,1
369,4648,53,2192,adult,1
370,8888,50,4243,adult,1
371,1154,27,536,adult,1
372,7849,73,3759,pensioner,1
373,202,51,97,adult,1
374,4647,23,2192,public_worker,1
375,1156,52,536,adult,1
376,7850,40,3760,adult,1
377,4649,56,2192,adult,1
378,8889,53,4244,adult,1
379,204,64,98,adult,1
380,1155,62,536,adult,1
381,8890,45,4244,adult,1
382,7852,44,3761,adult,1
383,4652,54,2193,adult,1
384,206,97,99,pensioner,1
385,1157,7,537,under_age,1
386,7851,12,3761,under_age,1
387,4653,43,2193,adult,1
388,8892,47,4245,adult,1
389,205,90,99,pensioner,1
390,1158,36,537,public_worker,1
391,7856,50,3762,teacher,1
392,4651,18,2193,under_age,1
393,8893,58,4245,teacher,1
394,1159,44,537,adult,1
395,207,78,100,pensioner,1
396,4650,15,2193,under_age,1
397,8891,22,4245,adult,1
398,7857,42,3762,adult,1
399,209,25,101,public_worker,1
400,1160,42,538,public_worker,1
401,4655,49,2194,adult,1
402,8894,68,4246,pensioner,1
403,208,18,101,under_age,1
404,7853,7,3762,under_age,1
405,1161,38,538,adult,1
406,211,51,101,adult,1
407,7855,18,3762,under_age,1
408,4654,46,2194,adult,1
409,8896,66,4247,adult,1
410,7854,13,3762,under_age,1
411,1162,13,539,under_age,1
412,210,61,101,adult,1
413,8895,69,4247,pensioner,1
414,4657,26,2195,adult,1
415,1165,50,539,public_worker,1
416,7858,0,3763,under_age,1
417,8898,36,4248,adult,1
418,1163,17,539,under_age,1
419,215,33,102,adult,1
420,7860,27,3763,adult,1
421,4659,56,2195,adult,1
422,1164,51,539,adult,1
423,8897,6,4248,under_age,1
424,212,3,102,under_age,1
425,7859,31,3763,public_worker,1
426,4658,59,2195,public_worker,1
427,214,29,102,adult,1
428,4656,21,2195,adult,1
429,8900,56,4249,adult,1
430,1167,2,540,under_age,1
431,7861,39,3764,adult,1
432,1166,0,540,under_age,1
433,213,7,102,under_age,1
434,8899,53,4249,adult,1
435,7862,40,3764,public_worker,1
436,4662,32,2196,adult,1
437,1168,28,540,public_worker,1
438,1618,10,746,under_age,1
439,9345,8,4477,under_age,1
440,1620,26,746,adult,1
441,9347,41,4477,adult,1
442,1617,3,746,under_age,1
443,1619,39,746,adult,1
444,9349,45,4478,adult,1
445,1622,36,747,adult,1
446,9348,50,4478,adult,1
447,1621,36,747,adult,1
448,9350,82,4479,pensioner,1
449,9352,16,4480,under_age,1
450,1623,20,748,adult,1
451,9351,16,4480,under_age,1
452,1624,43,748,adult,1
453,9354,42,4480,adult,1
454,1625,47,748,public_worker,1
455,9353,34,4480,adult,1
456,1627,53,749,adult,1
457,9355,26,4481,adult,1
458,1626,22,749,adult,1
459,1628,48,749,adult,1
460,9356,80,4482,pensioner,1
461,9357,16,4483,under_age,1
462,1631,53,750,public_worker,1
463,9359,46,4483,adult,1
464,1629,17,750,under_age,1
465,9358,44,4483,adult,1
466,1632,58,750,medical_professional,1
467,1630,24,750,adult,1
468,9360,27,4484,adult,1
469,1633,83,751,pensioner,1
470,9362,68,4485,pensioner,1
471,9361,64,4485,adult,1
472,1635,17,752,under_age,1
473,1636,49,752,adult,1
474,9363,4,4486,under_age,1
475,1634,15,752,under_age,1
476,9364,36,4486,adult,1
477,1637,24,753,adult,1
478,9365,25,4487,adult,1
479,1639,58,753,adult,1
480,9366,37,4488,adult,1
481,1638,55,753,adult,1
482,9368,62,4489,adult,1
483,1640,1,754,under_age,1
484,9367,28,4489,medical_professional,1
485,1641,36,754,public_worker,1
486,9369,81,4490,pensioner,1
487,1645,51,755,adult,1
488,8310,49,3970,public_worker,1
489,9916,70,4740,pensioner,1
490,1997,30,920,adult,1
491,10479,68,5015,pensioner,1
492,6234,41,2976,public_worker,1
493,9915,68,4740,pensioner,1
494,10478,69,5015,pensioner,1
495,8311,48,3971,adult,1
496,1995,1,920,under_age,1
497,9917,26,4741,adult,1
498,6237,61,2977,adult,1
499,10480,21,5016,adult,1
500,1999,26,921,adult,1
501,8312,21,3972,adult,1
502,9918,24,4741,adult,1
503,6236,57,2977,adult,1
504,2000,60,921,public_worker,1
505,10481,7,5017,under_age,1
506,6238,21,2978,adult,1
507,10482,33,5017,adult,1
508,8313,85,3973,pensioner,1
509,9919,22,4742,adult,1
510,1998,21,921,adult,1
511,10483,39,5017,adult,1
512,8315,50,3974,teacher,1
513,6239,20,2978,public_worker,1
514,9920,52,4742,adult,1
515,2001,24,922,adult,1
516,8314,50,3974,public_worker,1
517,6240,81,2979,pensioner,1
518,10484,67,5018,adult,1
519,9922,63,4743,adult,1
520,2002,27,922,adult,1
521,8316,33,3975,adult,1
522,6241,66,2980,public_worker,1
523,10485,63,5018,public_worker,1
524,9921,64,4743,adult,1
525,2003,52,922,public_worker,1
526,8317,83,3976,pensioner,1
527,6242,27,2981,adult,1
528,2004,55,922,adult,1
529,8318,95,3976,pensioner,1
530,9925,41,4744,adult,1
531,6243,80,2982,pensioner,1
532,2006,7,923,under_age,1
533,8321,42,3977,adult,1
534,6244,94,2982,pensioner,1
535,9924,22,4744,adult,1
536,2005,1,923,under_age,1
537,9923,1,4744,under_age,1
538,2007,13,923,under_age,1
539,8320,48,3977,adult,1
540,6245,28,2983,adult,1
541,9926,65,4744,adult,1
542,2008,43,923,adult,1
543,8319,15,3977,under_age,1
544,6246,29,2983,adult,1
545,9927,8,4744,under_age,1
546,2009,40,923,adult,1
547,8323,48,3978,adult,1
548,6247,23,2984,adult,1
549,9928,81,4745,pensioner,1
550,2010,86,924,pensioner,1
551,8322,51,3978,public_worker,1
552,6248,23,2984,adult,1
553,9930,59,4746,adult,1
554,2011,87,924,pensioner,1
555,8324,63,3979,adult,1
556,9929,62,4746,adult,1
557,6250,59,2985,public_worker,1
558,2012,26,925,adult,1
559,8325,29,3980,public_worker,1
560,6249,23,2985,adult,1
561,9931,1,4747,under_age,1
562,2013,25,925,public_worker,1
563,8326,63,3980,adult,1
564,6251,57,2985,teacher,1
565,9933,32,4747,adult,1
566,2014,61,926,adult,1
567,8327,66,3981,adult,1
568,9932,24,4747,adult,1
569,2015,64,926,public_worker,1
570,6253,69,2986,pensioner,1
571,6252,63,2986,public_worker,1
572,2016,57,927,adult,1
573,8328,14,3982,under_age,1
574,9935,76,4748,pensioner,1
575,8330,45,3982,adult,1
576,6254,85,2987,pensioner,1
577,9934,81,4748,pensioner,1
578,2018,53,928,teacher,1
579,8329,21,3982,adult,1
580,6257,48,2988,adult,1
581,9936,67,4749,adult,1
582,2019,52,928,public_worker,1
583,6255,23,2988,adult,1
584,9937,73,4749,pensioner,1
585,2017,22,928,public_worker,1
586,8332,1,3983,under_age,1
587,6256,69,2988,pensioner,1
588,9938,75,4750,pensioner,1
589,2020,86,929,pensioner,1
590,8333,7,3983,under_age,1
591,9940,41,4751,adult,1
592,2024,56,930,adult,1
593,8331,0,3983,under_age,1
594,6258,49,2989,adult,1
595,8334,35,3983,adult,1
596,9939,41,4751,adult,1
597,2021,27,930,adult,1
598,6259,51,2989,adult,1
599,4072,6,1915,under_age,1
600,5299,44,2509,adult,1
601,6803,78,3248,pensioner,1
602,4074,34,1915,adult,1
603,4168,28,1963,adult,1
604,5297,26,2509,adult,1
605,4073,39,1915,adult,1
606,6804,18,3249,under_age,1
607,4169,59,1964,adult,1
608,5301,72,2510,pensioner,1
609,6806,23,3250,adult,1
610,4077,40,1916,adult,1
611,5302,77,2510,pensioner,1
612,4076,38,1916,adult,1
613,4170,13,1965,under_age,1
614,6805,21,3250,adult,1
615,4171,52,1965,adult,1
616,5303,48,2512,teacher,1
617,6808,59,3250,adult,1
618,4075,17,1916,under_age,1
619,4172,45,1965,adult,1
620,5306,52,2513,adult,1
621,6807,57,3250,adult,1
622,4079,43,1917,adult,1
623,4173,56,1966,adult,1
624,5304,27,2513,adult,1
625,4078,58,1917,adult,1
626,6810,42,3251,adult,1
627,4174,56,1966,public_worker,1
628,5305,47,2513,adult,1
629,4080,59,1918,adult,1
630,6809,9,3251,under_age,1
631,4175,82,1967,pensioner,1
632,6811,34,3251,adult,1
633,4081,57,1918,adult,1
634,5307,89,2514,pensioner,1
635,4176,63,1967,adult,1
636,5309,20,2515,adult,1
637,6812,76,3252,pensioner,1
638,4082,32,1919,public_worker,1
639,4177,71,1968,pensioner,1
640,5308,19,2515,adult,1
641,6813,84,3253,pensioner,1
642,4084,48,1920,adult,1
643,4179,71,1969,pensioner,1
644,6814,90,3253,pensioner,1
645,4083,25,1920,adult,1
646,4178,66,1969,adult,1
647,5310,24,2516,public_worker,1
648,6816,60,3254,public_worker,1
649,6815,59,3254,adult,1
650,4085,61,1920,adult,1
651,5311,52,2516,adult,1
652,4180,34,1970,adult,1
653,5312,52,2516,adult,1
654,4086,46,1921,adult,1
655,6817,40,3255,adult,1
656,5313,30,2517,adult,1
657,4182,44,1971,adult,1
658,4087,69,1922,pensioner,1
659,6818,7,3256,under_age,1
660,4183,36,1971,adult,1
661,5314,40,2518,adult,1
662,6819,42,3256,adult,1
663,4089,35,1923,adult,1
664,4181,16,1971,under_age,1
665,5315,67,2518,public_worker,1
666,4090,27,1923,adult,1
667,6821,11,3257,under_age,1
668,4184,28,1972,adult,1
669,5316,81,2519,pensioner,1
670,6822,38,3257,public_worker,1
671,4088,5,1923,under_age,1
672,5317,75,2519,pensioner,1
673,4185,32,1972,adult,1
674,6823,38,3257,adult,1
675,4092,17,1924,under_age,1
676,5319,49,2520,adult,1
677,6820,7,3257,under_age,1
678,4091,11,1924,under_age,1
679,4186,80,1973,pensioner,1
680,5318,45,2520,public_worker,1
681,4094,46,1924,adult,1
682,4187,96,1973,pensioner,1
683,6825,45,3258,adult,1
684,5320,69,2521,pensioner,1
685,4093,42,1924,public_worker,1
686,4188,81,1974,pensioner,1
687,6826,39,3258,adult,1
688,5321,72,2521,pensioner,1
689,4189,76,1974,pensioner,1
690,4096,60,1925,adult,1
691,6824,15,3258,under_age,1
692,5323,25,2522,adult,1
693,4190,37,1975,adult,1
694,4095,60,1925,adult,1
695,6829,51,3259,adult,1
696,6328,8,3021,under_age,1
697,9443,10,4524,under_age,1
698,3603,48,1688,adult,1
699,768,38,352,public_worker,1
700,2472,64,1140,public_worker,1
701,9444,38,4524,adult,1
702,6333,54,3022,public_worker,1
703,2565,46,1189,adult,1
704,767,44,352,adult,1
705,3604,50,1688,adult,1
706,2471,56,1140,adult,1
707,6332,56,3022,adult,1
708,9445,79,4525,pensioner,1
709,766,9,352,under_age,1
710,2567,54,1190,adult,1
711,9446,80,4525,pensioner,1
712,2473,38,1141,adult,1
713,3605,23,1689,adult,1
714,6334,53,3023,adult,1
715,769,58,353,adult,1
716,2566,24,1190,adult,1
717,9447,26,4526,adult,1
718,2474,32,1141,adult,1
719,3606,24,1689,adult,1
720,770,58,354,adult,1
721,6336,83,3024,pensioner,1
722,2568,32,1191,adult,1
723,9449,45,4527,adult,1
724,2475,15,1142,under_age,1
725,6335,91,3024,pensioner,1
726,3607,72,1690,pensioner,1
727,773,46,355,adult,1
728,2477,34,1142,adult,1
729,2571,63,1191,adult,1
730,9448,7,4527,under_age,1
731,6337,53,3025,adult,1
732,3609,58,1691,adult,1
733,771,15,355,under_age,1
734,2476,43,1142,adult,1
735,2569,29,1191,adult,1
736,9451,38,4528,public_worker,1
737,6338,55,3025,public_worker,1
738,3608,67,1691,adult,1
739,772,40,355,adult,1
740,9450,12,4528,under_age,1
741,2570,28,1191,adult,1
742,2478,40,1143,adult,1
743,6339,67,3026,adult,1
744,3610,86,1692,pensioner,1
745,775,41,356,adult,1
746,9452,74,4529,pensioner,1
747,2574,32,1192,adult,1
748,776,33,356,public_worker,1
749,2480,51,1144,adult,1
750,6343,60,3027,adult,1
751,3611,81,1693,pensioner,1
752,9454,50,4530,adult,1
753,774,12,356,under_age,1
754,2572,48,1192,adult,1
755,2479,58,1144,adult,1
756,6341,23,3027,adult,1
757,3612,6,1694,under_age,1
758,9455,58,4530,adult,1
759,778,58,357,adult,1
760,2575,66,1192,public_worker,1
761,3614,30,1694,adult,1
762,6340,21,3027,adult,1
763,9453,27,4530,adult,1
764,2481,21,1145,medical_professional,1
765,2573,61,1192,public_worker,1
766,777,58,357,adult,1
767,3613,31,1694,teacher,1
768,6344,55,3027,adult,1
769,2484,37,1146,adult,1
770,2579,38,1193,adult,1
771,9456,25,4531,adult,1
772,779,66,358,adult,1
773,6342,24,3027,medical_professional,1
774,3616,16,1695,under_age,1
775,2483,8,1146,under_age,1
776,2577,8,1193,under_age,1
777,6346,63,3028,medical_professional,1
778,9457,83,4532,pensioner,1
779,3617,44,1695,adult,1
780,2485,35,1146,adult,1
781,780,67,358,adult,1
782,2576,7,1193,under_age,1
783,6345,58,3028,adult,1
784,3615,11,1695,under_age,1
785,2578,28,1193,adult,1
786,9460,44,4533,adult,1
787,781,77,359,pensioner,1
788,2482,1,1146,under_age,1
789,6347,28,3029,adult,1
790,9459,21,4533,teacher,1
791,3618,23,1696,adult,1
792,2486,41,1147,adult,1
793,783,42,360,adult,1
794,2580,3,1194,under_age,1
795,6348,50,3029,public_worker,1
796,2582,31,1194,adult,1
797,9458,26,4533,adult,1
798,782,45,360,adult,1
799,3620,50,1697,adult,1
800,2490,59,1148,adult,1
801,6350,40,3030,adult,1
802,2581,36,1194,adult,1
803,9461,18,4533,under_age,1
804,784,68,362,pensioner,1
805,3619,47,1697,adult,1
806,2487,19,1148,adult,1
807,6349,12,3030,under_age,1
808,9462,67,4534,public_worker,1
809,785,86,363,pensioner,1
810,2583,22,1195,adult,1
811,2488,26,1148,adult,1
812,3621,72,1698,pensioner,1
813,788,12,364,under_age,1
814,6351,58,3031,adult,1
815,9466,56,4535,adult,1
816,787,7,364,under_age,1
817,3622,76,1698,pensioner,1
818,2489,57,1148,adult,1
819,2586,46,1196,adult,1
820,789,44,364,adult,1
821,6352,47,3031,adult,1
822,9467,53,4535,adult,1
823,3623,83,1699,pensioner,1
824,2585,13,1196,under_age,1
825,2492,62,1149,medical_professional,1
826,790,32,364,adult,1
827,9463,21,4535,adult,1
828,6356,33,3032,public_worker,1
829,2584,13,1196,under_age,1
830,3624,28,1700,adult,1
831,2491,63,1149,adult,1
832,786,3,364,under_age,1
833,6354,6,3032,under_age,1
834,9465,28,4535,adult,1
835,2587,57,1197,adult,1
836,6355,28,3032,adult,1
837,3626,38,1701,adult,1
838,2494,45,1150,adult,1
839,7371,27,3524,adult,1
840,7372,27,3525,adult,1
841,7373,28,3525,adult,1
842,7374,45,3526,public_worker,1
843,7375,39,3526,adult,1
844,7376,27,3527,adult,1
845,7377,37,3528,adult,1
846,7379,57,3529,adult,1
847,7378,53,3529,adult,1
848,7380,23,3530,adult,1
849,7381,21,3531,adult,1
850,7384,54,3531,adult,1
851,7382,22,3531,adult,1
852,7383,52,3531,adult,1
853,7386,38,3532,adult,1
854,7385,7,3532,under_age,1
855,7388,45,3533,adult,1
856,7387,50,3533,adult,1
857,7389,49,3534,adult,1
858,7390,40,3535,public_worker,1
859,7391,37,3535,adult,1
860,2662,33,1234,adult,1
861,2661,33,1234,adult,1
862,2664,38,1235,public_worker,1
863,2665,48,1235,public_worker,1
864,2663,16,1235,under_age,1
865,2666,19,1236,adult,1
866,2668,43,1236,adult,1
867,2667,23,1236,adult,1
868,2669,60,1236,public_worker,1
869,2671,13,1237,under_age,1
870,2672,53,1237,adult,1
871,2673,50,1237,adult,1
872,2670,6,1237,under_age,1
873,2675,51,1238,adult,1
874,2674,59,1238,adult,1
875,2679,25,1239,adult,1
876,2678,81,1239,pensioner,1
877,2676,48,1239,adult,1
878,2680,26,1239,adult,1
879,2677,21,1239,adult,1
880,2681,68,1240,pensioner,1
881,2682,76,1241,pensioner,1
882,2683,50,1242,adult,1
883,2684,49,1242,adult,1
884,10011,37,4787,adult,1
885,3226,10,1508,under_age,1
886,9539,5,4568,under_age,1
887,6901,71,3296,pensioner,1
888,292,51,139,adult,1
889,7932,25,3803,public_worker,1
890,3227,11,1508,under_age,1
891,9542,34,4568,adult,1
892,6902,75,3296,pensioner,1
893,7933,51,3803,public_worker,1
894,10013,25,4788,adult,1
895,7934,58,3803,adult,1
896,3231,51,1509,adult,1
897,293,35,140,adult,1
898,9540,7,4568,under_age,1
899,6903,68,3297,pensioner,1
900,3230,58,1509,adult,1
901,6904,73,3297,pensioner,1
902,294,31,140,adult,1
903,9543,64,4569,adult,1
904,10014,78,4789,pensioner,1
