,Time-steps,AgeIndependent,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1,0.0004587316493370917,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.0006945811322213131,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00031009706157012493,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544,0.00042247044334147544
1,2,0.00046046926090262093,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.0006972121087634597,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.00031127166602874367,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267,0.0004240707025115267
2,3,0.00046470376218962024,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0007031341916382044,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0003146795654854642,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653,0.0004273913588199653
3,4,0.0004690776551449967,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.0007092317125906716,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00031822547506442914,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855,0.00043079727322267855
4,5,0.00047359555612593853,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0007155098611484193,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0003219151610955179,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296,0.0004342906632042296
5,6,0.0004782620008300558,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0007219736565618874,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.0003257544612798969,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654,0.00043787363564406654
6,7,0.0004830814222511504,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0007286279175084143,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0003297492720643094,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737,0.0004415481716886737
7,8,0.0004880581273132996,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.000735477230547873,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00033390553440777694,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765,0.00044531611128838765
8,9,0.0004931962721702683,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.0007425259173932266,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.00033822921778171546,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072,0.0004491791374659072
9,10,0.0004984998361690668,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.0007497780010785501,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00034272630223754945,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234,0.00045313876039297234
