,Time-steps,AgeIndependent
208,209.0,0.000859271642924
209,210.0,0.000859271642924
210,211.0,0.000859271642924
211,212.0,0.000859271642924
212,213.0,0.000859271642924
213,214.0,0.000859271642924
214,215.0,0.000859271642924
215,216.0,0.000859271642924
216,217.0,0.000190949253983
217,218.0,0.000190949253983
218,219.0,0.000190949253983
219,220.0,0.000190949253983
220,221.0,0.000190949253983
221,222.0,0.000190949253983
222,223.0,0.000190949253983
223,224.0,0.000190949253983
224,225.0,0.000190949253983
225,226.0,0.000190949253983
226,227.0,0.000190949253983
227,228.0,0.000190949253983
228,229.0,0.000190949253983
229,230.0,0.000190949253983
230,231.0,0.000190949253983
231,232.0,0.000190949253983
232,233.0,0.000190949253983
233,234.0,0.000190949253983
234,235.0,0.000190949253983
235,236.0,0.000190949253983
236,237.0,0.000190949253983
237,238.0,0.000190949253983
238,239.0,0.000190949253983
239,240.0,0.000190949253983
240,241.0,3.8189850796621295e-05
241,242.0,3.8189850796621295e-05
242,243.0,3.8189850796621295e-05
243,244.0,3.8189850796621295e-05
244,245.0,3.8189850796621295e-05
245,246.0,3.8189850796621295e-05
246,247.0,3.8189850796621295e-05
247,248.0,3.8189850796621295e-05
248,249.0,3.8189850796621295e-05
249,250.0,3.8189850796621295e-05
250,251.0,3.8189850796621295e-05
251,252.0,3.8189850796621295e-05
252,253.0,3.8189850796621295e-05
253,254.0,3.8189850796621295e-05
254,255.0,3.8189850796621295e-05
255,256.0,3.8189850796621295e-05
256,257.0,3.8189850796621295e-05
257,258.0,3.8189850796621295e-05
258,259.0,3.8189850796621295e-05
259,260.0,3.8189850796621295e-05
260,261.0,3.8189850796621295e-05
261,262.0,3.8189850796621295e-05
262,263.0,3.8189850796621295e-05
263,264.0,3.8189850796621295e-05
264,265.0,6.94360923574933e-06
265,266.0,6.94360923574933e-06
266,267.0,6.94360923574933e-06
267,268.0,6.94360923574933e-06
268,269.0,6.94360923574933e-06
269,270.0,6.94360923574933e-06
270,271.0,6.94360923574933e-06
271,272.0,6.94360923574933e-06
272,273.0,6.94360923574933e-06
273,274.0,6.94360923574933e-06
274,275.0,6.94360923574933e-06
275,276.0,6.94360923574933e-06
276,277.0,6.94360923574933e-06
277,278.0,6.94360923574933e-06
278,279.0,6.94360923574933e-06
279,280.0,6.94360923574933e-06
280,281.0,6.94360923574933e-06
281,282.0,6.94360923574933e-06
282,283.0,6.94360923574933e-06
283,284.0,6.94360923574933e-06
284,285.0,6.94360923574933e-06
285,286.0,6.94360923574933e-06
286,287.0,6.94360923574933e-06
287,288.0,6.94360923574933e-06
288,289.0,1.1572682059582199e-06
289,290.0,1.1572682059582199e-06
290,291.0,1.1572682059582199e-06
291,292.0,1.1572682059582199e-06
292,293.0,1.1572682059582199e-06
293,294.0,1.1572682059582199e-06
294,295.0,1.1572682059582199e-06
295,296.0,1.1572682059582199e-06
296,297.0,1.1572682059582199e-06
297,298.0,1.1572682059582199e-06
298,299.0,1.1572682059582199e-06
299,300.0,1.1572682059582199e-06
300,301.0,1.1572682059582199e-06
301,302.0,1.1572682059582199e-06
302,303.0,1.1572682059582199e-06
303,304.0,1.1572682059582199e-06
304,305.0,1.1572682059582199e-06
305,306.0,1.1572682059582199e-06
306,307.0,1.1572682059582199e-06
307,308.0,1.1572682059582199e-06
308,309.0,1.1572682059582199e-06
309,310.0,1.1572682059582199e-06
310,311.0,1.1572682059582199e-06
311,312.0,1.1572682059582199e-06
312,313.0,1.7804126245511104e-07
313,314.0,1.7804126245511104e-07
314,315.0,1.7804126245511104e-07
315,316.0,1.7804126245511104e-07
316,317.0,1.7804126245511104e-07
317,318.0,1.7804126245511104e-07
318,319.0,1.7804126245511104e-07
319,320.0,1.7804126245511104e-07
320,321.0,1.7804126245511104e-07
321,322.0,1.7804126245511104e-07
322,323.0,1.7804126245511104e-07
323,324.0,1.7804126245511104e-07
324,325.0,1.7804126245511104e-07
325,326.0,1.7804126245511104e-07
326,327.0,1.7804126245511104e-07
327,328.0,1.7804126245511104e-07
328,329.0,1.7804126245511104e-07
329,330.0,1.7804126245511104e-07
330,331.0,1.7804126245511104e-07
331,332.0,1.7804126245511104e-07
332,333.0,1.7804126245511104e-07
333,334.0,1.7804126245511104e-07
334,335.0,1.7804126245511104e-07
335,336.0,1.7804126245511104e-07
336,337.0,2.5434466065015897e-08
337,338.0,2.5434466065015897e-08
338,339.0,2.5434466065015897e-08
339,340.0,2.5434466065015897e-08
340,341.0,2.5434466065015897e-08
341,342.0,2.5434466065015897e-08
342,343.0,2.5434466065015897e-08
343,344.0,2.5434466065015897e-08
344,345.0,2.5434466065015897e-08
345,346.0,2.5434466065015897e-08
346,347.0,2.5434466065015897e-08
347,348.0,2.5434466065015897e-08
348,349.0,2.5434466065015897e-08
349,350.0,2.5434466065015897e-08
350,351.0,2.5434466065015897e-08
351,352.0,2.5434466065015897e-08
352,353.0,2.5434466065015897e-08
353,354.0,2.5434466065015897e-08
354,355.0,2.5434466065015897e-08
355,356.0,2.5434466065015897e-08
356,357.0,2.5434466065015897e-08
357,358.0,2.5434466065015897e-08
358,359.0,2.5434466065015897e-08
359,360.0,2.5434466065015897e-08
