,mean,std,nr
174,3.174049027895182,2.4537764651392076,11830.0
175,3.1448412698412698,2.4485822491006584,12096.0
176,3.1151265259924004,2.4437074296108277,12369.0
177,3.086365074343562,2.43874070938926,12644.0
178,3.0576908205088547,2.433094882550664,12931.0
179,3.0281913687551962,2.4269288659314534,13231.0
180,2.9991136716153335,2.4204279915519753,13539.0
181,2.969762574871906,2.4132514403502845,13857.0
182,2.9408613519419187,2.405515870513125,14187.0
183,2.9115239078087374,2.3970794886033615,14535.0
184,2.882159403746727,2.3881954881465446,14893.0
185,2.8524439785087146,2.3789438451134926,15262.0
186,2.8221611604575374,2.369255976515989,15649.0
187,2.792097719057709,2.359183906817648,16046.0
188,2.7629818800924237,2.349205352259405,16446.0
189,2.7344528839306905,2.3393321751202367,16852.0
190,2.7055722891566263,2.3296186333051834,17264.0
191,2.6772806967931677,2.3200942461146217,17681.0
192,2.6499447513812155,2.3107171563638547,18100.0
193,2.623049932523617,2.3014875729669946,18525.0
194,2.5967920645808054,2.292492898394644,18953.0
195,2.5709790570514803,2.2836832809524363,19386.0
196,2.5453949359427015,2.2750540872708163,19826.0
197,2.5202782711663705,2.266615765562055,20268.0
198,2.4958721575821947,2.2582826507292757,20713.0
199,2.4719531213080668,2.2501586184112052,21161.0
200,2.4483923201480455,2.242124095694608,21615.0
201,2.425226449275362,2.2338545010316206,22080.0
202,2.402119451957611,2.2255149418491786,22553.0
203,2.380036470996874,2.217030611099658,23032.0
204,2.358394284742303,2.20853555531575,23516.0
205,2.3371235786580034,2.199929963085968,24009.0
206,2.3163306945237903,2.191409881366665,24506.0
207,2.2959261184184223,2.1828090068491313,25013.0
208,2.275672922462093,2.174255453437482,25523.0
209,2.255395959751133,2.1658898238428916,26038.0
210,2.2353805023157736,2.1576274228416885,26557.0
211,2.215288035450517,2.1496924647886275,27080.0
212,2.195037130954537,2.1418159925155957,27605.0
213,2.1750008885097913,2.134018233831773,28137.0
214,2.155013077593723,2.12632020107001,28675.0
215,2.134937202696691,2.118777418336335,29221.0
216,2.1150293870696895,2.111179163845532,29775.0
217,2.0953778188052223,2.103681216796772,30332.0
218,2.0759346172519826,2.096276739779204,30895.0
219,2.0564700648277614,2.0889783262651296,31468.0
220,2.0373248447398806,2.0817911278893684,32043.0
221,2.018206338503034,2.0746171538792995,32626.0
222,1.999367774566474,2.067467969814774,33216.0
223,1.9808642157877614,2.0603912352329177,33811.0
224,1.9626874346158316,2.053341804880199,34412.0
225,1.9445491405402318,2.046309426422443,35022.0
226,1.9266212082947498,2.039328179751937,35637.0
227,1.9089555120390544,2.03238388065336,36257.0
228,1.8917028199566162,2.0254988118429518,36880.0
229,1.8749166733328,2.0186998047707214,37503.0
230,1.8584316810910044,2.011935681100737,38130.0
231,1.8415159567606616,2.0046349319982775,38761.0
232,1.8249105261821965,1.9973852895633524,39397.0
233,1.8084378278463307,1.9902963816482775,40034.0
234,1.7920682533438237,1.9833743902958791,40672.0
235,1.7760670104340668,1.9766014938560201,41307.0
236,1.7601621170580521,1.9698109625907374,41945.0
237,1.7444115713346482,1.9630567847421143,42588.0
238,1.7289213758645416,1.9560533137827094,43231.0
239,1.7136312874626798,1.9491365784784764,43877.0
240,1.698540309903436,1.942232061396676,44530.0
241,1.6836468245186988,1.9353409522964633,45190.0
242,1.668927317530584,1.9284776281989904,45857.0
243,1.6545868798899492,1.9216943366871964,46524.0
244,1.6404899135446687,1.9150140360043524,47192.0
245,1.626491173090985,1.9082805190465058,47865.0
246,1.612864677764958,1.9016604592353208,48536.0
247,1.5993253677964725,1.895051290620611,49212.0
248,1.586076253858798,1.8885022066874404,49886.0
249,1.5731294871541306,1.8820219447443642,50561.0
250,1.5603653538389477,1.8756073368146637,51238.0
251,1.5478937534911494,1.8692329816556381,51917.0
252,1.535793736809081,1.8629601187525557,52593.0
253,1.5239436090931275,1.8567388258762885,53271.0
254,1.512354260505292,1.8505909947451746,53949.0
255,1.5009702339545272,1.8445017488876052,54626.0
256,1.4897652887779826,1.8385185826403105,55302.0
257,1.4786422510049129,1.8326480664376912,55975.0
258,1.4676835619582296,1.8268966986717528,56643.0
259,1.4569489040904648,1.8213195518091065,57304.0
260,1.4463786618819225,1.8158328458178874,57962.0
261,1.4358943741257548,1.8103973634071173,58622.0
262,1.4255713924264148,1.8049910271077352,59285.0
263,1.415480857452665,1.7996638853310598,59945.0
264,1.405616790970893,1.7943966160306428,60604.0
265,1.3959224315236198,1.7891860576486154,61262.0
266,1.38656330749354,1.784146394428926,61920.0
267,1.3773850234906837,1.7790962027782131,62578.0
268,1.3684410285605846,1.7741025338697638,63234.0
269,1.3596293513648885,1.7691224111343076,63888.0
270,1.3509807567165566,1.764194373376029,64542.0
271,1.3425880476132042,1.7593331132560839,65192.0
272,1.334356014580802,1.754522731648789,65840.0
273,1.3264041394663217,1.7497892618992033,66482.0
274,1.3185691725514734,1.745093539196783,67122.0
275,1.3107555608035306,1.740498093965433,67751.0
276,1.303046702452866,1.736075016143084,68369.0
277,1.295491446796173,1.7317536400751001,68980.0
278,1.2880405881253862,1.7275988623892928,69577.0
279,1.2805894844861252,1.7235089479553258,70163.0
280,1.2730563135347595,1.719291885782641,70729.0
281,1.265536009875712,1.7151531366715242,71286.0
282,1.258092360811394,1.711143859344293,71827.0
283,1.2507118569098499,1.7072679394223167,72346.0
284,1.2433356211393274,1.7034596441807484,72850.0
285,1.2360632046790003,1.6996785590703563,73349.0
286,1.2289378529543207,1.6959610646388537,73841.0
287,1.2219994617868677,1.6923142558245956,74320.0
288,1.2152311682755301,1.6887056823401172,74794.0
289,1.2085376061222048,1.6851249129000636,75267.0
290,1.2019937941506569,1.681587897789142,75735.0
291,1.195561738034934,1.6780728032681675,76201.0
292,1.1891884840657978,1.6745155072224729,76659.0
293,1.1829983140967448,1.6710069830385936,77110.0
294,1.176962054693846,1.6675456745763688,77559.0
295,1.171040317928338,1.6641117712640667,78005.0
296,1.1652388965376574,1.6607241905046068,78444.0
297,1.1595795932856636,1.657395171106882,78876.0
298,1.153929580306699,1.6541316542644529,79296.0
299,1.1483828068150452,1.6509472145629538,79706.0
300,1.1427982922627518,1.6477880391811972,80106.0
301,1.1372597736561612,1.6446836494623214,80497.0
302,1.1316723338485317,1.6415528367268124,80875.0
303,1.1261385456156763,1.6384763068798467,81244.0
304,1.120631341600902,1.6354471154083627,81604.0
305,1.1151959588071647,1.6324579563815182,81956.0
306,1.109870347643292,1.6295388948340621,82297.0
307,1.1046822621050212,1.6266586538943508,82631.0
308,1.0996576415844925,1.6238473711974102,82954.0
309,1.0947783061920546,1.6210897412302283,83268.0
310,1.0899605121455067,1.6183563796733131,83570.0
311,1.0852788972885317,1.615654375388427,83866.0
312,1.0807714703330917,1.6130115481606617,84151.0
313,1.076292567367486,1.6103977844124076,84425.0
314,1.0719303838569894,1.6078705552230474,84693.0
315,1.0677190008710595,1.6053899823325735,84954.0
316,1.0636737089201878,1.6029833530335116,85200.0
317,1.0597041129239917,1.6005914425020427,85438.0
318,1.0559258524285897,1.598299542456278,85667.0
319,1.0522418470351267,1.5960485230857966,85889.0
320,1.0486515992659868,1.5938348780105878,86102.0
321,1.0451401360228945,1.5916565012346402,86309.0
322,1.0417774489630778,1.5895627157123406,86506.0
323,1.038527199741614,1.5875307131295913,86692.0
324,1.0353631863704387,1.5855405920140069,86870.0
325,1.0322480584531961,1.5835746273371702,87044.0
326,1.029066434288073,1.5813448293354038,87214.0
327,1.0259221534271032,1.579162569648822,87377.0
328,1.022861517017606,1.576972130330244,87527.0
329,1.0198818268923666,1.574838464540221,87668.0
330,1.016993553383904,1.572768210928181,87798.0
331,1.014229168088446,1.5707481607749034,87918.0
332,1.0115415199363853,1.5687679874332452,88030.0
333,1.0089410323034504,1.5668399586224255,88133.0
334,1.0064266041007854,1.5649566575635678,88227.0
335,1.0039403958512614,1.5630935287539562,88316.0
336,1.001538548560439,1.5612908589666075,88395.0
337,0.9991861004035586,1.5595246336728992,88463.0
338,0.9969273175029936,1.557805940366913,88522.0
339,0.9947950773399571,1.5561415115772548,88570.0
340,0.9927098732691592,1.5545037343145487,88613.0
341,0.990716090605541,1.5529045757304838,88648.0
342,0.9888583156660201,1.551430097800291,88676.0
343,0.986978579481398,1.5498858466363232,88700.0
344,0.9851764175402998,1.548392370352802,88710.0
345,0.9833177406810419,1.5465605023538236,88717.0
346,0.9815036068530207,1.5447452802332249,88720.0
347,0.9797330808422382,1.5429654494414422,88716.0
348,0.9779726743923886,1.5412052978487105,88708.0
349,0.9762452366456966,1.539447690865408,88698.0
350,0.9745610770948209,1.5377151530452824,88683.0
351,0.9728860967934764,1.535996020934577,88663.0
352,0.9712187196786786,1.534317344666994,88634.0
353,0.9695143286041603,1.5322984479594095,88599.0
354,0.9678832776221881,1.53033810145471,88552.0
355,0.9663261616344242,1.5284249578260014,88496.0
356,0.9647319560817305,1.5264304889728424,88437.0
357,0.9632119134105079,1.5244653456664827,88371.0
358,0.96177629790704,1.522543268135922,88296.0
359,0.960414446686467,1.5206503946956753,88214.0
360,0.9590931269644944,1.5187797417320386,88127.0
361,0.9578112753172106,1.5169484726040054,88033.0
362,0.9565484380863573,1.5151203422036352,87937.0
363,0.9553005203174277,1.513341592735705,87831.0
364,0.9540345197108917,1.511505958879593,87718.0
365,0.9527636355334353,1.509680546164232,87602.0
366,0.9515677331595853,1.5079246724199291,87483.0
367,0.9504120879120879,1.5061817588554371,87360.0
368,0.9492423026662693,1.5044258213336683,87238.0
369,0.9480789319619345,1.5026767718279395,87113.0
370,0.94692310345224,1.5009249363938952,86987.0
371,0.9457953394123607,1.4991978914180408,86856.0
372,0.9447083784968059,1.4974826440227116,86722.0
373,0.9436834445958744,1.4957905170976489,86582.0
374,0.9426416316708893,1.494073134650851,86439.0
375,0.9415493365780173,1.4923153361095896,86295.0
376,0.9404151092331623,1.4904387003043609,86146.0
377,0.939355528938402,1.4888831199811514,85993.0
378,0.9383111587482815,1.4873176283673268,85834.0
379,0.9373643048908603,1.4858112814033513,85670.0
380,0.9363896848137536,1.4842416363651905,85505.0
381,0.9354441801328849,1.4826792936242175,85337.0
382,0.93454037361889,1.4811358830353176,85167.0
383,0.9336423747558651,1.4795987829835069,84994.0
384,0.9327147539437384,1.478054337403646,84818.0
385,0.9317800515135046,1.476512066118242,84638.0
386,0.9308972932010325,1.4749785596895006,84454.0
387,0.9300217161708338,1.4734414771670443,84269.0
388,0.9291618596795871,1.4719241387671274,84079.0
389,0.9284164600419607,1.4705339975159861,83888.0
390,0.9277119950294529,1.4691569155024875,83693.0
391,0.9270024911373,1.4677811356483574,83496.0
392,0.9263118719761816,1.4664077825904658,83297.0
393,0.925651362897888,1.4650585450088844,83095.0
394,0.9249728555917481,1.463714614777029,82890.0
395,0.9243505394030284,1.4624033540123318,82684.0
396,0.9237353896891217,1.4610982411659452,82476.0
397,0.9231423744059123,1.4597775244818163,82269.0
398,0.922557609583115,1.4584623830092245,82061.0
399,0.9220319104747478,1.4571964001703974,81854.0
400,0.9214932209824983,1.4559000508937618,81649.0
401,0.9209214371669245,1.4545972512166765,81438.0
402,0.9203816558941212,1.4533019059140533,81225.0
403,0.9198968003160182,1.4520247749205193,81008.0
404,0.9193855827309635,1.450737692422481,80792.0
405,0.9188706174371704,1.4494427791302351,80575.0
406,0.9183736963934589,1.448159665444292,80354.0
407,0.917946862013453,1.4468817761142052,80131.0
408,0.9174864208655603,1.4456135290155294,79902.0
409,0.9170327601355592,1.4443515094112416,79670.0
410,0.9166624704164359,1.4431520370455735,79436.0
411,0.9163225879768173,1.4419612888650348,79197.0
412,0.9159922489456286,1.4407676939890972,78957.0
413,0.9156758130081301,1.4395612139149165,78720.0
414,0.9153851054341594,1.4383738836787616,78485.0
415,0.9150138022697065,1.437032071777739,78248.0
416,0.9146754179058558,1.4356971459329324,78008.0
417,0.914437815039605,1.4344573970618342,77768.0
418,0.9141729439686307,1.4331893057155263,77528.0
419,0.914036926341394,1.4319920200781102,77289.0
420,0.9140472915098502,1.4311523862820108,77054.0
421,0.9140316848696286,1.4301417186060421,76819.0
422,0.9140551551237857,1.4291401883867216,76584.0
423,0.9143354811671643,1.4285812277588843,76356.0
424,0.9147116773939314,1.428056037615431,76130.0
425,0.9152098017258415,1.4277050552763921,75905.0
426,0.9157263285853968,1.4273661096450885,75682.0
427,0.916276850907067,1.4270166139635276,75463.0
428,0.9168549480343425,1.426675913452222,75242.0
429,0.9173875374875041,1.426310593905365,75025.0
430,0.9178831141054433,1.42594523829266,74808.0
431,0.9183804799570988,1.4255870134876694,74590.0
432,0.9188662247381372,1.425173883080891,74371.0
433,0.9193650622395447,1.4247733191610823,74149.0
434,0.9198603914990328,1.4244086879752356,73921.0
435,0.9203816037671837,1.4240720497097,73689.0
436,0.9209175685794023,1.4237483099504724,73455.0
437,0.9214537408833894,1.4234225101600422,73218.0
438,0.9220175943435008,1.4231153509180363,72978.0
439,0.9225841043760397,1.4228156236826912,72737.0
440,0.9232063785468941,1.4226332117077627,72493.0
441,0.9238817537643933,1.4224849465752007,72256.0
442,0.9249524444259313,1.4233023619281242,72021.0
443,0.9260399543060934,1.4241299004693866,71782.0
444,0.9271507442868125,1.4249473982457344,71545.0
445,0.9284231783250126,1.4258701738311779,71308.0
446,0.9298457901846016,1.4270013446818088,71072.0
447,0.9314312335883898,1.4282690872804575,70834.0
448,0.933198294545094,1.4298177377069035,70597.0
449,0.935181763920075,1.4316486674419844,70366.0
450,0.9372932588114521,1.4339785612704956,70136.0
451,0.9394641605515742,1.436372532279995,69909.0
452,0.9416086675755184,1.4387570656989215,69685.0
453,0.9438373716868944,1.4412681978270945,69459.0
454,0.9460380737787792,1.4437808107648131,69234.0
455,0.9482393855962904,1.446296044499534,69010.0
456,0.9504848299824095,1.4488605190210875,68787.0
457,0.9527435022315568,1.4514547395439894,68562.0
458,0.9549611507001653,1.453963181147078,68341.0
459,0.9571619419528165,1.456481070745531,68117.0
460,0.9594379639448568,1.4589873592602662,67896.0
461,0.961804426844765,1.4616687989262602,67678.0
462,0.9642449487837057,1.464421661145323,67459.0
463,0.9667618452752744,1.4672133623645416,67242.0
464,0.9693095010742421,1.4700297840910441,67024.0
465,0.9718733627722476,1.4728657182094198,66805.0
466,0.9744698744518532,1.4757138512552535,66588.0
467,0.9770227512430315,1.47858066466662,66370.0
468,0.9795171798709054,1.4813675571718734,66153.0
469,0.9819527434863053,1.4841347396973992,65938.0
470,0.9844510710808179,1.4870235537205965,65728.0
471,0.9869656130282819,1.4899096323879548,65519.0
472,0.9896032706058889,1.4928523514637955,65309.0
473,0.9924120240234705,1.4960663994076706,65103.0
474,0.9952233470469499,1.4992808493008742,64899.0
475,0.9980061207456181,1.5025147155666727,64698.0
476,1.0008061390589877,1.5057352327374978,64505.0
477,1.0036693824242802,1.5090755741454556,64316.0
478,1.00651811193064,1.5124095553966006,64129.0
479,1.0093051624102716,1.5157337097701233,63943.0
480,1.012138891502776,1.5191082002590541,63762.0
481,1.0150347560783821,1.5225165241726248,63586.0
482,1.0179616167031997,1.5259201109667926,63413.0
483,1.0208883477490869,1.529322331829858,63241.0
484,1.0237997082514112,1.5327218129201416,63068.0
485,1.0267275097783573,1.5361183539522183,62894.0
486,1.0296391958036384,1.5395089161954525,62721.0
487,1.0325030376670716,1.5429065297839364,62548.0
488,1.0354148296593186,1.54630938069501,62375.0
489,1.0382970513521335,1.549732792229964,62198.0
490,1.041193067311568,1.5531230718032607,62025.0
491,1.0441495037020272,1.5565101432397441,61858.0
492,1.0470431850603035,1.5599168520030424,61688.0
493,1.0500178809454144,1.5634002095530242,61518.0
494,1.0530407993610327,1.566896316902304,61349.0
495,1.0559323973128913,1.5700625547720304,61181.0
496,1.0588534154975744,1.5732108364946045,61016.0
497,1.061842624244018,1.576396050316234,60848.0
498,1.0650561908842238,1.5796825172196816,60686.0
499,1.068268182268777,1.5829529491338874,60526.0
500,1.0713918934587798,1.5861453998310533,60371.0
501,1.0745839837911448,1.5893604120325433,60214.0
502,1.0777287486470735,1.592598496288978,60055.0
503,1.0808708137166516,1.5958308673046144,59898.0
504,1.0839888862852742,1.599117589590593,59746.0
505,1.0872694934308773,1.6025115749828427,59597.0
506,1.0905268115454485,1.6058775867126738,59452.0
507,1.0937463116896255,1.6092274685623953,59309.0
508,1.0970086192327193,1.6125551576771895,59170.0
509,1.1003049296967644,1.6158923251334136,59030.0
510,1.1036579152939578,1.61927378343463,58886.0
511,1.106976269108985,1.6225509475349742,58742.0
512,1.1104285056058978,1.6259925025931392,58599.0
513,1.1139563127555123,1.6295090500436578,58461.0
514,1.1175341150654872,1.6330396304357016,58332.0
515,1.1214781473336999,1.636751850674028,58208.0
516,1.1254691319767243,1.6404941810515836,58086.0
517,1.1297245079266505,1.644137829584337,57969.0
518,1.13463067298054,1.6485258758744286,57862.0
519,1.1399362902946575,1.6532053661432493,57762.0
520,1.145183669221964,1.658003400565903,57658.0
521,1.1506896911156665,1.6628850843938563,57562.0
522,1.1562755572569559,1.6677633818751483,57469.0
523,1.1618795315114334,1.6726348718642736,57376.0
524,1.1674406424581005,1.6774979851501657,57280.0
525,1.173002937884723,1.6823518189583084,57184.0
526,1.1785839405829597,1.687189512906901,57088.0
527,1.1842077557466222,1.692033344023517,56990.0
528,1.1898476086689047,1.6968465028358644,56893.0
529,1.1955737098790429,1.7017035292874194,56797.0
530,1.2013544734660764,1.7065396363544092,56701.0
531,1.2072212114253413,1.7113155002414684,56611.0
532,1.2131028626021727,1.7160581196455835,56522.0
533,1.218985345453901,1.7207897707618987,56433.0
534,1.224878429702197,1.725503937225643,56346.0
535,1.2307856381087807,1.7301845113105108,56260.0
536,1.2367151478468303,1.7348616789824751,56173.0
537,1.2427748756440657,1.7395137590511214,56089.0
538,1.2491295730890781,1.744412699022946,56007.0
539,1.255301648607088,1.7488577436263633,55926.0
540,1.261615311621578,1.7532940170540456,55853.0
541,1.2682620776194318,1.7579614337522667,55785.0
542,1.2751480351695677,1.7627136152012455,55730.0
543,1.2821401630805704,1.7673108831128057,55678.0
544,1.289144931964841,1.7720062118860802,55633.0
545,1.296308954203691,1.7766166878346732,55594.0
546,1.3033210332103322,1.780881824819036,55555.0
547,1.310495127969597,1.7851673050661965,55521.0
548,1.3175223918254069,1.7892320018986232,55489.0
549,1.3245879764867106,1.7932323534298946,55458.0
550,1.3316375313452762,1.7971478358443986,55431.0
551,1.3387058929699485,1.8010169137331606,55405.0
552,1.3457135634840387,1.804792037096374,55384.0
553,1.3526181745931398,1.808466195440536,55363.0
554,1.3595201098543708,1.8120677813275514,55346.0
555,1.3664491876163454,1.8156392121326004,55331.0
556,1.3734227557033878,1.8191613592446088,55318.0
557,1.3802361108600147,1.8225779718538755,55313.0
558,1.3870547821370458,1.8260121785754957,55310.0
559,1.3937010721194698,1.8293236390972127,55311.0
560,1.4002061147372038,1.832554574257976,55309.0
561,1.40669354692896,1.8357659330952858,55307.0
562,1.4134259008153893,1.8389859381981464,55311.0
563,1.4203430265131662,1.842083220870989,55331.0
564,1.4275676456775406,1.8452144861907445,55362.0
565,1.4352181053619448,1.8484864536065302,55409.0
566,1.4431043807463493,1.8517010933984073,55470.0
567,1.4511766930154673,1.854801488685509,55537.0
568,1.4595979574223246,1.8579376554102438,55616.0
569,1.4680896899628386,1.8610343571215802,55703.0
570,1.4763782349989247,1.8638959710628018,55796.0
571,1.4847042828008157,1.8666351881466818,55898.0
572,1.4930540675666024,1.8692522173735246,56004.0
573,1.5012295958371944,1.8717353718642844,56116.0
574,1.5093638287655398,1.8741284980359108,56227.0
575,1.5172499467594236,1.8763876050593293,56348.0
576,1.525108899670645,1.8785806181113427,56474.0
577,1.5329140313063143,1.8807263277606585,56602.0
578,1.5406458208481686,1.882785609554466,56734.0
579,1.5484120564133226,1.8848184546138573,56866.0
580,1.5560233671912005,1.8867716768966862,57003.0
581,1.563516091209772,1.8886026112893752,57143.0
582,1.570897411280046,1.8903808573164051,57287.0
583,1.5781666231392009,1.8920892572999481,57435.0
584,1.5852997864249623,1.893678147557192,57591.0
585,1.592388010597219,1.8952152730159375,57751.0
586,1.5995304029556991,1.8967436728793194,57922.0
587,1.6066781411359725,1.8981711097002114,58100.0
588,1.6140967802802888,1.899371412283877,58297.0
589,1.621737569863435,1.9005442394094227,58507.0
590,1.6294606374284937,1.90158644531071,58736.0
591,1.6372992861624023,1.9026090344381306,58977.0
592,1.6451602012221884,1.903380801124766,59238.0
593,1.6530039492479625,1.9040899072700317,59505.0
594,1.6609415502968476,1.9047366460968693,59795.0
595,1.6687301349574826,1.9053976011797342,60093.0
596,1.6761691912921115,1.905924952098761,60405.0
597,1.6835457629351513,1.9063789645031548,60726.0
598,1.6906762311862298,1.9067263889358408,61059.0
599,1.6976157128432299,1.9069690227098677,61402.0
600,1.7043706378637475,1.9071216038761447,61753.0
601,1.7110681799887306,1.907104363326005,62115.0
602,1.717566659197849,1.9069724409913753,62482.0
603,1.7240024183796856,1.906800767167799,62852.0
604,1.7303136219139952,1.9065241606889365,63229.0
605,1.7364250903945921,1.9061560408347507,63610.0
606,1.742355349302333,1.9057395260802328,63999.0
607,1.7481793195546516,1.9053149120837718,64399.0
608,1.7539389824231109,1.904930076625479,64801.0
609,1.7597258215386502,1.9044934706239567,65213.0
610,1.7654569278118049,1.9039185444766744,65634.0
611,1.7712590439863167,1.9032659700629961,66066.0
612,1.7771113315895493,1.9023777359918013,66522.0
613,1.783116883116883,1.9016712409634526,66990.0
614,1.7892389307095016,1.9009111818553925,67484.0
615,1.7954114273108317,1.9000256536589664,67995.0
616,1.8017744571561989,1.899273425264814,68528.0
617,1.808500166471244,1.8986542056012028,69081.0
618,1.8150594451783355,1.8979763351382546,69644.0
619,1.821469763203235,1.8972194511059481,70229.0
620,1.8278286900408083,1.8965288409260286,70819.0
621,1.8338490835515353,1.8955977327298208,71417.0
622,1.8396806664352656,1.8946329219429074,72025.0
623,1.845277097156072,1.8936080525549273,72646.0
624,1.8507580823450742,1.8924703426680796,73277.0
625,1.8560431829865527,1.891281712086038,73918.0
626,1.8610932303400922,1.8900511694380568,74568.0
627,1.8658761913623736,1.8887714189106337,75229.0
628,1.8704789511825548,1.8875438900977672,75895.0
629,1.8748987854251011,1.8863013029300093,76570.0
630,1.8791829020440394,1.885040824440435,77249.0
631,1.8833658386368302,1.8837852561522785,77936.0
632,1.8873414984674475,1.882516082189659,78627.0
633,1.8911706124095504,1.8811905085755574,79326.0
634,1.8948197016268087,1.8798336950462549,80034.0
635,1.8981707392591307,1.8783267196464095,80743.0
636,1.9012006187237596,1.8767165929700185,81458.0
637,1.9040850846343869,1.8751233040877882,82177.0
638,1.9065436342802002,1.873450661235311,82905.0
639,1.9086800033481208,1.871734778052217,83629.0
640,1.9105220731186874,1.8700558527155013,84356.0
641,1.9121829678207931,1.8682459593192295,85086.0
642,1.9134761028126674,1.8663827277202554,85826.0
643,1.9147665580890336,1.8647822519888908,86574.0
644,1.915798273137439,1.8631135947243267,87326.0
645,1.9167300423387326,1.8614801996184838,88099.0
646,1.9175582481127724,1.8598483595825326,88887.0
647,1.9183104559494206,1.8582324676048019,89681.0
648,1.9189744723173832,1.8566227235659039,90490.0
649,1.9194944029442047,1.8549675958825287,91298.0
650,1.9199153232372577,1.8533302703369732,92115.0
651,1.9201859244036539,1.851693980102018,92941.0
652,1.9205289538231844,1.8500962065086146,93770.0
653,1.920613446355152,1.8485172716582097,94613.0
654,1.920648222834456,1.8469512431840336,95461.0
655,1.9205818529170517,1.8453800343187867,96313.0
656,1.9204289345586647,1.8438328641096766,97171.0
657,1.92029539867601,1.8423061217707966,98037.0
658,1.9200873539046386,1.8407823848954499,98908.0
659,1.9197241959892164,1.8392749547822296,99781.0
660,1.9192774316630399,1.8378587162020097,100641.0
661,1.918743965160502,1.8364521626171642,101494.0
662,1.918024937460913,1.8350328586759899,102336.0
663,1.9171876363001947,1.8336872419516823,103173.0
664,1.9161594892651457,1.832392206870553,104007.0
665,1.9148757571421757,1.8310832781457058,104835.0
666,1.913441791355536,1.8297488128114918,105663.0
