,infected_to_diagnosed,infected_to_dead,infected_to_recovered,diagnosed_to_hospital,diagnosed_to_dead,diagnosed_to_recovered,hospitalized_to_ICUed,hospitalized_to_dead,hospitalized_to_recovered,ICUed_to_dead,ICUed_to_recovered,infectivity factor
0,0.000718140550915924,0.0,0.0006466676136866817,0.0004617957218495878,1.3740675618167188e-06,0.0011229242164446367,0.004665451322699492,0.00020380141179178484,0.0003625802923372803,0.0003504991815302281,0.0006534549115511198,0.0
1,0.0007241249166895351,0.0,0.0006487402591916283,0.00046660591951568385,1.3778844063312805e-06,0.0011281229024838215,0.004859731489393602,0.00020457338314085644,0.00036365939716168056,0.00035195958632635693,0.0006555493111413363,0.0
2,0.0007301084472851097,0.0,0.0006508128620332008,0.00047141506700673787,1.3817011918486673e-06,0.0011333213650714003,0.005053321183841116,0.00020534533228858327,0.0003647384828361681,0.0003534199402911044,0.0006576436676203922,0.0
3,0.0007360903013510148,0.0,0.0006528853794242314,0.00047622210452578624,1.3855178592230934e-06,0.0011385193798244628,0.0052455079206566065,0.00020611723695766163,0.00036581753015918673,0.0003548801924020702,0.000659737937752034,0.0
4,0.0007420696309637009,0.0,0.0006549577684437138,0.0004810259621015969,1.3893343491479038e-06,0.001143716721357411,0.00543555892817784,0.00020688907478880428,0.0003668965198733094,0.00035634029143091284,0.0006618320781647646,0.0
5,0.0007480455818103452,0.0,0.0006570299860381438,0.000485825559951648,1.393150602156964e-06,0.0011489131632967276,0.005622725555453038,0.00020766082334171767,0.0003679754326657566,0.0003578001859460638,0.0006639260453531989,0.0
6,0.000754017293375211,0.0,0.0006591019890228698,0.0004906198088541382,1.3969665586260598e-06,0.0011541084782959166,0.005806247982903443,0.00020843246009608912,0.0003690542491689182,0.00035925982431547,0.0006660197956794271,0.0
7,0.0007599838991296768,0.0,0.0006611737340834562,0.000495407610528874,1.4007821587743034e-06,0.0011593024380506206,0.005985360197795601,0.00020920396245258314,0.0003701329499608792,0.0003607191547093653,0.0006681132853743941,0.0
8,0.0007659445267258863,0.0,0.0006632451777770561,0.0005001878580268777,1.4045973426655531e-06,0.0011644948133139037,0.006159295191018298,0.0002099753077338471,0.00037121151556594994,0.00036217812510307064,0.0006702064705392852,0.0
9,0.0007718982981939636,0.0,0.0006653162765337956,0.0005049594361285397,1.408412050209843e-06,0.0011696853739117101,0.006327290327473348,0.00021074647318552667,0.00037228992645519987,0.0003636366832798227,0.0006722993071469255,0.0
10,0.0007778443301427448,0.0,0.0006673869866581697,0.0005097212217501474,1.4122262211648184e-06,0.001174873888758489,0.00648859283873858,0.0002115174359772897,0.00037336816304699535,0.00036509477683362986,0.0006743917510431903,0.0
11,0.0007837817339639626,0.0,0.0006694572643304471,0.0005144720843585978,1.416039795137186e-06,0.0011800601258729851,0.006642465383620219,0.00021228817320386042,0.00037444620570754124,0.0003665523531721571,0.0006764837579484251,0.0
12,0.0007897096160398339,0.0,0.0006715270656080875,0.0005192108863941038,1.4198527115841707e-06,0.001185243852394201,0.006788191619846894,0.0002130586618860619,0.00037552403475142685,0.0003680093595196383,0.0006785752834588773,0.0
13,0.0007956270779539803,0.0,0.0006735963464271698,0.0005239364837006956,1.4236649098149828e-06,0.0011904248345975187,0.006925081728524908,0.0002138288789718681,0.0003766016304421747,0.0003694657429198158,0.0006806662830481392,0.0
14,0.0008015332167056275,0.0,0.0006756650626038296,0.0005286477259643024,1.4274763289922963e-06,0.0011956028379109898,0.007052477832119408,0.00021459880133746474,0.00037767897299279446,0.00037092145023890846,0.0006827567120686012,0.0
15,0.0008074271249270125,0.0,0.0006777331698357073,0.0005333434571582024,1.4312869081337343e-06,0.0012007776269317854,0.007169759246681117,0.00021536840578831947,0.0003787560425663398,0.0003723764281686056,0.000684846525752915,0.0
16,0.0008133078911039348,0.0,0.0006798006237034084,0.0005380225159956165,1.4350965861133675e-06,0.0012059489654428078,0.007276347509822764,0.00021613766906026063,0.0003798328192764692,0.0003738306232290888,0.0006869356792154683,0.0
17,0.0008191745997993831,0.0,0.0006818673796719733,0.0005426837363892117,1.4389053016632155e-06,0.0012111166164294604,0.007371711127568076,0.00021690656782056517,0.0003809092831880108,0.00037528398177208037,0.0006890241274538713,0.0
18,0.0008250263318801629,0.0,0.0006839333930923568,0.0005473259479172758,1.4427129933747678e-06,0.0012162803420965776,0.007455369985639953,0.00021767507866905537,0.00038198541431753107,0.0003767364499839178,0.0006911118253504515,0.0
19,0.0008308621647464572,0.0,0.00068599861920292,0.0005519479762963204,1.4465195997005057e-06,0.0012214399038855109,0.0075268993739991946,0.00021844317813920393,0.00038306119263390684,0.00037818797388865596,0.00069319872767376,0.0
20,0.000836681172564242,0.0,0.000688063013130929,0.000556548643859853,1.4503250589554362e-06,0.0012265950624913682,0.007585933577452623,0.00021921084269924845,0.0003841365980589013,0.0003796384993511933,0.0006952847890800877,0.0
21,0.0008424824265004807,0.0,0.0006901265298940688,0.0005611267700430638,1.454129309318637e-06,0.0012317455778804093,0.007632168989867135,0.0002199780487533138,0.00038521161046774373,0.0003810879720804264,0.0006973699641149939,0.0
22,0.0008482649949610184,0.0,0.0006921891244019626,0.0005656811718731559,1.4579322888348095e-06,0.0012368912093075912,0.007665366714889282,0.0002207447726425435,0.0003862862096897129,0.0003825363376324282,0.0006994542072148418,0.0
23,0.0008540279438310968,0.0,0.0006942507514577045,0.0005702106644650483,1.4617339354158386e-06,0.0012420317153342632,0.007685354622000721,0.0002215109906462397,0.0003873603755087242,0.0003839835414136534,0.0007015374727083475,0.0
