,building,geometry,amenity,shop,building:levels,name,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
180694842,detached,"POLYGON ((8.0021503 53.3588489, 8.0022906 53.3588257, 8.002233800000001 53.3587034, 8.0022678 53.3586978, 8.0022495 53.3586585, 8.0022795 53.3586535, 8.002247000000001 53.3585836, 8.002042700000001 53.3586175, 8.0021503 53.3588489))",,,,,8.00217682679102,53.358708737288644,4.123408499919577e-08,1
185398383,yes,"POLYGON ((7.9931172 53.3668521, 7.993193 53.3666722, 7.9930844 53.3666559, 7.9934355 53.3658215, 7.9936421 53.3658524, 7.9937061 53.3657003, 7.9938631 53.3657238, 7.993682 53.3661542, 7.9941128 53.3662188, 7.9946498 53.3649428, 7.9942278 53.3648796, 7.9940912 53.3652043, 7.993823 53.3651642, 7.9937508 53.3653357, 7.9930825 53.3652356, 7.9931275 53.3651286, 7.9927813 53.3650768, 7.9925484 53.3656304, 7.992899 53.3656829, 7.9929627 53.3655315, 7.9930379 53.3655428, 7.9930186 53.3655885, 7.9931124 53.3656026, 7.9930902 53.3656552, 7.9931839 53.3656692, 7.9931737 53.3656935, 7.9933524 53.3657203, 7.9933399 53.3657501, 7.993065 53.3657089, 7.9930388 53.3657712, 7.9924872 53.3656885, 7.9921432 53.3665061, 7.9926916 53.3665883, 7.9926124 53.3667765, 7.9931172 53.3668521))",,,,Klinkerziegelei Grabstede,7.993321512507316,53.36581106874421,2.182424040001919e-06,1
185821016,commercial,"POLYGON ((8.0350571 53.3901653, 8.0352026 53.3901654, 8.0352026 53.390184, 8.0353128 53.3901841, 8.035312899999999 53.3901035, 8.035375699999999 53.3901035, 8.035375699999999 53.3900821, 8.035423099999999 53.3900822, 8.0354232 53.3900638, 8.0354765 53.3900639, 8.0354765 53.3900517, 8.0355276 53.3900517, 8.0355276 53.3900347, 8.0354779 53.3900347, 8.0354779 53.3900264, 8.0354239 53.3900264, 8.0354239 53.3900181, 8.0353823 53.3900181, 8.0353823 53.3900086, 8.0353026 53.3900085, 8.035302700000001 53.3899428, 8.035197500000001 53.3899428, 8.035197500000001 53.3899642, 8.035057399999999 53.3899641, 8.0350571 53.3901653))",,,,Wienerberger GmbH - Ziegelschau,8.035224665630466,53.39006259264322,6.723479499977453e-08,0
205973075,yes,"POLYGON ((8.021502399999999 53.3878846, 8.022024699999999 53.3879645, 8.022099900000001 53.3877897, 8.021577600000001 53.3877098, 8.0215637 53.3877422, 8.0215561 53.3877599, 8.0215342 53.3878108, 8.0215152 53.3878549, 8.021502399999999 53.3878846))",,,,,8.021801166099735,53.38783715283539,9.730046500023118e-08,0
205975621,commercial,"POLYGON ((8.033786299999999 53.39062, 8.034459399999999 53.3906048, 8.034436700000001 53.3902465, 8.033763499999999 53.3902617, 8.033786299999999 53.39062))",,,,Zimmermann Sonderposten,8.034111474365753,53.390433245578706,2.415354449968581e-07,0
221050194,yes,"POLYGON ((8.091947100000001 53.4373249, 8.0920928 53.4373591, 8.092369 53.4369421, 8.092223199999999 53.4369079, 8.091947100000001 53.4373249))",,,,Schöpfwerk Petershörn,8.092158039257054,53.4371334795032,7.022208000017465e-08,0
223179433,yes,"POLYGON ((8.040748499999999 53.4558571, 8.0406665 53.4555828, 8.0404917 53.4556013, 8.0404301 53.4553953, 8.0410158 53.4553332, 8.0410766 53.4555365, 8.040900600000001 53.4555551, 8.0409834 53.4558322, 8.040748499999999 53.4558571))",,,,,8.040777992318024,53.455550898905095,1.9047628000149231e-07,0
226673563,detached,"POLYGON ((7.9410726 53.3311412, 7.9412327 53.3311039, 7.9411614 53.3309947, 7.9410013 53.331032, 7.9410726 53.3311412))",,,,,7.941116999999999,53.331067950000005,2.014241000002085e-08,1
226673564,detached,"POLYGON ((7.9457981 53.3474962, 7.9457184 53.3473958, 7.9459261 53.3473371, 7.9460058 53.3474375, 7.9457981 53.3474962))",,,,,7.945862099999999,53.34741665,2.5531470000524694e-08,1
226768994,yes,"POLYGON ((7.9455284 53.3474487, 7.9457011 53.3473972, 7.9455939 53.3472692, 7.9454212 53.3473207, 7.9455284 53.3474487))",,,,,7.94556115,53.34735895,2.76264000004151e-08,1
230679149,farm,"POLYGON ((8.033665299999999 53.3360568, 8.033902899999999 53.3359781, 8.0337903 53.3358569, 8.0338364 53.3358417, 8.033746000000001 53.3357444, 8.0335699 53.3358028, 8.033659999999999 53.3358997, 8.033596299999999 53.3359208, 8.033559199999999 53.3358809, 8.0335173 53.3358948, 8.033542199999999 53.3359225, 8.033665299999999 53.3360568))",,,,,8.033712969327357,53.33590659029542,6.220921999987123e-08,1
230679150,farm,"POLYGON ((8.0336006 53.3356814, 8.0335798 53.3354867, 8.0334495 53.3354916, 8.0334409 53.3354108, 8.033682900000001 53.3354016, 8.0336684 53.3352658, 8.033814899999999 53.3352602, 8.0338288 53.3353907, 8.0338116 53.3353913, 8.033828400000001 53.3355492, 8.033922799999999 53.3355456, 8.033935899999999 53.3356687, 8.0336006 53.3356814))",,,,,8.033713875146349,53.33549966805277,1.087908399992055e-07,1
230679151,silo,"POLYGON ((8.0334611 53.3353226, 8.033455200000001 53.3353416, 8.0334608 53.3353615, 8.0334772 53.3353787, 8.0334977 53.3353898, 8.033519099999999 53.3353962, 8.0335488 53.3353994, 8.033587799999999 53.335395, 8.033606900000001 53.3353886, 8.0336292 53.3353751, 8.033641100000001 53.3353614, 8.0336464 53.3353458, 8.033644300000001 53.33533, 8.0336315 53.3353116, 8.0336175 53.3353013, 8.033596299999999 53.3352921, 8.0335657 53.3352859, 8.033529400000001 53.3352867, 8.0334988 53.3352944, 8.033479 53.3353046, 8.0334611 53.3353226))",,,,,8.033550991650818,53.33534233435119,1.6859975000054943e-08,1
230679153,farm,"POLYGON ((8.033277399999999 53.3352786, 8.0332144 53.3351435, 8.0331411 53.3351556, 8.0330929 53.3350521, 8.033669700000001 53.3349563, 8.0337139 53.3350512, 8.033635 53.3350643, 8.033702 53.3352081, 8.033277399999999 53.3352786))",,,,,8.033429848466167,53.3351149868272,1.254329100010326e-07,1
230679155,detached,"POLYGON ((8.032721499999999 53.3360967, 8.032854499999999 53.3360531, 8.0329569 53.3361643, 8.032823799999999 53.336208, 8.032721499999999 53.3360967))",,,,,8.032839179310503,53.336130536964276,1.9269389999902317e-08,1
230679156,farm,"POLYGON ((8.033290900000001 53.3358429, 8.0334301 53.3357982, 8.0335173 53.3358948, 8.033542199999999 53.3359225, 8.033403 53.3359672, 8.033290900000001 53.3358429))",,,,,8.033416568097822,53.3358826975412,2.2318480000042156e-08,1
230679157,detached,"POLYGON ((8.0330949 53.3355762, 8.033243499999999 53.3355237, 8.033277399999999 53.335558, 8.0333118 53.3355458, 8.033439 53.3356743, 8.033330100000001 53.3357128, 8.0332788 53.335661, 8.033204700000001 53.3356871, 8.0330949 53.3355762))",,,,,8.033266380663449,53.33561798293755,3.342673500030353e-08,1
230679158,detached,"POLYGON ((8.030731100000001 53.3377773, 8.030889 53.3377677, 8.0309033 53.3378521, 8.030922800000001 53.3378509, 8.0309338 53.3379156, 8.0307586 53.3379262, 8.0307643 53.3379601, 8.0306385 53.3379677, 8.0306207 53.3378623, 8.030683399999999 53.3378586, 8.030688700000001 53.3378896, 8.030749399999999 53.337886, 8.030731100000001 53.3377773))",,,,,8.030784010013965,53.33787043068594,3.637881500020517e-08,1
230679159,detached,"POLYGON ((8.030894999999999 53.3376866, 8.030870999999999 53.3375788, 8.0306257 53.3375982, 8.0306312 53.3376228, 8.0305781 53.337627, 8.030589600000001 53.3376792, 8.0305564 53.3376818, 8.0305787 53.3377826, 8.030713799999999 53.3377719, 8.030698299999999 53.3377021, 8.030894999999999 53.3376866))",,,,,8.030712296904033,53.33766911210912,4.203943999905102e-08,1
230786606,cabin,"POLYGON ((8.0291981 53.3259709, 8.0292768 53.3259708, 8.0292765 53.3259029, 8.0291978 53.325903, 8.0291981 53.3259709))",,farm,,Dit un Dat,8.0292373,53.32593690000001,5.343760000065121e-09,1
230786611,farm,"POLYGON ((8.0166729 53.3151462, 8.0166509 53.3148343, 8.0166267 53.3148348, 8.0165962 53.3148354, 8.0165936 53.3147873, 8.016588499999999 53.3147252, 8.016524199999999 53.3147268, 8.0165319 53.3148368, 8.0165089 53.3148374, 8.016530899999999 53.3151497, 8.0166729 53.3151462))",,,,,8.016586662020398,53.31496269242254,5.153321500007236e-08,1
230786613,house,"POLYGON ((8.0166267 53.3148348, 8.0166509 53.3148343, 8.0168467 53.3148305, 8.016839600000001 53.3147005, 8.0168067 53.3147011, 8.016803100000001 53.3146346, 8.016655999999999 53.3146375, 8.0166597 53.3147051, 8.0166179 53.3147059, 8.0166223 53.3147867, 8.0165936 53.3147873, 8.0165962 53.3148354, 8.0166267 53.3148348))",,,,,8.01672789971616,53.31474514213494,3.999223500012011e-08,1
230786614,detached,"POLYGON ((8.017189500000001 53.3152973, 8.017184800000001 53.3153571, 8.017269199999999 53.3153595, 8.017269499999999 53.3153565, 8.0173697 53.3153593, 8.0173685 53.3153746, 8.017455399999999 53.315377, 8.0174571 53.3153558, 8.017519699999999 53.3153575, 8.017531399999999 53.3152102, 8.017381200000001 53.3152059, 8.017372200000001 53.3153192, 8.0172685 53.3153163, 8.017269799999999 53.3152996, 8.017189500000001 53.3152973))",,,,,8.017399134552727,53.31530030842929,3.303061999912894e-08,1
230984338,yes,"POLYGON ((8.0292213 53.3206915, 8.0291944 53.3208014, 8.0295155 53.3208294, 8.029522800000001 53.3207995, 8.029571900000001 53.3208038, 8.0295934 53.3207156, 8.0297482 53.3207291, 8.0297336 53.320789, 8.0296973 53.3207858, 8.0296748 53.3208778, 8.0297214 53.3208818, 8.0297076 53.3209381, 8.029112700000001 53.3208862, 8.0291616 53.3206863, 8.0292213 53.3206915))",,,,,8.02944527250921,53.320836466916056,7.779669499858924e-08,1
231053441,detached,"POLYGON ((8.025313199999999 53.3149138, 8.0253386 53.3148247, 8.0255074 53.3148419, 8.025509700000001 53.3148339, 8.025493000000001 53.3148322, 8.0255089 53.3147768, 8.0257138 53.3147976, 8.0256752 53.3149329, 8.025583900000001 53.3149236, 8.025596999999999 53.314878, 8.025539200000001 53.3148721, 8.0255212 53.314935, 8.025313199999999 53.3149138))",,,,,8.025526752775086,53.31486131388813,4.0620330000489044e-08,1
231063698,farm,"POLYGON ((8.003679999999999 53.3092565, 8.003661900000001 53.3092684, 8.0036925 53.3092851, 8.0036761 53.3092958, 8.003640600000001 53.3092764, 8.0034449 53.3094046, 8.0035297 53.3094508, 8.0037211 53.3093254, 8.0036919 53.3093094, 8.003705999999999 53.3093002, 8.0039096 53.3094111, 8.0037202 53.3095351, 8.0038994 53.3096327, 8.0041443 53.3094723, 8.003975000000001 53.3093801, 8.004091499999999 53.3093038, 8.0038274 53.3091599, 8.003795800000001 53.3091806, 8.003679999999999 53.3092565))",,,,,8.003852366225829,53.309389384964675,1.262525950011369e-07,1
231063699,yes,"POLYGON ((8.004239999999999 53.3094276, 8.0043506 53.3093592, 8.004436200000001 53.3094086, 8.0043256 53.309477, 8.004239999999999 53.3094276))",,,,,8.004338099999998,53.3094181,1.1318679999867712e-08,1
231063700,yes,"POLYGON ((8.003701400000001 53.3097546, 8.0038459 53.309843, 8.0039433 53.3097861, 8.0037988 53.3096978, 8.003701400000001 53.3097546))",,,,,8.003822355644775,53.30977038406839,1.682011499979053e-08,1
231063702,house,"POLYGON ((8.003538799999999 53.3091805, 8.0036538 53.3091042, 8.003795800000001 53.3091806, 8.003679999999999 53.3092565, 8.003538799999999 53.3091805))",,,,,8.003667155206232,53.309180416714085,1.9569239999610972e-08,1
231213447,detached,"POLYGON ((8.025448000000001 53.3349005, 8.025430399999999 53.3348133, 8.025636 53.3347985, 8.0256442 53.3348393, 8.0256858 53.3348363, 8.0257047 53.3349299, 8.025643799999999 53.3349342, 8.0256343 53.3348871, 8.025448000000001 53.3349005))",,,,,8.025568939691892,53.33485792700261,2.3058310000861184e-08,1
231314860,yes,"POLYGON ((8.024828599999999 53.3465532, 8.0249954 53.346543, 8.0249805 53.346456, 8.024813699999999 53.3464662, 8.024828599999999 53.3465532))",,,,,8.024904549999997,53.34650459999999,1.4663579999589725e-08,1
231314862,yes,"POLYGON ((8.024981 53.3463961, 8.0250831 53.3463941, 8.025078000000001 53.3463014, 8.024975899999999 53.3463035, 8.024981 53.3463961))",,,,,8.02502950915028,53.34634877440001,9.470019999937943e-09,1
231314863,garage,"POLYGON ((8.0253488 53.3488416, 8.025437399999999 53.3489046, 8.025548199999999 53.348849, 8.0254596 53.348786, 8.0253488 53.3488416))",,,,,8.0254485,53.3488453,1.190656000003284e-08,1
231314864,yes,"POLYGON ((8.025495100000001 53.3491369, 8.025527 53.3490789, 8.0256223 53.3490976, 8.0255905 53.3491556, 8.025495100000001 53.3491369))",,,,,8.025558720061479,53.34911725410051,6.125894999962081e-09,1
231314865,garage,"POLYGON ((8.0317243 53.3400576, 8.031794100000001 53.3400559, 8.031792100000001 53.3400269, 8.0318915 53.3400244, 8.0318881 53.339976, 8.031719000000001 53.3399802, 8.0317217 53.340019, 8.0317243 53.3400576))",,,,,8.03179592168874,53.34001022354225,1.022906999995625e-08,1
231314866,detached,"POLYGON ((8.0251357 53.3465048, 8.025326700000001 53.3464975, 8.025316999999999 53.3464056, 8.025407899999999 53.3464022, 8.0253994 53.3463225, 8.025282000000001 53.3463269, 8.025287499999999 53.3463787, 8.025123000000001 53.3463849, 8.0251357 53.3465048))",,,,,8.025258692971006,53.346419607885046,3.1638264999480766e-08,1
231314867,detached,"POLYGON ((8.025365000000001 53.3487183, 8.0255504 53.3486202, 8.0256703 53.3487036, 8.0254835 53.3487976, 8.025365000000001 53.3487183))",,,,,8.025517683442013,53.34870955925342,2.6588394999618458e-08,1
231314868,detached,"POLYGON ((8.0315405 53.3401263, 8.031541600000001 53.3400184, 8.0317217 53.340019, 8.0317243 53.3400576, 8.031721299999999 53.3401269, 8.0315405 53.3401263))",,,,,8.03163196206299,53.34007264828233,1.9618995000554923e-08,1
231391494,garage,"POLYGON ((8.010816999999999 53.3550768, 8.0109292 53.3550778, 8.010930699999999 53.3550146, 8.0108186 53.3550136, 8.010816999999999 53.3550768))",,,,,8.010873874753024,53.35504570469388,7.089429999928761e-09,1
231391495,yes,"POLYGON ((8.000497299999999 53.3571347, 8.0007669 53.3569524, 8.0009154 53.3570306, 8.000743 53.3571472, 8.0007094 53.3571296, 8.0006489 53.3571705, 8.0005957 53.3571425, 8.000559000000001 53.3571673, 8.000497299999999 53.3571347))",,,,,8.000714746153298,53.357069561976346,4.190312500059068e-08,1
231391496,detached,"POLYGON ((8.0085982 53.3543805, 8.008666699999999 53.354422, 8.0086374 53.3544393, 8.008732500000001 53.3544969, 8.0088715 53.3544151, 8.0087078 53.354316, 8.0085982 53.3543805))",,,,,8.00873009847535,53.35440611205833,2.4759155000684806e-08,1
231391497,detached,"POLYGON ((8.0006757 53.3569582, 8.000826699999999 53.3568987, 8.000655 53.3567434, 8.000503999999999 53.3568029, 8.0006757 53.3569582))",,,,,8.000665349999998,53.35685079999999,3.366645000024859e-08,1
231391498,detached,"POLYGON ((8.003834700000001 53.3549401, 8.003943700000001 53.3548814, 8.003962100000001 53.3548935, 8.004041900000001 53.3548505, 8.0038353 53.354714, 8.003820899999999 53.3547217, 8.003779099999999 53.3546941, 8.0037579 53.3547055, 8.0038053 53.3547368, 8.003770599999999 53.3547555, 8.0038628 53.3548164, 8.003744299999999 53.3548803, 8.003834700000001 53.3549401))",,,,,8.003878371665886,53.3548308566215,3.13188600001988e-08,1
231391499,detached,"POLYGON ((8.010569800000001 53.3549902, 8.0106833 53.3550611, 8.010825499999999 53.35498, 8.010712099999999 53.3549091, 8.010569800000001 53.3549902))",,,,,8.01069766653974,53.3549851006699,1.9286319999804538e-08,1
231411552,commercial,"POLYGON ((7.9840603 53.3605418, 7.9841588 53.3604945, 7.9841865 53.3605093, 7.9842791 53.3604575, 7.9843023 53.3604693, 7.9843744 53.3604729, 7.9843833 53.3604491, 7.9844765 53.3604557, 7.9845654 53.3604619, 7.9845746 53.3604148, 7.984679 53.3604221, 7.9846818 53.3604082, 7.9847834 53.3604153, 7.9847946 53.3603587, 7.9841594 53.3602957, 7.9839288 53.3604307, 7.9838975 53.3604509, 7.9839808 53.360497, 7.9840603 53.3605418))",,,,,7.98430195164353,53.360403564514684,1.1190788999935038e-07,1
231411553,yes,"POLYGON ((7.9939318 53.3581257, 7.9940843 53.3581565, 7.9941295 53.3580769, 7.9939769 53.3580461, 7.9939318 53.3581257))",,,,,7.9940306301061055,53.35810129668262,1.353359999976208e-08,1
231411554,yes,"POLYGON ((7.9985027 53.3588453, 7.9986108 53.3588701, 7.9986834 53.3587578, 7.9985753 53.358733, 7.9985027 53.3588453))",,,,,7.998593049999999,53.35880155,1.3940109999632818e-08,1
231411555,yes,"POLYGON ((7.988604 53.3627543, 7.9887244 53.362807, 7.9887894 53.3627541, 7.9886691 53.3627014, 7.988604 53.3627543))",,,,,7.988696716676076,53.36275420001797,9.79464999986978e-09,1
231411557,detached,"POLYGON ((7.9982114 53.358637, 7.9982721 53.3585336, 7.9984548 53.3585717, 7.9984619 53.3585595, 7.9986035 53.3585891, 7.9985298 53.3587148, 7.9984707 53.3587024, 7.9984234 53.358783, 7.9983187 53.3587611, 7.9983718 53.3586705, 7.9982114 53.358637))",,,,,7.998408654324318,53.35864129602242,5.0909335000464313e-08,1
231411559,detached,"POLYGON ((7.9890294 53.3626952, 7.9891344 53.362587, 7.9892497 53.3626269, 7.9891431 53.3627367, 7.9890643 53.3627095, 7.9890157 53.3627596, 7.9889073 53.3627221, 7.9889575 53.3626704, 7.9890294 53.3626952))",,,,,7.989092202189814,53.36267808760764,2.432552500026544e-08,1
