,building,geometry,amenity,shop,leisure,sport,building:levels,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
110742126,yes,"POLYGON ((11.9776626 47.8237391, 11.9774391 47.8237077, 11.9774944 47.82353, 11.9777178 47.8235614, 11.9776626 47.8237391))",,,,,,11.97757847161489,47.82363455615144,4.14419149998309e-08,2
110742134,yes,"POLYGON ((11.9688445 47.8242161, 11.9688343 47.8240689, 11.9686144 47.8240757, 11.9686246 47.8242229, 11.9688445 47.8242161))",,,,,,11.968729449999998,47.8241459,3.2438640000073514e-08,2
110742149,farm_auxiliary,"POLYGON ((11.9660524 47.8238756, 11.9659195 47.8238883, 11.9659011 47.8238015, 11.9657633 47.8238147, 11.9658095 47.8240324, 11.9660801 47.8240065, 11.9660524 47.8238756))",,,,,,11.96590833283089,47.82392812456922,4.835059999998122e-08,2
110742154,yes,"POLYGON ((11.9727447 47.8232273, 11.9724323 47.8231332, 11.9724058 47.8231756, 11.972382 47.8232176, 11.9724548 47.8232416, 11.9724086 47.8233047, 11.9726336 47.823379, 11.9727447 47.8232273))",,,,,,11.972555514204181,47.82325457986716,4.961078500055253e-08,2
110742160,house,"POLYGON ((11.967408 47.823906, 11.967614 47.8238683, 11.9675357 47.8236754, 11.9673297 47.8237131, 11.967408 47.823906))",,,,,,11.967471849999999,47.823790699999996,4.2689310000253315e-08,2
110742167,yes,"POLYGON ((11.9723485 47.8232561, 11.9722141 47.8232534, 11.9722183 47.8231566, 11.9720601 47.8231535, 11.9720522 47.8233315, 11.9723449 47.8233373, 11.9723485 47.8232561))",,,,,,11.972175556470129,47.82325839164972,3.9124940000506435e-08,2
110742179,residential,"POLYGON ((11.9715709 47.8227824, 11.9715844 47.8226321, 11.9711427 47.8226141, 11.9711291 47.8227644, 11.9715709 47.8227824))",,,,,,11.971356773750971,47.82269825278441,6.663892499894137e-08,2
110742190,yes,"POLYGON ((11.9778008 47.823868, 11.9776202 47.8239685, 11.9777259 47.8240541, 11.9778008 47.8240124, 11.9778544 47.8240559, 11.9779601 47.8239971, 11.9778008 47.823868))",,,,,,11.97779015787879,47.82397106273923,3.38251600001906e-08,2
110742192,yes,"POLYGON ((11.975214 47.8224785, 11.9757446 47.8224214, 11.9757044 47.8222531, 11.9751738 47.8223103, 11.975214 47.8224785))",,,,,,11.975459225473921,47.822365821624885,9.157088000273933e-08,2
110742950,yes,"POLYGON ((12.0154347 47.8157104, 12.0154698 47.8154388, 12.0153068 47.8154179, 12.0152689 47.8156792, 12.0154347 47.8157104))",,,,,,12.01537046975957,47.81556221025286,4.4755204999765096e-08,2
110742952,yes,"POLYGON ((12.0161426 47.81539, 12.0161976 47.8152626, 12.0155702 47.8151404, 12.0155441 47.8152008, 12.0160409 47.8152975, 12.016012 47.8153645, 12.0161426 47.81539))",,,,,,12.015912296011226,47.81525271448073,5.05534100018312e-08,2
110742953,yes,"POLYGON ((12.0145422 47.816011, 12.0145072 47.8158786, 12.0136435 47.8159816, 12.0135894 47.8157771, 12.0134089 47.8157986, 12.013498 47.8161355, 12.0145422 47.816011))",,,,,,12.013902204436812,47.81598240700014,1.8067667500328287e-07,2
110742954,yes,"POLYGON ((12.0139399 47.8164102, 12.014212 47.8163764, 12.014182 47.8162676, 12.0139099 47.8163014, 12.0139399 47.8164102))",,,,,,12.014060950000001,47.816338900000005,3.061847999983063e-08,2
