Hours in ICU,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
2,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
3,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
4,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
5,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
6,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
7,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
8,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
9,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
10,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.000118943191312,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.00021835839599000003,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.000600041771094,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.001135286131997,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274,0.000406537176274
