,building,geometry,amenity,shop,leisure,building:levels,name,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
414672427,yes,"POLYGON ((9.711717699999999 51.205447, 9.711855 51.2054227, 9.7117676 51.2052286, 9.7116302 51.2052529, 9.711717699999999 51.205447))",,,,,,9.711742619119656,51.20533778926387,2.8784670000224044e-08,2
414672428,hospital,"POLYGON ((9.7062553 51.2120354, 9.7063542 51.2121064, 9.706861200000001 51.2118291, 9.7067622 51.2117581, 9.7062553 51.2120354))",,,,,Berufliche Reha,9.706558244391111,51.21193224056025,6.343228500281646e-08,0
414672429,yes,"POLYGON ((9.712872600000001 51.2060478, 9.7130349 51.2060159, 9.7129846 51.2059156, 9.712822299999999 51.2059475, 9.712872600000001 51.2060478))",,,,,,9.7129286,51.2059817,1.7883260000183276e-08,2
414672430,garage,"POLYGON ((9.710619700000001 51.2101574, 9.7104854 51.2102257, 9.710679799999999 51.2103755, 9.710813999999999 51.2103072, 9.710744399999999 51.2102535, 9.7108569 51.2101963, 9.710732200000001 51.2101001, 9.710619700000001 51.2101574))",,,,,,9.71068070008325,51.21023509891077,5.1344619999950924e-08,2
414672431,hospital,"POLYGON ((9.707467299999999 51.2118148, 9.7076154 51.2119196, 9.708122400000001 51.2116381, 9.708005 51.2115552, 9.707974200000001 51.2115334, 9.707467299999999 51.2118148))",,,,,Berufliche Reha,9.707794810679454,51.21172648768373,9.479683000112956e-08,0
414672432,yes,"POLYGON ((9.711331700000001 51.2056042, 9.711892300000001 51.2055051, 9.711855 51.2054227, 9.711717699999999 51.205447, 9.7112946 51.2055218, 9.711331700000001 51.2056042))",,,,,,9.711593416302748,51.205513454603704,4.9866075002181274e-08,2
414672433,garage,"POLYGON ((9.7104506 51.2058395, 9.710521399999999 51.2058173, 9.710446599999999 51.2057235, 9.7103758 51.2057457, 9.7103822 51.2057538, 9.7104506 51.2058395))",,,,,,9.71044858469017,51.20578149938627,8.304380000178792e-09,2
414672434,yes,"POLYGON ((9.712097999999999 51.2053748, 9.7121339 51.2054545, 9.7126272 51.2053673, 9.7125913 51.2052875, 9.7122353 51.2053505, 9.712097999999999 51.2053748))",,,,,,9.71236264691534,51.20537101563954,4.247340000040455e-08,2
414672436,yes,"POLYGON ((9.709710299999999 51.2108877, 9.7091443 51.2111826, 9.709213200000001 51.2112345, 9.709250000000001 51.2112153, 9.7092861 51.2112425, 9.7098152 51.2109668, 9.709710299999999 51.2108877))",,,,,Verwaltung,9.709485025917646,51.211070952301085,7.401559499919268e-08,0
414672437,yes,"POLYGON ((9.7118292 51.2058798, 9.7120008 51.2058534, 9.7119804 51.2058014, 9.711956000000001 51.2058051, 9.7119362 51.2057546, 9.711789 51.2057773, 9.7118292 51.2058798))",,,,,,9.711890127995163,51.205818146193984,1.7349140000105707e-08,2
414672438,yes,"POLYGON ((9.7096848 51.206394, 9.7097473 51.2064741, 9.709984 51.2064016, 9.7100027 51.2064256, 9.710188499999999 51.2063687, 9.710107300000001 51.2062646, 9.7096848 51.206394))",,,,,,9.709945795577896,51.2063711891836,4.74507800004568e-08,2
414672439,yes,"POLYGON ((9.709739799999999 51.2107844, 9.7102339 51.2105329, 9.710214000000001 51.2105175, 9.7100939 51.210425, 9.710019000000001 51.2103672, 9.7095249 51.2106187, 9.709739799999999 51.2107844))",,,,,Zentralküche,9.709879400798453,51.21057580235997,1.3591896999984492e-07,0
414672440,hospital,"POLYGON ((9.708925000000001 51.2118127, 9.7089438 51.2118232, 9.7093153 51.2115611, 9.709179199999999 51.2114854, 9.708807699999999 51.2117475, 9.708752199999999 51.2117166, 9.7085551 51.2118556, 9.7087279 51.2119518, 9.708925000000001 51.2118127))",,,,,Berufliche Reha,9.708932111471809,51.21172670494491,1.0676743499923135e-07,0
414672441,yes,"POLYGON ((9.7090779 51.2118064, 9.7091639 51.2118542, 9.7092107 51.2118218, 9.709315999999999 51.2118803, 9.709446099999999 51.2117885, 9.7093408 51.21173, 9.7093556 51.211719, 9.709269600000001 51.2116712, 9.7090779 51.2118064))",,,,,,9.709267419796367,51.211781967432586,3.816221999960384e-08,0
414681407,yes,"POLYGON ((9.6542657 51.2033778, 9.654351699999999 51.2034306, 9.6544048 51.2033967, 9.6543188 51.2033439, 9.6542657 51.2033778))",,,,,,9.654335249999999,51.20338724999999,5.719079999805819e-09,6
414752940,yes,"POLYGON ((9.7074686 51.2136022, 9.7075643 51.2135662, 9.707542 51.213543, 9.707597 51.2135223, 9.7075502 51.2134735, 9.7074342 51.2135172, 9.7074807 51.2135656, 9.707445999999999 51.2135787, 9.7074686 51.2136022))",,,,,,9.707512635981512,51.2135346873802,1.0739455000097697e-08,0
414752941,yes,"POLYGON ((9.7071518 51.2143145, 9.7073009 51.2142617, 9.7072828 51.2142416, 9.707367 51.2142118, 9.7072976 51.2141349, 9.707159799999999 51.2141837, 9.707176 51.2142016, 9.707080400000001 51.2142354, 9.7071518 51.2143145))",,,,,,9.707224384459334,51.21422498865501,2.537071500030542e-08,0
414752942,yes,"POLYGON ((9.706823200000001 51.2144388, 9.7068932 51.2144141, 9.706906200000001 51.2144285, 9.7070531 51.2143765, 9.7069954 51.2143125, 9.706881299999999 51.2143529, 9.7068581 51.2143271, 9.7067552 51.2143635, 9.706823200000001 51.2144388))",,,,,,9.70690246806661,51.214375363617975,2.0475760000118436e-08,0
414752943,yes,"POLYGON ((9.7064839 51.2145733, 9.706648100000001 51.2145151, 9.7065778 51.2144372, 9.706413599999999 51.2144953, 9.7064839 51.2145733))",,,,,,9.70653083913409,51.21450523241587,1.688733499980161e-08,0
414752944,yes,"POLYGON ((9.7060212 51.2146455, 9.706081899999999 51.2147127, 9.706165800000001 51.214683, 9.7062021 51.2147232, 9.706296200000001 51.2146899, 9.7061993 51.2145825, 9.7060212 51.2146455))",,,,,,9.70616229947817,51.214656931335306,2.0778690000142352e-08,0
414752945,yes,"POLYGON ((9.705759799999999 51.2148245, 9.705810400000001 51.2148066, 9.7058295 51.2148278, 9.7059277 51.214793, 9.705846899999999 51.2147035, 9.705748699999999 51.2147382, 9.7057574 51.214748, 9.7055767 51.214812, 9.7056296 51.2148706, 9.7056664 51.2148576, 9.7057114 51.2149076, 9.7058049 51.2148745, 9.705759799999999 51.2148245))",,,,,,9.705754573050537,51.2148043563986,3.175090499995949e-08,0
414752946,yes,"POLYGON ((9.7053239 51.2150168, 9.705492899999999 51.2149569, 9.7054151 51.2148706, 9.705246000000001 51.2149305, 9.7053239 51.2150168))",,,,,,9.705369467708833,51.21494369832934,1.9252230000113204e-08,0
414752947,yes,"POLYGON ((9.705038200000001 51.2151739, 9.7050851 51.2150529, 9.704951400000001 51.2150326, 9.7049331 51.2150798, 9.704835599999999 51.2150815, 9.704839700000001 51.2151697, 9.7049922 51.2151669, 9.705038200000001 51.2151739))",,,,,,9.704960245740688,51.21510996395981,2.4730060000003103e-08,0
414752948,yes,"POLYGON ((9.705837499999999 51.2152503, 9.7060283 51.2151828, 9.7059528 51.2150991, 9.705762 51.2151667, 9.705837499999999 51.2152503))",,,,,,9.70589516214931,51.21517471740119,2.1060444999882925e-08,0
414752949,yes,"POLYGON ((9.7054151 51.2152907, 9.705499700000001 51.2153844, 9.705698 51.2153142, 9.705613400000001 51.2152204, 9.7054151 51.2152907))",,,,,,9.705556560925663,51.215302417574236,2.453377500000338e-08,0
414752950,yes,"POLYGON ((9.7050033 51.2155679, 9.705188400000001 51.2155024, 9.7051547 51.215465, 9.7053178 51.2154072, 9.7052706 51.2153549, 9.7050286 51.2154406, 9.7050628 51.2154785, 9.704956599999999 51.2155161, 9.7050033 51.2155679))",,,,,,9.705130943603297,51.21546008427024,2.785717500001417e-08,0
414761925,yes,"POLYGON ((9.7169825 51.205808, 9.7170951 51.2056844, 9.716988799999999 51.2056464, 9.7168762 51.2057699, 9.7169825 51.205808))",,,,,,9.716985649340204,51.205727183591044,1.741779499988947e-08,2
414761926,yes,"POLYGON ((9.7305987 51.205979, 9.730835600000001 51.2060849, 9.7309044 51.2060244, 9.730667499999999 51.2059185, 9.7305987 51.205979))",,,,,,9.730751550000003,51.2060017,2.1618369999823646e-08,2
414761927,yes,"POLYGON ((9.717435800000001 51.2054441, 9.717462100000001 51.2053835, 9.717344600000001 51.2053635, 9.717318300000001 51.2054241, 9.717435800000001 51.2054441))",,,,,,9.717390199999999,51.2054038,7.646500000213297e-09,2
414761928,yes,"POLYGON ((9.717462599999999 51.2053652, 9.717507700000001 51.2052613, 9.717390699999999 51.2052413, 9.7173456 51.2053452, 9.717462599999999 51.2053652))",,,,,,9.71742665,51.20530324999999,1.3058300000488344e-08,2
414901629,yes,"POLYGON ((9.722689600000001 51.2041817, 9.722797399999999 51.2041155, 9.722585499999999 51.2039802, 9.7224778 51.2040465, 9.722689600000001 51.2041817))",,,,,,9.722637575734284,51.20408096862431,2.8608250000145042e-08,2
414901630,yes,"POLYGON ((9.722289399999999 51.2042364, 9.7223971 51.2041701, 9.7221852 51.2040349, 9.7220774 51.2041011, 9.722289399999999 51.2042364))",,,,,,9.722237274274288,51.204135631378136,2.8614874999579394e-08,2
414901631,yes,"POLYGON ((9.7215726 51.2032602, 9.7220396 51.203344, 9.7221536 51.2030944, 9.721686500000001 51.2030107, 9.7215726 51.2032602))",,,,,,9.721863093022218,51.203177325812256,1.2609564000126537e-07,2
414901632,yes,"POLYGON ((9.722205199999999 51.2038871, 9.722313 51.2038209, 9.7221589 51.2037225, 9.7220511 51.2037887, 9.722205199999999 51.2038871))",,,,,,9.72218205,51.20380479999999,2.0808940000675812e-08,2
414901633,yes,"POLYGON ((9.722082 51.2039094, 9.7219791 51.2038472, 9.721832900000001 51.2039421, 9.721935800000001 51.2040043, 9.722082 51.2039094))",,,,,,9.721957450000001,51.20392575,1.885885000033765e-08,2
414901634,yes,"POLYGON ((9.7203409 51.2036631, 9.720453600000001 51.2035774, 9.720338099999999 51.2035178, 9.7202255 51.2036035, 9.7203409 51.2036631))",,,,,,9.720339533296665,51.20359044809713,1.6608005000062645e-08,2
414901636,yes,"POLYGON ((9.7230931 51.2044285, 9.7232009 51.2043622, 9.723046699999999 51.2042638, 9.722939 51.2043301, 9.7230931 51.2044285))",,,,,,9.72306993392941,51.20434615211582,2.0822744999906716e-08,2
414901637,yes,"POLYGON ((9.722602500000001 51.2044232, 9.722710299999999 51.2043569, 9.722498399999999 51.2042216, 9.722390600000001 51.2042879, 9.722602500000001 51.2044232))",,,,,,9.72255045,51.2043224,2.8634310000270686e-08,2
414901638,yes,"POLYGON ((9.7222726 51.2025594, 9.722416600000001 51.2025174, 9.7223442 51.20242, 9.7222002 51.202462, 9.7222726 51.2025594))",,,,,,9.7223084,51.2024897,1.7066400000314134e-08,2
414901639,yes,"POLYGON ((9.720453600000001 51.2035774, 9.7205662 51.2034917, 9.7204508 51.2034321, 9.720338099999999 51.2035178, 9.720453600000001 51.2035774))",,,,,,9.720452166703337,51.20350475190286,1.6608005000062645e-08,2
414901640,yes,"POLYGON ((9.7220902 51.2028015, 9.7222825 51.2028359, 9.7223316 51.2027283, 9.7221394 51.2026939, 9.7220902 51.2028015))",,,,,,9.722210920567615,51.20276490387096,2.2376859999845388e-08,2
414901641,yes,"POLYGON ((9.7230089 51.2044736, 9.722906 51.2044114, 9.7227598 51.2045064, 9.7228627 51.2045685, 9.7230089 51.2044736))",,,,,,9.72288435476667,51.204489966039034,1.8856685000312363e-08,2
414901642,yes,"POLYGON ((9.7227181 51.202978, 9.722754699999999 51.2029846, 9.7228163 51.2028496, 9.722679599999999 51.2028251, 9.722617899999999 51.2029601, 9.7227181 51.202978))",,,,,,9.722717123258224,51.202904846618615,1.9968585000298925e-08,2
414901643,yes,"POLYGON ((9.7225126 51.2030845, 9.7226576 51.2031105, 9.7227181 51.202978, 9.722617899999999 51.2029601, 9.722573000000001 51.202952, 9.7225126 51.2030845))",,,,,,9.722615325725767,51.203031256148584,2.07868700000614e-08,2
414901644,yes,"POLYGON ((9.722186199999999 51.2035358, 9.722331199999999 51.2035618, 9.722396 51.2034199, 9.722295799999999 51.2034019, 9.722251 51.2033939, 9.722186199999999 51.2035358))",,,,,,9.722291102497449,51.203477842171665,2.2262699999862002e-08,2
414901645,yes,"POLYGON ((9.722396 51.2034199, 9.722432599999999 51.2034265, 9.7224954 51.2032889, 9.722358699999999 51.2032644, 9.722295799999999 51.2034019, 9.722396 51.2034199))",,,,,,9.722395627414606,51.20334543303926,2.035166999996736e-08,2
414901646,yes,"POLYGON ((9.721989600000001 51.2030056, 9.722193499999999 51.2030422, 9.722229199999999 51.202964, 9.722186600000001 51.2029564, 9.7222136 51.2028972, 9.722052400000001 51.2028683, 9.721989600000001 51.2030056))",,,,,,9.722113186578092,51.20295767924169,2.7563199999534573e-08,2
414901647,yes,"POLYGON ((9.7217102 51.2036018, 9.7217845 51.2036678, 9.7219347 51.2036014, 9.721883200000001 51.2035556, 9.7218626 51.2034996, 9.7217424 51.2035169, 9.7217647 51.2035777, 9.7217102 51.2036018))",,,,,,9.721817934975785,51.203581998005625,2.079301499977461e-08,2
414908513,yes,"POLYGON ((9.7419347 51.221484, 9.742020500000001 51.2214143, 9.7419306 51.2213709, 9.7418447 51.2214406, 9.7419347 51.221484))",,,,,,9.741932616756568,51.2214274524799,9.995405000064396e-09,2
414908515,yes,"POLYGON ((9.7420621 51.2212115, 9.7421063 51.2211802, 9.742001 51.2211218, 9.741956800000001 51.2211531, 9.7420621 51.2212115))",,,,,,9.74203155,51.22116665,5.87717000033544e-09,2
415117942,yes,"POLYGON ((9.742744699999999 51.2223727, 9.7427259 51.2223861, 9.742694200000001 51.2223686, 9.7426352 51.2224106, 9.7426669 51.2224281, 9.742561500000001 51.2225031, 9.7426602 51.2225575, 9.7427248 51.2225115, 9.7427464 51.2225234, 9.7428328 51.2224619, 9.7428112 51.22245, 9.7428434 51.222427, 9.742744699999999 51.2223727))",,,,,,9.742707110420772,51.222461214228524,2.75552149996477e-08,2
415117943,yes,"POLYGON ((9.744875 51.2246287, 9.7449593 51.2245773, 9.7448145 51.2244841, 9.744730199999999 51.2245355, 9.744875 51.2246287))",,,,,,9.74484475,51.22455639999999,1.5299479999929853e-08,2
415117944,yes,"POLYGON ((9.742790899999999 51.2236065, 9.7429044 51.2235299, 9.7427569 51.2234442, 9.7426434 51.2235208, 9.742790899999999 51.2236065))",,,,,,9.7427739,51.22352535,2.102544999994742e-08,2
415117945,yes,"POLYGON ((9.7426403 51.2225988, 9.742538100000001 51.2225425, 9.742373199999999 51.2226599, 9.7424754 51.2227163, 9.7426403 51.2225988))",,,,,,9.742506743446516,51.222629384832466,2.12955049999653e-08,2
415117946,garage,"POLYGON ((9.742882099999999 51.2233604, 9.7429261 51.2233281, 9.742824499999999 51.2232739, 9.7427805 51.2233062, 9.742882099999999 51.2233604))",,,,,,9.742853299999998,51.22331715,5.6664799996059296e-09,2
415117947,yes,"POLYGON ((9.7432778 51.2235208, 9.7433703 51.2234528, 9.7432888 51.2234094, 9.743196299999999 51.2234774, 9.7432778 51.2235208))",,,,,,9.743283299999998,51.2234651,9.556500000176329e-09,2
415117948,yes,"POLYGON ((9.7421542 51.2232766, 9.7422682 51.2233336, 9.7423625 51.2232596, 9.742248500000001 51.2232027, 9.7421542 51.2232766))",,,,,,9.742258352477842,51.22326813313111,1.380068499950351e-08,2
415117949,garage,"POLYGON ((9.7446819 51.2227725, 9.7447362 51.2227288, 9.744660400000001 51.2226918, 9.7446061 51.2227356, 9.7446819 51.2227725))",,,,,,9.74467114562067,51.222732166895554,5.3226349998754955e-09,2
415117950,garage,"POLYGON ((9.7453015 51.2229463, 9.745355999999999 51.2229024, 9.745284 51.2228674, 9.745229500000001 51.2229113, 9.7453015 51.2229463))",,,,,,9.74529275,51.22290685,5.0682999998169085e-09,2
415117951,yes,"POLYGON ((9.7456763 51.224976, 9.7455751 51.2250604, 9.7456762 51.2251079, 9.7457774 51.2250235, 9.7456763 51.224976))",,,,,,9.74567625,51.22504195,1.3339839999947225e-08,2
415117952,yes,"POLYGON ((9.743210700000001 51.2228203, 9.743107699999999 51.2227646, 9.743014499999999 51.2228323, 9.743117399999999 51.222888, 9.743210700000001 51.2228203))",,,,,,9.743112583253588,51.2228262989855,1.2163740000036772e-08,2
415117953,yes,"POLYGON ((9.7431973 51.2236905, 9.7430913 51.2236149, 9.7429723 51.2236803, 9.743078300000001 51.2237559, 9.7431973 51.2236905))",,,,,,9.7430848,51.2236854,1.5928799999930033e-08,2
415117954,yes,"POLYGON ((9.7435165 51.2238963, 9.7433985 51.2239611, 9.7435031 51.2240357, 9.743620999999999 51.2239709, 9.7435165 51.2238963))",,,,,,9.743509766736933,51.22396599926901,1.5573910000188275e-08,2
415117955,yes,"POLYGON ((9.7450507 51.2252258, 9.7451861 51.225161, 9.7450869 51.2250797, 9.744951500000001 51.2251445, 9.7450507 51.2252258))",,,,,,9.7450688,51.22515275000001,1.7436179999342172e-08,2
415117956,yes,"POLYGON ((9.742105 51.2228472, 9.7422162 51.2229085, 9.7423625 51.2228044, 9.7422512 51.2227431, 9.742105 51.2228472))",,,,,,9.742233733940907,51.222825797128785,2.0546250000094038e-08,2
415117957,yes,"POLYGON ((9.744964899999999 51.2245993, 9.7450606 51.2246609, 9.7451741 51.2245917, 9.745078400000001 51.2245301, 9.744964899999999 51.2245993))",,,,,,9.745069499999998,51.22459549999999,1.3614040000089605e-08,2
415117958,yes,"POLYGON ((9.742802299999999 51.2223399, 9.742902600000001 51.2223952, 9.743029999999999 51.2223045, 9.742929699999999 51.2222492, 9.742802299999999 51.2223399))",,,,,,9.74291615,51.2223222,1.6142430000095786e-08,2
415117959,yes,"POLYGON ((9.744165600000001 51.2236804, 9.744286499999999 51.2236257, 9.7441993 51.2235501, 9.744078399999999 51.2236048, 9.744165600000001 51.2236804))",,,,,,9.744182449999998,51.22361525000001,1.390988000026445e-08,2
415117960,yes,"POLYGON ((9.745327 51.224868, 9.745441 51.2247975, 9.7453503 51.22474, 9.7452363 51.2248106, 9.745327 51.224868))",,,,,,9.745338653069615,51.224804016470216,1.2948185000372126e-08,2
415117961,yes,"POLYGON ((9.7452398 51.2250066, 9.745343999999999 51.2249568, 9.745257199999999 51.2248857, 9.745153 51.2249355, 9.7452398 51.2250066))",,,,,,9.7452485,51.224946149999994,1.1731259999833376e-08,2
415117962,yes,"POLYGON ((9.7444164 51.2227809, 9.7442581 51.2227338, 9.744213 51.2227934, 9.7443712 51.2228405, 9.7444164 51.2227809))",,,,,,9.744314682314041,51.22278714903838,1.1558264999863821e-08,2
415117963,yes,"POLYGON ((9.743577 51.2230182, 9.7434838 51.2230859, 9.743608999999999 51.2231711, 9.7437136 51.2231101, 9.743577 51.2230182))",,,,,,9.743596603848552,51.223095946097196,1.7181010000387438e-08,2
415117964,yes,"POLYGON ((9.745056099999999 51.2248571, 9.7451922 51.2247919, 9.745084200000001 51.2247034, 9.744948000000001 51.2247686, 9.745056099999999 51.2248571))",,,,,,9.745070116952412,51.22478024843704,1.909413499979814e-08,2
415117965,yes,"POLYGON ((9.743033 51.2220291, 9.7431334 51.2220578, 9.7431886 51.2219821, 9.743088200000001 51.2219534, 9.743033 51.2220291))",,,,,,9.7431108,51.222005599999996,9.184520000377269e-09,2
415117966,yes,"POLYGON ((9.7438558 51.2233797, 9.7437924 51.2234129, 9.7438719 51.2234726, 9.7439353 51.2234394, 9.7438558 51.2233797))",,,,,,9.74386385,51.22342615,6.424379999926962e-09,2
415117968,yes,"POLYGON ((9.7455208 51.2254031, 9.7454275 51.2253266, 9.7453223 51.225377, 9.7454155 51.2254534, 9.7455208 51.2254031))",,,,,,9.745421534686391,51.225390019036006,1.2741499999659572e-08,2
415117969,yes,"POLYGON ((9.744896499999999 51.2228457, 9.7449653 51.2227549, 9.744826700000001 51.2227137, 9.7447579 51.2228045, 9.744896499999999 51.2228457))",,,,,,9.7448616,51.222779700000004,1.5419440000227675e-08,2
415117970,yes,"POLYGON ((9.743775100000001 51.2231656, 9.743720400000001 51.2231245, 9.743608 51.2231833, 9.7436627 51.2232243, 9.743775100000001 51.2231656))",,,,,,9.743691560264551,51.2231744155794,7.827645000076595e-09,2
415117971,yes,"POLYGON ((9.744655099999999 51.224365, 9.744753599999999 51.2244284, 9.744856199999999 51.2243658, 9.744757699999999 51.2243024, 9.744655099999999 51.224365))",,,,,,9.74475565,51.22436539999999,1.2670940000165063e-08,2
415117972,yes,"POLYGON ((9.7454517 51.2230866, 9.745542500000001 51.2230135, 9.7453994 51.2229438, 9.7453086 51.2230169, 9.7454517 51.2230866))",,,,,,9.745425550000002,51.2230152,1.6789369999903105e-08,2
415117973,yes,"POLYGON ((9.7437901 51.2240777, 9.7436712 51.224143, 9.7437927 51.2242297, 9.743911600000001 51.2241644, 9.7437901 51.2240777))",,,,,,9.743791400000001,51.22415370000001,1.8242580000057527e-08,2
415117974,yes,"POLYGON ((9.744343900000001 51.2242255, 9.744429 51.2241829, 9.744290299999999 51.2240743, 9.7442052 51.224117, 9.744343900000001 51.2242255))",,,,,,9.74431709340309,51.22414991472415,1.5153160000468646e-08,2
415117975,yes,"POLYGON ((9.7433066 51.2221073, 9.7434327 51.2219342, 9.743304800000001 51.2218977, 9.7431787 51.2220707, 9.7433066 51.2221073))",,,,,,9.743305700142473,51.22200248325677,2.674204999973178e-08,2
415117976,yes,"POLYGON ((9.7434653 51.2229578, 9.743210700000001 51.2228203, 9.743117399999999 51.222888, 9.743372000000001 51.2230255, 9.7434653 51.2229578))",,,,,,9.743291350000002,51.22292290000001,3.0065169999031616e-08,2
415117977,yes,"POLYGON ((9.744735500000001 51.2241835, 9.7448693 51.2241165, 9.7447704 51.2240391, 9.7446366 51.2241061, 9.744735500000001 51.2241835))",,,,,,9.74475295,51.2241113,1.6982420000396988e-08,2
415117978,yes,"POLYGON ((9.7442165 51.2226163, 9.7442843 51.2225268, 9.744110600000001 51.2224751, 9.744042800000001 51.2225646, 9.7442165 51.2226163))",,,,,,9.744163550000001,51.2225457,1.9051410000217186e-08,2
415117979,yes,"POLYGON ((9.7436627 51.2232243, 9.7437682 51.2233035, 9.743880600000001 51.2232448, 9.743775100000001 51.2231656, 9.7436627 51.2232243))",,,,,,9.743771650000001,51.22323455,1.5094929999930846e-08,2
415117980,yes,"POLYGON ((9.747219299999999 51.2256134, 9.747377500000001 51.2257226, 9.7475621 51.2256177, 9.747403800000001 51.2255085, 9.747219299999999 51.2256134))",,,,,,9.74739068330769,51.22561555020874,3.67532850001913e-08,2
415117982,yes,"POLYGON ((9.743372000000001 51.2230255, 9.7434838 51.2230859, 9.743577 51.2230182, 9.7434653 51.2229578, 9.743372000000001 51.2230255))",,,,,,9.743474516751943,51.22302185059046,1.3197774999725266e-08,2
415117984,yes,"POLYGON ((9.744002 51.2242222, 9.7439026 51.2242768, 9.744026099999999 51.224365, 9.744125500000001 51.2243103, 9.744002 51.2242222))",,,,,,9.744014052885994,51.22429358376707,1.5511384999943113e-08,2
415117985,yes,"POLYGON ((9.7441642 51.2240853, 9.7442682 51.2240332, 9.7441213 51.2239181, 9.744017299999999 51.2239702, 9.7441642 51.2240853))",,,,,,9.74414275,51.224001699999995,1.962388999997211e-08,2
415117986,yes,"POLYGON ((9.744487400000001 51.2243372, 9.744597000000001 51.2242823, 9.744484399999999 51.2241941, 9.744374799999999 51.224249, 9.744487400000001 51.2243372))",,,,,,9.744485899999999,51.22426565,1.584846000035873e-08,2
415117987,yes,"POLYGON ((9.744775799999999 51.2248269, 9.7446462 51.2247207, 9.744521000000001 51.2247807, 9.744650500000001 51.2248868, 9.744775799999999 51.2248269))",,,,,,9.744648382978433,51.22480376962429,2.1061810000040683e-08,2
415117988,yes,"POLYGON ((9.744570599999999 51.2246421, 9.744456899999999 51.2245489, 9.744335899999999 51.2246068, 9.744449599999999 51.2247, 9.744570599999999 51.2246421))",,,,,,9.744453250000001,51.22462444999999,1.7860429999596045e-08,2
415117989,yes,"POLYGON ((9.7430431 51.223368, 9.7431158 51.2233145, 9.743025599999999 51.2232664, 9.742952900000001 51.2233199, 9.7430431 51.223368))",,,,,,9.74303435,51.2233172,8.322570000020398e-09,2
415117990,yes,"POLYGON ((9.7437682 51.2233035, 9.743859799999999 51.2233722, 9.7439722 51.2233135, 9.743880600000001 51.2232448, 9.7437682 51.2233035))",,,,,,9.7438702,51.223308499999995,1.309879999970661e-08,2
415117991,yes,"POLYGON ((9.7427952 51.2227718, 9.742777500000001 51.222763, 9.742661699999999 51.2228538, 9.7427628 51.2229043, 9.742878599999999 51.2228135, 9.7427952 51.2227718))",,,,,,9.742770156513084,51.222833642941275,1.5029865000426653e-08,2
415117992,yes,"POLYGON ((9.7443936 51.2222878, 9.744342400000001 51.2223554, 9.744527700000001 51.2224105, 9.744533199999999 51.2224032, 9.7445789 51.2223429, 9.7443936 51.2222878))",,,,,,9.744460644511358,51.22234914767662,1.5346420000404242e-08,2
415117993,yes,"POLYGON ((9.7438176 51.2229161, 9.7438006 51.2229319, 9.743966199999999 51.2230016, 9.7440444 51.2229288, 9.743878799999999 51.2228591, 9.7438176 51.2229161))",,,,,,9.743922505253867,51.222930351630545,1.750520000034772e-08,2
415117994,garage,"POLYGON ((9.7445789 51.2223429, 9.744533199999999 51.2224032, 9.744602799999999 51.2224239, 9.744662099999999 51.2223456, 9.7445925 51.222325, 9.7445789 51.2223429))",,,,,,9.744597647133844,51.2223744299191,6.671770000213672e-09,2
415117995,yes,"POLYGON ((9.7436519 51.2228464, 9.7438176 51.2229161, 9.743878799999999 51.2228591, 9.7438976 51.2228415, 9.743732 51.2227718, 9.7436519 51.2228464))",,,,,,9.743774780692478,51.222843954679796,1.793973500031724e-08,2
415117996,garage,"POLYGON ((9.745911 51.2254492, 9.745994100000001 51.2254914, 9.7460746 51.2254293, 9.746041699999999 51.2254126, 9.746041099999999 51.2254182, 9.7459557 51.2254148, 9.745911 51.2254492))",,,,,,9.745991582292092,51.22544560243607,7.162110000132293e-09,2
415117997,yes,"POLYGON ((9.745666999999999 51.2256925, 9.7458104 51.2256238, 9.7456803 51.2255173, 9.7455692 51.2255705, 9.7456598 51.2256447, 9.745627499999999 51.2256601, 9.745666999999999 51.2256925))",,,,,,9.745687657577294,51.22560295206224,2.0412754999924227e-08,2
415117998,yes,"POLYGON ((9.7441964 51.2245623, 9.744384200000001 51.2244725, 9.7442739 51.2243821, 9.744176700000001 51.2244286, 9.744214700000001 51.2244598, 9.7441242 51.2245031, 9.7441964 51.2245623))",,,,,,9.744252076581795,51.22447346881361,2.240582500020679e-08,2
415117999,yes,"POLYGON ((9.7421921 51.2234104, 9.742281500000001 51.2233403, 9.7422682 51.2233336, 9.7421542 51.2232766, 9.742141999999999 51.2232706, 9.7420527 51.2233407, 9.7421921 51.2234104))",,,,,,9.742167105960702,51.2233404771529,1.6012660000138004e-08,2
415118000,yes,"POLYGON ((9.7449166 51.224926, 9.7448782 51.2249443, 9.7448084 51.2248871, 9.744738099999999 51.2249208, 9.744900299999999 51.2250537, 9.7450089 51.2250017, 9.7449166 51.224926))",,,,,,9.744875477916564,51.224971019822746,1.9403509999787595e-08,2
415118001,yes,"POLYGON ((9.743051100000001 51.2227439, 9.7429164 51.2226766, 9.7427952 51.2227718, 9.742878599999999 51.2228135, 9.742901099999999 51.2228247, 9.7429559 51.2227817, 9.7429846 51.2227961, 9.743051100000001 51.2227439))",,,,,,9.742921031807882,51.222752235270114,1.8954834999931506e-08,2
415118002,yes,"POLYGON ((9.744380100000001 51.2230404, 9.744500800000001 51.2230992, 9.744586 51.2230307, 9.7445451 51.2230108, 9.74456 51.2229988, 9.7445036 51.2229713, 9.744488799999999 51.2229833, 9.7444653 51.2229719, 9.744380100000001 51.2230404))",,,,,,9.744486168987596,51.223032186089554,1.4363005000275437e-08,2
