,building,geometry,amenity,shop,leisure,building:levels,name,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
680009682,yes,"POLYGON ((9.7181777 51.1906782, 9.718342 51.1906522, 9.7183052 51.1905611, 9.718280999999999 51.1905051, 9.718178399999999 51.1905228, 9.7182032 51.190577, 9.7181409 51.1905871, 9.7181777 51.1906782))",,,,,,9.718241625275915,51.19059809016769,2.199267500029424e-08,2
680009683,yes,"POLYGON ((9.7178498 51.1907203, 9.718059 51.1906883, 9.718029400000001 51.1906123, 9.717998700000001 51.1905345, 9.717871199999999 51.1905555, 9.717905399999999 51.1906316, 9.7178202 51.1906442, 9.7178498 51.1907203))",,,,,,9.717944046953031,51.19063473717682,2.714473000022368e-08,2
680009684,yes,"POLYGON ((9.7176989 51.1907837, 9.717663399999999 51.1906904, 9.717423200000001 51.1907264, 9.7174587 51.1908197, 9.7176989 51.1907837))",,,,,,9.71756105,51.19075505000001,2.3688659999063425e-08,2
680009685,yes,"POLYGON ((9.717245 51.1907745, 9.7172027 51.1906631, 9.7170635 51.1906839, 9.717105800000001 51.1907952, 9.717245 51.1907745))",,,,,,9.71715425894886,51.190729171133704,1.637764499948758e-08,2
680009686,yes,"POLYGON ((9.7170317 51.1908413, 9.7169667 51.1906732, 9.7168166 51.190696, 9.7168817 51.1908641, 9.7170317 51.1908413))",,,,,,9.716924170520437,51.190768641344896,2.6706545000003828e-08,2
680009687,yes,"POLYGON ((9.7167789 51.1909031, 9.716719899999999 51.1907501, 9.7165807 51.1907712, 9.7166397 51.1909242, 9.7167789 51.1909031))",,,,,,9.716679799999998,51.19083715,2.2542499999452438e-08,2
680009688,yes,"POLYGON ((9.7165328 51.1909611, 9.7164886 51.1908463, 9.716293500000001 51.1908759, 9.7163377 51.1909906, 9.7165328 51.1909611))",,,,,,9.71641316270034,51.19091847118847,2.369383500023172e-08,2
680009689,yes,"POLYGON ((9.7162378 51.1910014, 9.716196200000001 51.1908972, 9.7159976 51.1909283, 9.7160391 51.1910325, 9.7162378 51.1910014))",,,,,,9.716117678981654,51.19096485374781,2.1991534999219016e-08,2
680009690,yes,"POLYGON ((9.715881700000001 51.1910018, 9.715878399999999 51.1908556, 9.7157406 51.1908568, 9.7157439 51.1910031, 9.715881700000001 51.1910018))",,,,,,9.715811142154257,51.19092932527074,2.015737500053515e-08,2
680009691,yes,"POLYGON ((9.715901799999999 51.1907489, 9.7158985 51.190585, 9.7157479 51.1905862, 9.7157512 51.1907501, 9.715901799999999 51.1907489))",,,,,,9.715824849999999,51.19066754999999,2.4687300000527203e-08,2
680009693,yes,"POLYGON ((9.715946799999999 51.1905219, 9.715944800000001 51.1904299, 9.715716499999999 51.1904318, 9.715718499999999 51.1905239, 9.715946799999999 51.1905219))",,,,,,9.715831629337304,51.19047687524948,2.1018915000705513e-08,2
680009694,yes,"POLYGON ((9.7159756 51.1902878, 9.715974299999999 51.1901781, 9.715726500000001 51.1901793, 9.7157278 51.190289, 9.7159756 51.1902878))",,,,,,9.71585105,51.190233549999995,2.718522000068161e-08,2
680009696,yes,"POLYGON ((9.7152536 51.1904425, 9.715254099999999 51.1903496, 9.715137500000001 51.1903494, 9.715137 51.1904422, 9.7152536 51.1904425))",,,,,,9.715195560464595,51.190395925058176,1.0826435000101654e-08,2
680009698,yes,"POLYGON ((9.7153654 51.1904521, 9.715366100000001 51.1903332, 9.7152542 51.190333, 9.715254099999999 51.1903496, 9.7152536 51.1904425, 9.715253499999999 51.1904519, 9.7153654 51.1904521))",,,,,,9.715309809105616,51.1903925460385,1.3302890000073764e-08,2
680009700,yes,"POLYGON ((9.715386199999999 51.1906619, 9.715384800000001 51.1905122, 9.7151929 51.1905129, 9.715194199999999 51.1906625, 9.715386199999999 51.1906619))",,,,,,9.715289535782777,51.1905873814018,2.8726195000244867e-08,2
680009701,yes,"POLYGON ((9.7151441 51.1908419, 9.715391500000001 51.1908373, 9.715387099999999 51.1907446, 9.7153869 51.1907012, 9.715242699999999 51.1907016, 9.715244999999999 51.1907474, 9.7151397 51.1907493, 9.7151441 51.1908419))",,,,,,9.71527633376114,51.1907781273689,2.9316135000390908e-08,2
680009702,yes,"POLYGON ((9.715429800000001 51.1910455, 9.715432399999999 51.1909392, 9.7152922 51.1909378, 9.715289500000001 51.1910442, 9.715429800000001 51.1910455))",,,,,,9.715360963753724,51.190991681053355,1.4919164999849922e-08,2
680009703,yes,"POLYGON ((9.715443199999999 51.1912258, 9.7154197 51.1911279, 9.7152808 51.191141, 9.7153042 51.1912389, 9.715443199999999 51.1912258))",,,,,,9.715361977465781,51.191183405638945,1.3910400000030666e-08,2
680009704,yes,"POLYGON ((9.7152239 51.1914406, 9.715207100000001 51.1913914, 9.715083399999999 51.191408, 9.7151002 51.1914571, 9.7152239 51.1914406))",,,,,,9.715153669686087,51.191424271234396,6.3578949999071235e-09,2
680009705,yes,"POLYGON ((9.715449899999999 51.1913948, 9.715418400000001 51.1912893, 9.7152697 51.1913067, 9.715301200000001 51.1914122, 9.715449899999999 51.1913948))",,,,,,9.7153598,51.191350750000005,1.623594999998481e-08,2
680009706,yes,"POLYGON ((9.715477399999999 51.1915654, 9.715452600000001 51.1914864, 9.7153086 51.1915041, 9.7153334 51.1915832, 9.715477399999999 51.1915654))",,,,,,9.715392985818406,51.19153477818327,1.1823399999411173e-08,2
680009707,yes,"POLYGON ((9.7150643 51.1918835, 9.715183 51.19186, 9.715177000000001 51.191847, 9.7153399 51.1918121, 9.715313800000001 51.1917587, 9.715149500000001 51.1917928, 9.715128 51.191751, 9.7150093 51.1917746, 9.7150643 51.1918835))",,,,,,9.715156512635936,51.19181135041401,2.399229500029318e-08,2
680009708,yes,"POLYGON ((9.7155478 51.1920609, 9.715502300000001 51.1919743, 9.7154165 51.191992, 9.715462 51.1920786, 9.7155478 51.1920609))",,,,,,9.71548215,51.19202644999999,8.235630000284272e-09,2
680009709,yes,"POLYGON ((9.7156953 51.1919361, 9.715650999999999 51.1918482, 9.715449599999999 51.1918881, 9.7154939 51.1919759, 9.715502300000001 51.1919743, 9.7156953 51.1919361))",,,,,,9.715572463851839,51.191912085420974,1.9464384999584214e-08,2
680009710,yes,"POLYGON ((9.7157617 51.1920768, 9.715722100000001 51.1919924, 9.7155909 51.1920165, 9.7156305 51.192101, 9.7157617 51.1920768))",,,,,,9.715676289167883,51.19204667950911,1.2036180000425342e-08,2
680009711,yes,"POLYGON ((9.7158455 51.1922622, 9.715805899999999 51.1921735, 9.7156529 51.1922003, 9.7156924 51.192289, 9.7158455 51.1922622))",,,,,,9.71574917933298,51.19223125407085,1.4635474999881956e-08,2
680009712,yes,"POLYGON ((9.7159327 51.1924445, 9.7158757 51.1923416, 9.7157348 51.1923722, 9.7157918 51.1924752, 9.7159327 51.1924445))",,,,,,9.715833741486643,51.19240838022311,1.6252704999769695e-08,2
680009713,yes,"POLYGON ((9.716006399999999 51.1926072, 9.715962899999999 51.1925181, 9.715814 51.1925467, 9.7158576 51.1926358, 9.716006399999999 51.1926072))",,,,,,9.715910220325924,51.192576945909835,1.4508064999483999e-08,2
680009714,yes,"POLYGON ((9.716083599999999 51.1927824, 9.716046 51.1926971, 9.7159072 51.1927211, 9.7159447 51.1928064, 9.716083599999999 51.1927824))",,,,,,9.715995379273153,51.19275175438082,1.2745105000385095e-08,2
680009715,yes,"POLYGON ((9.716163999999999 51.1929753, 9.716102299999999 51.192895, 9.715960300000001 51.1929379, 9.716022000000001 51.1930182, 9.716163999999999 51.1929753))",,,,,,9.716062149999999,51.192956599999995,1.4049529999748199e-08,2
680009717,yes,"POLYGON ((9.7162659 51.1931468, 9.716200199999999 51.1930602, 9.715974299999999 51.1931276, 9.71604 51.1932141, 9.7162659 51.1931468))",,,,,,9.716120116236121,51.19313716773571,2.397654000049356e-08,2
680009718,yes,"POLYGON ((9.715779100000001 51.193288, 9.715848599999999 51.1932679, 9.7158298 51.1932424, 9.7157795 51.1931742, 9.715710100000001 51.1931942, 9.715779100000001 51.193288))",,,,,,9.715779334483907,51.19323109206372,7.895634999965963e-09,2
680009719,yes,"POLYGON ((9.714930900000001 51.1919361, 9.714855099999999 51.1917835, 9.7147085 51.1918121, 9.7147843 51.1919647, 9.714930900000001 51.1919361))",,,,,,9.7148197,51.1918741,2.4539039999987167e-08,2
680009720,yes,"POLYGON ((9.714605000000001 51.1918991, 9.7145694 51.1918238, 9.714318 51.1918705, 9.7143535 51.1919457, 9.714605000000001 51.1918991))",,,,,,9.714461505923431,51.19188477057866,2.0580019999521912e-08,2
680009721,yes,"POLYGON ((9.714499399999999 51.1922342, 9.714528100000001 51.1922908, 9.714624499999999 51.1922716, 9.7145958 51.192215, 9.714499399999999 51.1922342))",,,,,,9.714561949999998,51.19225290000001,6.007280000157281e-09,2
680009722,yes,"POLYGON ((9.7144897 51.1922362, 9.714462299999999 51.1921819, 9.714343700000001 51.1922056, 9.7143712 51.1922598, 9.7144897 51.1922362))",,,,,,9.714416735601526,51.19222086714206,7.080530000114123e-09,2
680009723,yes,"POLYGON ((9.7146419 51.1922059, 9.7146144 51.1921516, 9.714462299999999 51.1921819, 9.7144897 51.1922362, 9.714499399999999 51.1922342, 9.7145958 51.192215, 9.7146419 51.1922059))",,,,,,9.714552073758833,51.19219387304459,9.084294999660156e-09,2
680009724,yes,"POLYGON ((9.7148278 51.1921058, 9.7147922 51.1920369, 9.7146732 51.1920611, 9.7147088 51.19213, 9.7148278 51.1921058))",,,,,,9.714750500000001,51.19208345,9.06062000021047e-09,2
680009725,yes,"POLYGON ((9.7148504 51.1921495, 9.7150201 51.1921151, 9.714961799999999 51.1920025, 9.7147922 51.1920369, 9.7148278 51.1921058, 9.7148504 51.1921495))",,,,,,9.7149061271132,51.19207600525837,2.1107100000095748e-08,2
680009726,yes,"POLYGON ((9.714958599999999 51.1922928, 9.7150851 51.1922686, 9.715047200000001 51.1921908, 9.7149207 51.192215, 9.714958599999999 51.1922928))",,,,,,9.7150029,51.19224179999999,1.0758879999905905e-08,2
680009727,yes,"POLYGON ((9.715138100000001 51.1923563, 9.715094499999999 51.1922668, 9.7150851 51.1922686, 9.714958599999999 51.1922928, 9.7150021 51.1923823, 9.715138100000001 51.1923563))",,,,,,9.715048329675685,51.192324554996496,1.3299715000207391e-08,2
680009728,yes,"POLYGON ((9.7152286 51.1925525, 9.715185 51.1924681, 9.7151592 51.1924735, 9.715127000000001 51.1924198, 9.7150278 51.1924416, 9.7150558 51.1924943, 9.715067299999999 51.192517, 9.715005 51.1925282, 9.715029400000001 51.1925763, 9.7150908 51.1925637, 9.7150994 51.1925787, 9.7152286 51.1925525))",,,,,,9.715113913696221,51.192508243988755,2.1317044999571682e-08,2
680009729,yes,"POLYGON ((9.715286900000001 51.1926656, 9.715249399999999 51.1925992, 9.7151078 51.1926306, 9.715145400000001 51.192697, 9.715286900000001 51.1926656))",,,,,,9.715197369534256,51.19264809730336,1.0577990000374619e-08,2
680009730,yes,"POLYGON ((9.715345900000001 51.1927875, 9.7153071 51.1927177, 9.7151815 51.1927452, 9.7152204 51.192815, 9.715345900000001 51.1927875))",,,,,,9.715263719775136,51.19276634651149,9.831765000251317e-09,2
680009731,yes,"POLYGON ((9.714029 51.192271, 9.7139867 51.1921874, 9.7138428 51.1922159, 9.713884999999999 51.1922996, 9.714029 51.192271))",,,,,,9.713935867896506,51.19224348369727,1.3247654999551519e-08,2
680009732,yes,"POLYGON ((9.7137306 51.1921403, 9.713683 51.192052, 9.7134631 51.1920986, 9.7135107 51.1921869, 9.7137306 51.1921403))",,,,,,9.71359685,51.19211945,2.1635330000525575e-08,2
680009733,yes,"POLYGON ((9.714338100000001 51.1925614, 9.7142865 51.1924752, 9.7141357 51.1925107, 9.714187300000001 51.1925969, 9.714338100000001 51.1925614))",,,,,,9.714236900000001,51.19253605,1.4830760000287391e-08,2
680009734,yes,"POLYGON ((9.7144125 51.1927614, 9.7143596 51.1926778, 9.714208299999999 51.1927154, 9.714261199999999 51.1927991, 9.7144125 51.1927614))",,,,,,9.71431038856876,51.19273843075822,1.4647930000644414e-08,2
680009735,yes,"POLYGON ((9.7145051 51.1930178, 9.7144555 51.192948, 9.714323 51.192985, 9.7143727 51.1930547, 9.7145051 51.1930178))",,,,,,9.714414080057942,51.19300136607669,1.1072954999641412e-08,2
680009736,yes,"POLYGON ((9.714782899999999 51.1931142, 9.714691 51.1931414, 9.7147571 51.1932294, 9.7148491 51.1932022, 9.714782899999999 51.1931142))",,,,,,9.71477003201171,51.1931718059012,9.890880000256198e-09,2
680009737,yes,"POLYGON ((9.7149416 51.1931535, 9.714888 51.1930829, 9.714782899999999 51.1931142, 9.7148366 51.1931848, 9.7149416 51.1931535))",,,,,,9.71486226851736,51.193133846331015,9.095774999894541e-09,2
680009738,yes,"POLYGON ((9.7152581 51.1929555, 9.715409599999999 51.1929253, 9.7153677 51.192843, 9.7152162 51.1928732, 9.7152581 51.1929555))",,,,,,9.715312899999999,51.192899249999996,1.3733829999141781e-08,2
680009739,yes,"POLYGON ((9.715283599999999 51.1930421, 9.7154519 51.1930085, 9.715409599999999 51.1929253, 9.7152581 51.1929555, 9.715241300000001 51.1929589, 9.715283599999999 51.1930421))",,,,,,9.715346589063056,51.1929836906852,1.5427710000174758e-08,2
680009740,yes,"POLYGON ((9.715378100000001 51.1931964, 9.7155223 51.1931615, 9.7154632 51.1930656, 9.7153191 51.1931005, 9.715378100000001 51.1931964))",,,,,,9.715420680610032,51.19313100418576,1.588483000015433e-08,2
680009741,yes,"POLYGON ((9.7156108 51.1933338, 9.715539700000001 51.1932472, 9.715403 51.1932913, 9.715474 51.1933779, 9.7156108 51.1933338))",,,,,,9.715506881779582,51.19331255309095,1.4975854999960042e-08,2
680009742,yes,"POLYGON ((9.7153513 51.1934153, 9.7152735 51.1933342, 9.715145 51.1933826, 9.715222799999999 51.1934637, 9.7153513 51.1934153))",,,,,,9.715248149999999,51.193398949999995,1.4186869999986292e-08,2
680009743,yes,"POLYGON ((9.715143400000001 51.1934653, 9.715042199999999 51.1933577, 9.714829099999999 51.1934365, 9.7149304 51.1935441, 9.715143400000001 51.1934653))",,,,,,9.714986267534941,51.19345089855236,3.090267999976193e-08,2
680009744,yes,"POLYGON ((9.7147016 51.193659, 9.714818599999999 51.1935968, 9.714759000000001 51.1935528, 9.714642 51.193615, 9.7147016 51.193659))",,,,,,9.714730299999998,51.19360589999999,8.855119999773769e-09,2
680009745,yes,"POLYGON ((9.714761899999999 51.1937036, 9.71489 51.1936355, 9.714829699999999 51.1935909, 9.714818599999999 51.1935968, 9.7147016 51.193659, 9.714761899999999 51.1937036))",,,,,,9.714795799923621,51.1936472498064,9.819750000046171e-09,2
680009746,yes,"POLYGON ((9.7145131 51.1938834, 9.714623100000001 51.193791, 9.7145274 51.1937463, 9.7144174 51.1938387, 9.7145131 51.1938834))",,,,,,9.71452025,51.193814849999995,1.3759679999625958e-08,2
680009747,yes,"POLYGON ((9.7143321 51.1941103, 9.7144581 51.1940129, 9.714341299999999 51.1939535, 9.714215299999999 51.194051, 9.7143321 51.1941103))",,,,,,9.714336700986978,51.19403191651179,1.886025999993744e-08,2
680009748,yes,"POLYGON ((9.714169099999999 51.1942805, 9.7142892 51.1941881, 9.714151299999999 51.1941178, 9.714031200000001 51.1942102, 9.714169099999999 51.1942805))",,,,,,9.714160200000002,51.194199149999996,2.1184989999545482e-08,2
680009749,yes,"POLYGON ((9.713840599999999 51.1941578, 9.7139579 51.1940641, 9.713806699999999 51.1939898, 9.7136894 51.1940835, 9.713840599999999 51.1941578))",,,,,,9.71382365,51.1940738,2.288283000033626e-08,2
680009750,yes,"POLYGON ((9.7139638 51.1930301, 9.713995499999999 51.1929646, 9.713844099999999 51.1929359, 9.7138124 51.1930014, 9.7139638 51.1930301))",,,,,,9.713903949999999,51.192983000000005,1.0826489999729104e-08,2
680009751,yes,"POLYGON ((9.7139457 51.193103, 9.7139793 51.193033, 9.7139638 51.1930301, 9.7138293 51.1930047, 9.713795599999999 51.1930747, 9.7139457 51.193103))",,,,,,9.713887464355883,51.19305385796149,1.1453969999550654e-08,2
680009752,yes,"POLYGON ((9.7139323 51.1931672, 9.7139612 51.1931059, 9.7139457 51.193103, 9.713816100000001 51.1930791, 9.7137873 51.1931404, 9.7139323 51.1931672))",,,,,,9.713874239197898,51.19312313981136,9.667439999690813e-09,2
680009754,yes,"POLYGON ((9.713920999999999 51.1932409, 9.713953800000001 51.1931712, 9.7139323 51.1931672, 9.7138036 51.1931435, 9.713770800000001 51.1932132, 9.713920999999999 51.1932409))",,,,,,9.71386230790413,51.19319219271866,1.1380125000378424e-08,2
680009755,yes,"POLYGON ((9.713884999999999 51.1933894, 9.7139241 51.1933161, 9.7137777 51.1932855, 9.713738599999999 51.1933588, 9.713884999999999 51.1933894))",,,,,,9.71383135,51.19333745000001,1.1927580000036513e-08,2
680009756,yes,"POLYGON ((9.713876000000001 51.1934593, 9.7139104 51.1933947, 9.713884999999999 51.1933894, 9.7137539 51.193362, 9.7137195 51.1934266, 9.713876000000001 51.1934593))",,,,,,9.713814948248972,51.19341065143921,1.1234215000073347e-08,2
680009757,yes,"POLYGON ((9.7138601 51.1935203, 9.7138908 51.1934624, 9.713876000000001 51.1934593, 9.713735099999999 51.1934301, 9.713704399999999 51.193488, 9.7138601 51.1935203))",,,,,,9.71379760841135,51.193475194310196,1.0008955000373541e-08,2
680009758,yes,"POLYGON ((9.7138463 51.1935785, 9.7138753 51.1935235, 9.7138601 51.1935203, 9.7137285 51.193493, 9.713699399999999 51.1935481, 9.7138463 51.1935785))",,,,,,9.713787361761097,51.19353576324443,8.971745000199259e-09,2
680009759,yes,"POLYGON ((9.7136783 51.1936082, 9.7138372 51.193641, 9.7138677 51.193583, 9.7138463 51.1935785, 9.7137087 51.1935502, 9.7136783 51.1936082))",,,,,,9.71377300366027,51.19359558151093,1.0224650000110248e-08,2
680009761,yes,"POLYGON ((9.7138419 51.1937498, 9.713870699999999 51.1936956, 9.7136774 51.1936552, 9.713648600000001 51.1937094, 9.7138419 51.1937498))",,,,,,9.71375965,51.19370249999999,1.1640380000009336e-08,2
680018647,yes,"POLYGON ((9.724751100000001 51.1935426, 9.7247451 51.1933867, 9.724588900000001 51.1933891, 9.7245949 51.193545, 9.724751100000001 51.1935426))",,,,,,9.72467,51.193465849999995,2.436598000047164e-08,2
680018648,yes,"POLYGON ((9.725425700000001 51.1934741, 9.7254109 51.1931968, 9.725015900000001 51.193205, 9.7250307 51.1934824, 9.725425700000001 51.1934741))",,,,,,9.725220788161579,51.19333957555949,1.096753500004133e-07,2
680018649,yes,"POLYGON ((9.725698599999999 51.192682, 9.7254103 51.1926845, 9.7254109 51.1927148, 9.7256993 51.1927123, 9.725698599999999 51.192682))",,,,,,9.725554775706224,51.19269840086955,8.738629999658834e-09,2
680018650,yes,"POLYGON ((9.726589799999999 51.1923874, 9.726585699999999 51.1922748, 9.726239100000001 51.1922796, 9.7262431 51.1923923, 9.726589799999999 51.1923874))",,,,,,9.726414399828716,51.1923335281576,3.906976500056735e-08,2
680018651,yes,"POLYGON ((9.7265567 51.1919481, 9.726550100000001 51.1918238, 9.726205200000001 51.1918311, 9.7262118 51.1919555, 9.7265567 51.1919481))",,,,,,9.726380926921044,51.19188962565129,4.293682499880558e-08,2
680018652,yes,"POLYGON ((9.725911200000001 51.1912536, 9.7260895 51.1912371, 9.726332899999999 51.1912149, 9.726307500000001 51.1911082, 9.7261539 51.1911212, 9.726148500000001 51.1910972, 9.726058699999999 51.1911044, 9.726039800000001 51.1910261, 9.725861500000001 51.1910426, 9.725911200000001 51.1912536))",,,,,,9.72606809023746,51.191151804810865,6.739423500002919e-08,2
680018653,yes,"POLYGON ((9.7262746 51.1910535, 9.7262545 51.1909523, 9.726058200000001 51.1909676, 9.7260784 51.1910688, 9.7262746 51.1910535))",,,,,,9.726166422916831,51.191010545865176,2.0168794999793176e-08,2
680018654,yes,"POLYGON ((9.7252548 51.1925017, 9.725172000000001 51.192502, 9.725172600000001 51.1925414, 9.725142 51.1925414, 9.7251447 51.1926577, 9.725257300000001 51.1926577, 9.725256399999999 51.1926473, 9.7252548 51.1925017))",,,,,,9.725202444173602,51.19258388358933,1.6362354999705135e-08,2
680018655,yes,"POLYGON ((9.725403099999999 51.1926467, 9.7254016 51.1925011, 9.7252548 51.1925017, 9.725256399999999 51.1926473, 9.725403099999999 51.1926467))",,,,,,9.725328974877646,51.19257419173247,2.136772999942083e-08,2
680018656,yes,"POLYGON ((9.7256932 51.1926673, 9.725691899999999 51.1925072, 9.725402000000001 51.1925081, 9.725403099999999 51.1926467, 9.7254033 51.1926682, 9.7256932 51.1926673))",,,,,,9.725547593651608,51.192587700875386,4.64161949995684e-08,2
680018657,yes,"POLYGON ((9.725129799999999 51.1912037, 9.7252081 51.1912903, 9.7254451 51.1912062, 9.7253668 51.1911195, 9.725129799999999 51.1912037))",,,,,,9.725287465372697,51.19120491678855,2.71249950000017e-08,2
680018658,yes,"POLYGON ((9.724960299999999 51.1913712, 9.7252033 51.1912854, 9.725129799999999 51.1912037, 9.7248868 51.1912895, 9.724960299999999 51.1913712))",,,,,,9.72504505,51.19128745,2.6159399998993362e-08,2
680018659,yes,"POLYGON ((9.724714199999999 51.1914582, 9.724960299999999 51.1913712, 9.7248868 51.1912895, 9.7246407 51.1913765, 9.724714199999999 51.1914582))",,,,,,9.724800499999999,51.19137385,2.6500869999486296e-08,2
680018660,yes,"POLYGON ((9.725864899999999 51.1906046, 9.725915499999999 51.1905835, 9.725931299999999 51.1905988, 9.7259631 51.1905852, 9.725947100000001 51.19057, 9.7259165 51.1905406, 9.7259581 51.1905219, 9.725915199999999 51.190483, 9.7258736 51.1905003, 9.7258336 51.1904641, 9.725876599999999 51.1904446, 9.7258253 51.190399, 9.7257526 51.1904309, 9.725804200000001 51.1904748, 9.725751499999999 51.1904986, 9.725864899999999 51.1906046))",,,,,,9.725851978377722,51.19051031587032,2.079643000010107e-08,2
680018661,yes,"POLYGON ((9.725643 51.1907061, 9.725516600000001 51.190588, 9.7253147 51.1906736, 9.7252574 51.1906274, 9.725044799999999 51.1907199, 9.725103799999999 51.190772, 9.7252399 51.1907129, 9.7253609 51.1908247, 9.725643 51.1907061))",,,,,,9.725373560578685,51.190704797730405,6.436535500182756e-08,2
680018662,yes,"POLYGON ((9.725701300000001 51.1904517, 9.725473300000001 51.1905476, 9.725516600000001 51.190588, 9.725643 51.1907061, 9.7258709 51.1906102, 9.725864899999999 51.1906046, 9.725751499999999 51.1904986, 9.725701300000001 51.1904517))",,,,,,9.725672126959259,51.19057889376485,5.239667500021272e-08,2
680018663,yes,"POLYGON ((9.724399 51.1900313, 9.7243326 51.1899534, 9.7241704 51.1900078, 9.7242368 51.1900857, 9.724332 51.1901983, 9.7243893 51.190178, 9.7242938 51.1900666, 9.724399 51.1900313))",,,,,,9.724294281119496,51.19005761975273,2.452812499978935e-08,2
680018664,yes,"POLYGON ((9.7247488 51.1902701, 9.724511700000001 51.1899934, 9.724399 51.1900313, 9.7242941 51.1900666, 9.724531199999999 51.1903433, 9.7247488 51.1902701))",,,,,,9.724521447991348,51.190168347688555,7.756694000092183e-08,2
680018665,yes,"POLYGON ((9.7247015 51.1903702, 9.7251897 51.1902021, 9.7250839 51.1900815, 9.724727 51.1902004, 9.724777899999999 51.1902601, 9.7247488 51.1902701, 9.724646699999999 51.1903051, 9.7247015 51.1903702))",,,,,,9.724922189504065,51.19022090230041,6.753550999939204e-08,2
680018666,yes,"POLYGON ((9.7255176 51.1901285, 9.7250327 51.1903331, 9.7251943 51.1904836, 9.725258699999999 51.1904555, 9.7252896 51.1904841, 9.725443800000001 51.1904173, 9.725416299999999 51.19039, 9.7256792 51.190279, 9.7255176 51.1901285))",,,,,,9.725355756962948,51.19031327528561,1.122418950003228e-07,2
680018667,yes,"POLYGON ((9.7256657 51.1900642, 9.726032500000001 51.1900138, 9.726004700000001 51.1899344, 9.725638 51.1899848, 9.7256657 51.1900642))",,,,,,9.7258352306489,51.18999930102785,3.0518550001546383e-08,2
680018668,yes,"POLYGON ((9.725993000000001 51.1902366, 9.725940700000001 51.1901155, 9.725676399999999 51.1901604, 9.725728699999999 51.1902814, 9.725993000000001 51.1902366))",,,,,,9.725834716288297,51.19019847058698,3.4339170000614035e-08,2
680018669,yes,"POLYGON ((9.724993899999999 51.1897289, 9.7249652 51.1896416, 9.7248184 51.1896605, 9.724847 51.1897478, 9.724993899999999 51.1897289))",,,,,,9.724906128290932,51.18969470453048,1.3361489999513006e-08,2
680018670,yes,"POLYGON ((9.7251011 51.190034, 9.7250046 51.1897432, 9.724850200000001 51.1897633, 9.7249467 51.1900541, 9.7251011 51.190034))",,,,,,9.72497565,51.189898649999996,4.6839169999104496e-08,2
680018671,yes,"POLYGON ((9.725255600000001 51.1896025, 9.725076400000001 51.1896259, 9.7251922 51.1899742, 9.7253714 51.1899508, 9.725255600000001 51.1896025))",,,,,,9.725223900000001,51.18978835,6.512508000012553e-08,2
680018672,yes,"POLYGON ((9.725732300000001 51.1897355, 9.7258002 51.1897266, 9.7257377 51.1895393, 9.7256698 51.1895482, 9.725732300000001 51.1897355))",,,,,,9.725735,51.189637399999995,1.3273919999762246e-08,2
680018673,yes,"POLYGON ((9.725537900000001 51.1898506, 9.725446700000001 51.1895774, 9.725255600000001 51.1896025, 9.725346800000001 51.1898756, 9.725537900000001 51.1898506))",,,,,,9.725396754313502,51.1897265204576,5.4483525000547604e-08,2
680018674,yes,"POLYGON ((9.725761 51.1898213, 9.725732300000001 51.1897355, 9.7256698 51.1895482, 9.725446700000001 51.1895774, 9.725537900000001 51.1898506, 9.725761 51.1898213))",,,,,,9.72560383258285,51.18969937888465,6.360086000037371e-08,2
680018675,yes,"POLYGON ((9.722550399999999 51.1888725, 9.723973300000001 51.1892405, 9.724060100000001 51.1891087, 9.722637300000001 51.1887407, 9.722550399999999 51.1888725))",,,,,,9.723305254685869,51.18899059551796,2.194924300028948e-07,2
680018676,yes,"POLYGON ((9.7223937 51.1889041, 9.7227587 51.1890024, 9.7231624 51.1891112, 9.7236937 51.1892543, 9.7237364 51.1891921, 9.722550399999999 51.1888725, 9.722436399999999 51.1888418, 9.7223937 51.1889041))",,,,,,9.723064929699849,51.189048038230496,9.589425999918853e-08,2
680018677,yes,"POLYGON ((9.722922499999999 51.1894609, 9.722876599999999 51.189528, 9.7236432 51.1897345, 9.7236891 51.1896675, 9.722922499999999 51.1894609))",,,,,,9.723282769848137,51.18959770290521,6.088117500141621e-08,2
680018678,yes,"POLYGON ((9.722922499999999 51.1894609, 9.7236891 51.1896675, 9.723929 51.1893178, 9.7236937 51.1892543, 9.7231624 51.1891112, 9.722922499999999 51.1894609))",,,,,,9.723425767617002,51.189389333184316,3.1767641999929543e-07,2
680018679,yes,"POLYGON ((9.722251999999999 51.189741, 9.7227587 51.1890024, 9.7223937 51.1889041, 9.721887000000001 51.1896427, 9.7219511 51.1896599, 9.722251999999999 51.189741))",,,,,,9.722322860557078,51.1893225370694,3.193860949982643e-07,2
680018680,yes,"POLYGON ((9.7226558 51.1898498, 9.722876599999999 51.189528, 9.722922499999999 51.1894609, 9.7231624 51.1891112, 9.7227587 51.1890024, 9.722251999999999 51.189741, 9.7226558 51.1898498))",,,,,,9.722707212842225,51.18942612232215,3.53339739999919e-07,2
680018681,yes,"POLYGON ((9.722005299999999 51.1901008, 9.722251999999999 51.189741, 9.7219511 51.1896599, 9.721841100000001 51.1900584, 9.722005299999999 51.1901008))",,,,,,9.72202106669674,51.18987128659152,9.918444499975936e-08,2
