,building,geometry,amenity,shop,leisure,sport,building:levels,name,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
122546758,yes,"POLYGON ((9.2003488 50.189764, 9.2003068 50.1897242, 9.2002104 50.189766, 9.200086000000001 50.1898198, 9.200127999999999 50.1898596, 9.2003488 50.189764))",,,,,,,9.200217408679634,50.18979191163779,1.2796239999499319e-08,4
122546759,yes,"POLYGON ((9.200533699999999 50.1900816, 9.200500999999999 50.1900519, 9.2003463 50.1901222, 9.200377100000001 50.1901502, 9.200365700000001 50.1901553, 9.200400500000001 50.1901869, 9.2004567 50.1901614, 9.200423799999999 50.1901314, 9.200533699999999 50.1900816))",,,,,,,9.200432343860864,50.190117349563636,9.433550000017522e-09,4
122653772,yes,"POLYGON ((9.1995196 50.1887034, 9.1995802 50.1886032, 9.1999137 50.1886863, 9.1999107 50.1886912, 9.199870000000001 50.1887586, 9.1998531 50.1887865, 9.1995196 50.1887034))",townhall,,,,,Rathaus Linsengericht,9.199716649034123,50.18869485106144,3.845249499938677e-08,4
122653773,yes,"POLYGON ((9.200025500000001 50.1888096, 9.199902 50.1887804, 9.1999063 50.1887665, 9.199870000000001 50.1887586, 9.1999107 50.1886912, 9.1999792 50.1887097, 9.2001393 50.1886581, 9.200152299999999 50.1886696, 9.2001943 50.1887189, 9.2000551 50.1887564, 9.200025500000001 50.1888096))",,,,,,,9.200023610625692,50.18873216661519,2.3629715000491245e-08,4
122653774,yes,"POLYGON ((9.199532899999999 50.1881096, 9.199714 50.1881618, 9.199763900000001 50.1880903, 9.1995828 50.1880382, 9.199532899999999 50.1881096))",,,,,,,9.19964841625029,50.18809998197562,1.5541880000187243e-08,4
122653775,yes,"POLYGON ((9.1998149 50.189286, 9.1998772 50.1893127, 9.199936900000001 50.1893383, 9.1999976 50.1892799, 9.1999587 50.1892632, 9.2000385 50.1891864, 9.1999554 50.1891508, 9.1999342 50.1891712, 9.1998657 50.1892372, 9.1998149 50.189286))",,,,,,,9.199930264933394,50.189247071172005,1.951913000042141e-08,4
122653776,yes,"POLYGON ((9.1997263 50.1891782, 9.1998657 50.1892372, 9.1999342 50.1891712, 9.199796299999999 50.189109, 9.1997263 50.1891782))",,,,,,,9.199830220927845,50.189173651147215,1.3569289999983748e-08,4
122653777,yes,"POLYGON ((9.199796299999999 50.189109, 9.1997263 50.1891782, 9.1996164 50.189132, 9.19969 50.1890624, 9.199796299999999 50.189109))",,,,,,,9.19970695302677,50.18912044298899,1.083366000021252e-08,4
122653778,yes,"POLYGON ((9.1994656 50.1891456, 9.1995003 50.1891409, 9.199503399999999 50.1891494, 9.1995711 50.1891399, 9.1995694 50.1891309, 9.199598 50.1891265, 9.1996164 50.189132, 9.19969 50.1890624, 9.1996602 50.1890547, 9.1996644 50.1890496, 9.199663899999999 50.1890362, 9.1995998 50.1890147, 9.199548 50.1890198, 9.199435899999999 50.1890336, 9.1994656 50.1891456))",,,,,,,9.199552216596947,50.18907788381267,2.379225000028294e-08,4
122653779,yes,"POLYGON ((9.199391500000001 50.1889371, 9.1994208 50.1890355, 9.199435899999999 50.1890336, 9.199548 50.1890198, 9.199538499999999 50.188988, 9.1995529 50.1889862, 9.199544599999999 50.1889582, 9.199530299999999 50.1889599, 9.199518899999999 50.1889214, 9.199391500000001 50.1889371))",,,,,,,9.199472015456296,50.18897825972388,1.3397020000189412e-08,4
122653780,yes,"POLYGON ((9.199474 50.1886624, 9.1994176 50.1887088, 9.199314599999999 50.1886572, 9.1993648 50.1886159, 9.199370999999999 50.1886108, 9.199474 50.1886624))",,,,,,,9.199394299885125,50.1886597999172,7.689460000148444e-09,4
122653781,yes,"POLYGON ((9.200299100000001 50.1886972, 9.2002664 50.1886428, 9.2002465 50.1886078, 9.200364199999999 50.18858, 9.2004158 50.1886703, 9.200299100000001 50.1886972))",,,,,,,9.200331257210516,50.18863875170535,1.1986324999664686e-08,4
122653782,yes,"POLYGON ((9.199570599999999 50.188537, 9.199495799999999 50.1886058, 9.199267600000001 50.1885036, 9.1993039 50.1884704, 9.199344699999999 50.1884327, 9.1994034 50.1884623, 9.1994775 50.1884957, 9.1995627 50.188533, 9.199570599999999 50.188537))",,,,,,,9.19941893982877,50.188520064006816,2.3410649999603557e-08,4
122653783,yes,"POLYGON ((9.199664 50.1885552, 9.199745 50.188579, 9.1997518 50.1885695, 9.1997351 50.1885646, 9.1997933 50.188483, 9.199729 50.1884641, 9.199664 50.1885552))",,,,,,,9.199728954488746,50.18852049086452,7.278910000035448e-09,4
122653784,yes,"POLYGON ((9.199867100000001 50.1886038, 9.199841599999999 50.1885961, 9.199832900000001 50.1886082, 9.199770600000001 50.1885895, 9.199779100000001 50.1885778, 9.1997518 50.1885695, 9.1997351 50.1885646, 9.1997933 50.188483, 9.1998193 50.188448, 9.1999516 50.1884876, 9.199867100000001 50.1886038))",,,,,,,9.199841439055328,50.188528967278565,1.9648690000001783e-08,4
122653785,yes,"POLYGON ((9.199647199999999 50.188428, 9.199678499999999 50.1883589, 9.1995048 50.1883207, 9.1994896 50.1883383, 9.1995021 50.1883458, 9.199481799999999 50.1883599, 9.1995212 50.1883661, 9.1995051 50.1884015, 9.199647199999999 50.188428))",,,,,,,9.199582176592326,50.18837475725984,1.2455090000382098e-08,4
122653786,yes,"POLYGON ((9.200056500000001 50.188479, 9.200203200000001 50.1884255, 9.200172 50.1883902, 9.2001303 50.1883431, 9.2000362 50.1883774, 9.1999835 50.1883966, 9.1999909 50.1884049, 9.200056500000001 50.188479))",,,,,,,9.200093384856817,50.188411045196155,1.599389500049479e-08,4
122653787,yes,"POLYGON ((9.199797800000001 50.1883087, 9.199893100000001 50.188346, 9.199969899999999 50.1882653, 9.199884300000001 50.1882318, 9.1998745 50.1882279, 9.199797800000001 50.1883087))",,,,,,,9.19988382342324,50.1882869751389,1.0563355000296978e-08,4
122653788,yes,"POLYGON ((9.1998408 50.1888768, 9.199800099999999 50.18887, 9.1998186 50.1888273, 9.1999966 50.188857, 9.1999318 50.1890039, 9.199796299999999 50.189109, 9.19969 50.1890624, 9.1998041 50.1889667, 9.1998408 50.1888768))",,,,,,Zehntscheune,9.199856053821321,50.18896433698209,3.92083200005252e-08,4
122653789,yes,"POLYGON ((9.199195700000001 50.1883932, 9.199234300000001 50.1883667, 9.1992642 50.1883843, 9.199344699999999 50.1884327, 9.1993039 50.1884704, 9.1992262 50.1884217, 9.199233100000001 50.1884163, 9.199195700000001 50.1883932))",,,,,,,9.199271281768054,50.18841796573317,6.5501049996532445e-09,4
122653790,yes,"POLYGON ((9.199068499999999 50.1884941, 9.1991578 50.1885184, 9.199196600000001 50.1884322, 9.199106 50.1884157, 9.199068499999999 50.1884941))",,,,,,,9.199132818077809,50.18846541106675,8.181144999976466e-09,4
122653792,yes,"POLYGON ((9.200203200000001 50.1884255, 9.200172 50.1883902, 9.2002056 50.1883779, 9.200190900000001 50.1883614, 9.2002533 50.1883386, 9.200247600000001 50.1883322, 9.200284699999999 50.1883187, 9.200290799999999 50.1883256, 9.200306400000001 50.18832, 9.2003509 50.1883703, 9.200203200000001 50.1884255))",,,,,,,9.200260062104185,50.18837067416792,9.662140000275973e-09,4
122653793,yes,"POLYGON ((9.200299100000001 50.1886972, 9.2002664 50.1886428, 9.200152299999999 50.1886696, 9.2001943 50.1887189, 9.200299100000001 50.1886972))",,,,,,,9.200228167914453,50.188681581161035,6.580720000242575e-09,4
122653795,yes,"POLYGON ((9.1993077 50.1880403, 9.1993174 50.1880435, 9.199383900000001 50.1880652, 9.1993879 50.1880602, 9.1994341 50.1880753, 9.199476799999999 50.1880214, 9.1993543 50.1879814, 9.1993077 50.1880403))",,,,,,,9.199391675521268,50.188029547327446,8.788990000263249e-09,4
122653796,yes,"POLYGON ((9.1990908 50.1885774, 9.1990994 50.1885679, 9.199146499999999 50.1885158, 9.199242099999999 50.1885514, 9.1991864 50.188613, 9.1990908 50.1885774))",,,,,,,9.199166452100735,50.188564400414585,7.871574999782257e-09,4
122653797,yes,"POLYGON ((9.2000776 50.1881158, 9.200116599999999 50.1881417, 9.200103 50.1881504, 9.2001224 50.1881755, 9.2001483 50.188192, 9.2001712 50.1881772, 9.200194700000001 50.1881934, 9.200304600000001 50.1881251, 9.2002457 50.1880874, 9.200257000000001 50.188081, 9.2001948 50.1880359, 9.2001872 50.1880353, 9.2001793 50.1880357, 9.200171599999999 50.1880389, 9.2001227 50.1880714, 9.2001347 50.1880799, 9.2000776 50.1881158))",,,,,,,9.20018649265742,50.18811783282517,1.9882045000310845e-08,4
122653798,yes,"POLYGON ((9.1994416 50.1883877, 9.199481799999999 50.1883599, 9.1995021 50.1883458, 9.1994896 50.1883383, 9.199412499999999 50.1882925, 9.199351999999999 50.1883344, 9.199359400000001 50.1883388, 9.1994416 50.1883877))",,,,,,,9.199427075982287,50.18834009815515,6.9829149997085675e-09,4
122653799,yes,"POLYGON ((9.199897099999999 50.1882154, 9.199923200000001 50.1881788, 9.1999481 50.1881438, 9.1999072 50.1881318, 9.1999137 50.1881227, 9.1998344 50.1880994, 9.1998286 50.1881076, 9.199763900000001 50.1880903, 9.199714 50.1881618, 9.1997736 50.1881799, 9.1997689 50.1881865, 9.1998449 50.1882089, 9.199850100000001 50.1882016, 9.199897099999999 50.1882154))",,,,,,,9.199831956428003,50.188152367792185,1.746687999998003e-08,4
122653800,yes,"POLYGON ((9.199389500000001 50.1881917, 9.199473100000001 50.1880885, 9.1994341 50.1880753, 9.1993879 50.1880602, 9.199383900000001 50.1880652, 9.1993174 50.1880435, 9.1992882 50.1880795, 9.199335 50.1880951, 9.199285 50.1881568, 9.199389500000001 50.1881917))",,,,,,,9.199371888747363,50.18811586185132,1.5724599999893994e-08,4
122666466,yes,"POLYGON ((9.199778500000001 50.1898935, 9.1996532 50.1898306, 9.199581999999999 50.1898892, 9.199634 50.1899153, 9.1995986 50.1899444, 9.199671800000001 50.1899811, 9.199778500000001 50.1898935))",,,,,,,9.199674080939804,50.18990412199759,1.524377499986052e-08,4
122666467,yes,"POLYGON ((9.1992432 50.1893409, 9.1993124 50.1892806, 9.199211699999999 50.1892329, 9.199142399999999 50.1892931, 9.1992432 50.1893409))",,,,,,,9.199227421775644,50.189286884183154,9.376874999874447e-09,4
122666468,yes,"POLYGON ((9.2004001 50.1903207, 9.200178899999999 50.1901432, 9.200108 50.1901853, 9.200076599999999 50.1901636, 9.200043600000001 50.1901789, 9.2000309 50.1901708, 9.199992200000001 50.1901892, 9.1999809 50.1901946, 9.2000539 50.1902561, 9.2001057 50.1902338, 9.200284099999999 50.1903763, 9.2004001 50.1903207))",,,,,,,9.20020403977628,50.19025256333461,3.85491699992744e-08,4
122666469,yes,"POLYGON ((9.199112899999999 50.1891913, 9.199159699999999 50.1891659, 9.199203799999999 50.189142, 9.199165000000001 50.1891125, 9.1991722 50.1891086, 9.199158799999999 50.1890984, 9.1991505 50.1891029, 9.1991379 50.1890933, 9.199047999999999 50.189142, 9.199112899999999 50.1891913))",,,,,,,9.19912644700043,50.189141513552464,7.78682999967315e-09,4
122666470,yes,"POLYGON ((9.199347100000001 50.1887678, 9.1994162 50.1887134, 9.1992735 50.1886386, 9.1992463 50.18866, 9.199204399999999 50.188693, 9.199347100000001 50.1887678))",,,,,,,9.199310297495906,50.18870319857048,1.293203000050907e-08,4
122666471,yes,"POLYGON ((9.199040099999999 50.1889946, 9.1991116 50.1889226, 9.1990154 50.1888833, 9.198948 50.1889512, 9.1989439 50.1889553, 9.199040099999999 50.1889946))",,,,,,,9.199027756175063,50.18893895094934,9.735325000294931e-09,4
122666472,yes,"POLYGON ((9.1989778 50.1887042, 9.199113499999999 50.1887547, 9.199178099999999 50.1886831, 9.1990424 50.1886326, 9.1989778 50.1887042))",,,,,,,9.19907795,50.188693650000005,1.2978419999756731e-08,4
122666473,yes,"POLYGON ((9.198868300000001 50.1889739, 9.198901599999999 50.1889334, 9.1989217 50.1889089, 9.1989125 50.1889058, 9.1989214 50.1888949, 9.198957099999999 50.188907, 9.199007999999999 50.188845, 9.198854000000001 50.1887928, 9.198802799999999 50.188855, 9.1988342 50.1888657, 9.198823600000001 50.1888786, 9.198718400000001 50.188843, 9.198666899999999 50.1889057, 9.1988292 50.1889607, 9.198868300000001 50.1889739))",,,,,,,9.198843225758573,50.18888343003299,2.985999500018196e-08,4
122666474,yes,"POLYGON ((9.1989477 50.1886934, 9.199065900000001 50.1885544, 9.1990555 50.1885508, 9.1990116 50.1885354, 9.1990227 50.1885224, 9.198964 50.1885018, 9.198834700000001 50.1886538, 9.1989477 50.1886934))",,,,,,,9.198952035665071,50.188600147827394,2.137363000013995e-08,4
122666475,yes,"POLYGON ((9.1988998 50.1884592, 9.198983200000001 50.1884461, 9.198969999999999 50.1884075, 9.1987655 50.1884351, 9.1987524 50.1884968, 9.1988448 50.1885034, 9.198851700000001 50.1884654, 9.198858599999999 50.1884889, 9.1989074 50.1884822, 9.1988998 50.1884592))",,,,,,,9.198856687876559,50.18845425324446,1.2818910000620071e-08,4
122666476,yes,"POLYGON ((9.1983792 50.1886434, 9.1983482 50.1886807, 9.1984598 50.1887189, 9.1984861 50.1886873, 9.198555199999999 50.1886042, 9.198388700000001 50.1885472, 9.198324400000001 50.1886246, 9.1983792 50.1886434))",,,,,,,9.198434833090671,50.18863070356733,2.190276499937626e-08,4
122666477,yes,"POLYGON ((9.198620999999999 50.188409, 9.1985625 50.1883879, 9.198584500000001 50.1883627, 9.198522199999999 50.1883402, 9.1984998 50.1883659, 9.1983859 50.1883248, 9.198315300000001 50.1884056, 9.198440700000001 50.1884508, 9.1985501 50.1884902, 9.198620999999999 50.188409))",,,,,,,9.19847387831788,50.188404145119975,2.7070754999763657e-08,4
122666478,yes,"POLYGON ((9.198126999999999 50.188526, 9.1981769 50.1884624, 9.198055099999999 50.188423, 9.198005200000001 50.1884867, 9.1980606 50.1885045, 9.198126999999999 50.188526))",,,,,,,9.198091052065438,50.188474503411854,9.71154500019744e-09,4
122666479,yes,"POLYGON ((9.197927699999999 50.1880732, 9.1978949 50.1881194, 9.197862499999999 50.1881652, 9.197815800000001 50.1882399, 9.197915 50.1882666, 9.197986200000001 50.1881628, 9.198196299999999 50.1881946, 9.1982047 50.1881828, 9.1982815 50.1881927, 9.198339199999999 50.1881313, 9.1983794 50.1880873, 9.1984046 50.188058, 9.198373699999999 50.1880514, 9.1983885 50.1880103, 9.197939099999999 50.1879325, 9.1979214 50.1879735, 9.1979679 50.1879846, 9.197927699999999 50.1880732))",,,,,,Bürgerhaus,9.198108658128696,50.18808741927542,1.0261711999966673e-07,4
122666480,yes,"POLYGON ((9.1976364 50.1882654, 9.197574899999999 50.1883544, 9.1977624 50.1884077, 9.1977426 50.1884365, 9.1978138 50.1884567, 9.197833599999999 50.188428, 9.1978452 50.1884313, 9.1979066 50.1883423, 9.1976364 50.1882654))",,,,,,,9.197744480579948,50.188354917895175,3.122008500011013e-08,4
122666481,yes,"POLYGON ((9.1976581 50.1881984, 9.197686900000001 50.1881556, 9.1976973 50.1881585, 9.197717300000001 50.1881287, 9.197706699999999 50.1881258, 9.1977242 50.1880998, 9.1976096 50.1880681, 9.197543400000001 50.1881667, 9.1976581 50.1881984))",,,,,,,9.197635659279117,50.188133502113544,1.3774004999358756e-08,4
122666482,yes,"POLYGON ((9.197296 50.1884028, 9.1973512 50.188328, 9.1971642 50.188271, 9.1971089 50.1883459, 9.197296 50.1884028))",,,,,,,9.197230052293108,50.18833691895978,1.714718000000896e-08,4
122666483,yes,"POLYGON ((9.1973 50.1881582, 9.1972991 50.1880656, 9.197048199999999 50.1880504, 9.197046 50.1880811, 9.1969923 50.1880765, 9.196988299999999 50.1881112, 9.196985700000001 50.1881337, 9.1970335 50.1881365, 9.197032999999999 50.1881419, 9.1971661 50.1881472, 9.197167 50.1881423, 9.1972304 50.1881431, 9.197229099999999 50.1881579, 9.1973 50.1881582))",,,,,,,9.197153478716649,50.18810380315218,2.609244499965132e-08,4
122666484,yes,"POLYGON ((9.196833399999999 50.1884981, 9.196915600000001 50.1884053, 9.196897099999999 50.1883985, 9.196744799999999 50.188343, 9.196662699999999 50.1884358, 9.196833399999999 50.1884981))",,,,,,,9.19678914569244,50.188420540004245,2.0967989999443784e-08,4
