,building,geometry,amenity,shop,leisure,sport,healthcare,building:levels,name,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
62041428,yes,"POLYGON ((9.3450314 50.2292718, 9.345069199999999 50.2292523, 9.3450978 50.229253, 9.3452798 50.2291593, 9.3452862 50.2291414, 9.345314500000001 50.2291257, 9.345082400000001 50.2289416, 9.345142900000001 50.2289104, 9.3449645 50.228769, 9.3449259 50.2287903, 9.3449004 50.2287879, 9.344719599999999 50.2288791, 9.344719599999999 50.2288954, 9.344678399999999 50.2289167, 9.3448776 50.2290745, 9.3448566 50.2290853, 9.3448873 50.2291096, 9.3448507 50.2291285, 9.3450314 50.2292718))",social_facility,,,,,,Altenpflegeheim St. Martin,9.344996319622398,50.22902107908839,1.5580725000096667e-07,2
62041429,yes,"POLYGON ((9.329661099999999 50.2311483, 9.329778299999999 50.2311977, 9.329803399999999 50.2311733, 9.3299074 50.2312171, 9.329993099999999 50.2311337, 9.329857000000001 50.2310765, 9.3298737 50.2310603, 9.329788499999999 50.2310244, 9.329661099999999 50.2311483))",,,,,,,,9.329825061501337,50.23112810685812,3.249319000017891e-08,2
62041430,yes,"POLYGON ((9.343788399999999 50.2293483, 9.343874400000001 50.2294226, 9.3439762 50.2293743, 9.3438891 50.2292991, 9.3438353 50.2293246, 9.343824100000001 50.229315, 9.343776099999999 50.2293377, 9.343788399999999 50.2293483))",,,,,,,,9.34387741654921,50.22935915142308,1.2579150000041398e-08,2
62041431,yes,"POLYGON ((9.342072699999999 50.2296859, 9.3421267 50.2297647, 9.342162200000001 50.2297547, 9.3421834 50.2297857, 9.342263900000001 50.2297632, 9.342243099999999 50.2297327, 9.342188800000001 50.2296534, 9.342072699999999 50.2296859))",,,,,,,,9.34216958903848,50.229719732877044,1.387067500030462e-08,2
62041432,yes,"POLYGON ((9.340346500000001 50.2308673, 9.3404794 50.2308458, 9.340458999999999 50.230794, 9.3405589 50.2307779, 9.3405694 50.2308047, 9.340661799999999 50.2307898, 9.3405994 50.2306318, 9.3404548 50.2306552, 9.340447899999999 50.2306375, 9.3402976 50.2306618, 9.340344200000001 50.2307797, 9.340313800000001 50.2307846, 9.340346500000001 50.2308673))",,,,,,,,9.340466403613004,50.2307369746077,5.4912414999930264e-08,2
62041433,yes,"POLYGON ((9.3422006 50.2300167, 9.3420638 50.2300502, 9.3421082 50.2301245, 9.3422024 50.2301015, 9.342226500000001 50.2301419, 9.342269099999999 50.2301315, 9.342245500000001 50.2300919, 9.3422006 50.2300167))",,,,,,,,9.342166186703528,50.23007725748998,1.3629180000361036e-08,2
62041434,yes,"POLYGON ((9.343686099999999 50.2293968, 9.3437079 50.2294156, 9.343693200000001 50.2294226, 9.343719 50.2294449, 9.3437328 50.2294384, 9.343771200000001 50.2294715, 9.343874400000001 50.2294226, 9.343788399999999 50.2293483, 9.343686099999999 50.2293968))",,,,,,,,9.343777389518895,50.22941071276253,1.2324985000204924e-08,2
62041435,yes,"POLYGON ((9.342188800000001 50.2296534, 9.342243099999999 50.2297327, 9.3423564 50.229701, 9.342302099999999 50.2296217, 9.342188800000001 50.2296534))",,,,,,,,9.3422726,50.22967719999999,1.0705999999762619e-08,2
62041436,yes,"POLYGON ((9.3433393 50.2292478, 9.3434116 50.2293125, 9.3435398 50.2292539, 9.343467499999999 50.2291892, 9.3433393 50.2292478))",,,,,,,,9.343439550000001,50.22925084999999,1.2531319999857072e-08,2
62041437,yes,"POLYGON ((9.329980300000001 50.2315531, 9.330538199999999 50.2316658, 9.330620100000001 50.2315, 9.330062099999999 50.2313874, 9.329980300000001 50.2315531))",,,,,,,,9.33030020622142,50.23152658005049,1.0170061500029777e-07,2
62041438,yes,"POLYGON ((9.3444334 50.228686, 9.3444767 50.2287229, 9.344559200000001 50.2286832, 9.344631400000001 50.2287447, 9.344825 50.2286517, 9.3447307 50.2285714, 9.3446076 50.2286305, 9.3445865 50.2286125, 9.3444334 50.228686))",,,,,,,,9.344645119017889,50.22866086252968,3.1063085000034896e-08,2
62041439,yes,"POLYGON ((9.3463815 50.22837, 9.3464952 50.2283133, 9.346513399999999 50.2283282, 9.346577699999999 50.2282961, 9.3465597 50.2282813, 9.3468015 50.2281608, 9.3466845 50.2280647, 9.3462646 50.2282741, 9.3463815 50.22837))",,,,,,,,9.346533174596553,50.22821938943385,6.633262500050455e-08,2
62041440,yes,"POLYGON ((9.341624599999999 50.2300935, 9.341676 50.2301742, 9.341723200000001 50.2302481, 9.341828100000001 50.2302206, 9.3417818 50.230148, 9.3417295 50.2300661, 9.341624599999999 50.2300935))",,,,,,,,9.341726342045664,50.23015708551885,1.892665999972801e-08,2
62041441,yes,"POLYGON ((9.340299999999999 50.2302121, 9.3404446 50.230173, 9.340364299999999 50.2300515, 9.3402198 50.2300905, 9.340299999999999 50.2302121))",,,,,,,,9.340332175380132,50.23013178653112,2.07038150000203e-08,2
62041442,yes,"POLYGON ((9.3442595 50.2287731, 9.344351 50.228855, 9.344492499999999 50.2287904, 9.344401 50.2287085, 9.3442595 50.2287731))",,,,,,,,9.344375999999999,50.228781749999996,1.7499750000011886e-08,2
62041443,yes,"POLYGON ((9.3419455 50.2300649, 9.341997299999999 50.2301516, 9.3421082 50.2301245, 9.3420638 50.2300502, 9.342056400000001 50.2300378, 9.3419455 50.2300649))",,,,,,,,9.34202684834506,50.230094700801445,1.1018440000098422e-08,2
62190337,yes,"POLYGON ((9.3414529 50.2281914, 9.3415549 50.2281454, 9.3414316 50.2280335, 9.341353 50.228069, 9.3413851 50.2280981, 9.3413617 50.2281087, 9.3414529 50.2281914))",,,,,,,,9.341447639881594,50.22811396275911,1.6066319999794233e-08,2
62190338,yes,"POLYGON ((9.3387042 50.2282412, 9.3387533 50.2282994, 9.3389031 50.2282477, 9.338844099999999 50.2281778, 9.3387964 50.2281942, 9.338734000000001 50.2282158, 9.338743900000001 50.2282275, 9.3387042 50.2282412))",,,,,,,,9.338802400087927,50.228239056587924,1.2923709999756305e-08,2
62190339,yes,"POLYGON ((9.3417805 50.2280269, 9.341911 50.2279572, 9.341832200000001 50.2278969, 9.341806099999999 50.2279108, 9.341749800000001 50.2278677, 9.3416754 50.2279075, 9.3417502 50.2279648, 9.3417203 50.2279808, 9.3417805 50.2280269))",,,,,,,,9.341789804601962,50.22794585471525,1.808735500073191e-08,2
62190340,yes,"POLYGON ((9.340893400000001 50.2290196, 9.3409399 50.229092, 9.3410555 50.2290616, 9.3410093 50.2289896, 9.340991600000001 50.2289942, 9.340981299999999 50.2289782, 9.340904099999999 50.2289985, 9.3409142 50.2290141, 9.340893400000001 50.2290196))",,,,,,,,9.340971068204505,50.2290350258018,1.11881000000181e-08,2
62190341,yes,"POLYGON ((9.338501600000001 50.2289236, 9.3385231 50.2289467, 9.338498299999999 50.228955, 9.338513499999999 50.2289735, 9.3384725 50.2289873, 9.3385154 50.2290394, 9.3386569 50.2289918, 9.3386244 50.2289522, 9.3386513 50.2289432, 9.338606199999999 50.2288884, 9.338501600000001 50.2289236))",,,,,,,,9.338567357776379,50.228965346795505,1.5997909999660657e-08,2
62190342,yes,"POLYGON ((9.343156 50.2288148, 9.343241000000001 50.2288367, 9.343256500000001 50.2288528, 9.343406399999999 50.2287939, 9.343295400000001 50.2286783, 9.3431873 50.2287208, 9.343175199999999 50.2287081, 9.343086899999999 50.2287428, 9.343156 50.2288148))",,,,,,,,9.3432501419483,50.2287672797465,3.048708500047249e-08,2
62190343,yes,"POLYGON ((9.3387811 50.2284539, 9.3388341 50.2285196, 9.3388901 50.2285011, 9.3389399 50.2285629, 9.339108 50.2285075, 9.339054900000001 50.2284416, 9.3389846 50.2284647, 9.338934999999999 50.2284031, 9.3387811 50.2284539))",,,,,,,,9.338943656549763,50.228482724561005,2.631542999994166e-08,2
62190344,yes,"POLYGON ((9.3397255 50.2298206, 9.3398232 50.229761, 9.3397659 50.2297225, 9.3398004 50.2297015, 9.3397089 50.2296401, 9.339401799999999 50.2298274, 9.3394248 50.2298429, 9.3393991 50.2298583, 9.339445599999999 50.2299015, 9.3396554 50.2297736, 9.3397255 50.2298206))",,,,,,,,9.339619078634264,50.229766613813496,4.246814000046733e-08,2
62190347,yes,"POLYGON ((9.339408000000001 50.2309087, 9.339602299999999 50.2308586, 9.339626600000001 50.2308971, 9.3398231 50.2308464, 9.339798399999999 50.2308071, 9.339943999999999 50.2307696, 9.3398366 50.2305992, 9.3392512 50.2307501, 9.3392806 50.2307968, 9.339329599999999 50.2307842, 9.339408000000001 50.2309087))",,,,,,,,9.339621286612708,50.23076154065548,1.1807779999913813e-07,2
62190348,yes,"POLYGON ((9.338408299999999 50.2288367, 9.3384359 50.2288702, 9.338452999999999 50.2288645, 9.338501600000001 50.2289236, 9.338606199999999 50.2288884, 9.3385601 50.2288323, 9.338541599999999 50.2288385, 9.338511499999999 50.2288019, 9.338408299999999 50.2288367))",,,,,,,,9.338509303052192,50.228862106655654,1.2248520000072713e-08,2
62190351,yes,"POLYGON ((9.342080299999999 50.2289304, 9.342199799999999 50.2288924, 9.3421044 50.2287694, 9.3419849 50.2288074, 9.342080299999999 50.2289304))",,,,,,,,9.342092349999998,50.2288499,1.8323700000594388e-08,2
62190352,yes,"POLYGON ((9.3418846 50.2292683, 9.341901500000001 50.2292642, 9.3419299 50.2293123, 9.342053099999999 50.2292824, 9.3420345 50.2292482, 9.3420475 50.2292348, 9.342048699999999 50.2292196, 9.342037700000001 50.2292077, 9.3420202 50.2292017, 9.3419808 50.2291356, 9.3418279 50.2291727, 9.3418846 50.2292683))",,,,,,,,9.34194803203776,50.229222613074846,2.4152610000050133e-08,2
62190353,yes,"POLYGON ((9.341650599999999 50.229652, 9.341844099999999 50.2296033, 9.341792699999999 50.2295195, 9.3417236 50.2295368, 9.3417157 50.2295239, 9.3415914 50.2295551, 9.341602699999999 50.2295736, 9.3415578 50.2295849, 9.341589000000001 50.2296357, 9.341633699999999 50.2296245, 9.341650599999999 50.229652))",,,,,,,,9.34170226576367,50.22958468940907,2.3211620000435227e-08,2
62190354,yes,"POLYGON ((9.3384892 50.2280889, 9.338576700000001 50.2281926, 9.3386934 50.2281523, 9.3386668 50.2281208, 9.338707299999999 50.2281068, 9.3386715 50.2280644, 9.3386295 50.2280789, 9.338604399999999 50.2280491, 9.3384892 50.2280889))",,,,,,,,9.338600916415094,50.22811729020092,1.7788229999824546e-08,2
62190355,yes,"POLYGON ((9.337288300000001 50.2270647, 9.337356 50.2271465, 9.3373679 50.2271425, 9.337507199999999 50.2270954, 9.337439399999999 50.2270135, 9.337288300000001 50.2270647))",,,,,,,,9.337397742903624,50.22708002515943,1.5838685000308703e-08,2
62190357,yes,"POLYGON ((9.3429728 50.2285979, 9.3430315 50.2285746, 9.3430195 50.2285622, 9.343052399999999 50.2285492, 9.342980300000001 50.2284746, 9.3428886 50.2285109, 9.3429728 50.2285979))",,,,,,,,9.342972978933437,50.228534855834496,1.0461919999847882e-08,2
62190359,yes,"POLYGON ((9.342447200000001 50.228785, 9.3424762 50.228774, 9.3424885 50.2287874, 9.3425514 50.2287638, 9.3424706 50.2286758, 9.342378800000001 50.2287104, 9.342447200000001 50.228785))",,,,,,,,9.342464928424969,50.228734604467995,1.0349610000332019e-08,2
62190362,yes,"POLYGON ((9.3413936 50.2286896, 9.341438800000001 50.2287615, 9.341604 50.228719, 9.341549199999999 50.2286319, 9.3414059 50.2286688, 9.341415400000001 50.228684, 9.3413936 50.2286896))",,,,,,,,9.341496243423789,50.228697118834646,1.6327904999212605e-08,2
62190364,yes,"POLYGON ((9.340178 50.228938, 9.340359100000001 50.2288903, 9.340344 50.2288669, 9.3402897 50.2287825, 9.340108600000001 50.2288302, 9.340178 50.228938))",,,,,,,,9.340233841878204,50.228860251144724,2.2831050000178807e-08,2
62190365,yes,"POLYGON ((9.3409353 50.2282561, 9.341103800000001 50.2282129, 9.3410568 50.2281378, 9.3408883 50.228181, 9.3409353 50.2282561))",,,,,,,,9.34099605,50.22819695,1.4684750000716188e-08,2
62190366,yes,"POLYGON ((9.342223000000001 50.2291777, 9.342363300000001 50.2291433, 9.3423058 50.2290472, 9.3421655 50.2290817, 9.342223000000001 50.2291777))",,,,,,,,9.342264408829962,50.229112469416535,1.5456690000255143e-08,2
62190367,yes,"POLYGON ((9.3454262 50.227992, 9.345542200000001 50.2279153, 9.3454505 50.2278586, 9.3455005 50.2278255, 9.3456037 50.2278894, 9.345731199999999 50.2278051, 9.3456227 50.2277379, 9.345569100000001 50.2277734, 9.345452699999999 50.2277014, 9.345321500000001 50.2277883, 9.345366200000001 50.2278159, 9.345283800000001 50.2278704, 9.3453654 50.2279209, 9.3453392 50.2279382, 9.3454262 50.227992))",,,,,,,DRK-Haus,9.345483120019,50.22783566570633,5.921037000029977e-08,2
62190370,yes,"POLYGON ((9.3382469 50.2277483, 9.3383079 50.2278248, 9.3384395 50.2277818, 9.3383786 50.2277054, 9.3382469 50.2277483))",,,,,,,,9.33834320927563,50.22776507914883,1.2682445000289275e-08,2
62190371,yes,"POLYGON ((9.339749400000001 50.2290532, 9.339885900000001 50.2290126, 9.3398661 50.2289853, 9.3399172 50.22897, 9.339861900000001 50.228894, 9.3397484 50.2289277, 9.3397548 50.2289365, 9.339658999999999 50.2289651, 9.3397018 50.229024, 9.3397235 50.2290176, 9.339749400000001 50.2290532))",,,,,,,,9.33979380611916,50.22897454039625,2.266224000022607e-08,2
62190372,yes,"POLYGON ((9.3434744 50.2284041, 9.343614499999999 50.2283338, 9.3434046 50.2281628, 9.343353199999999 50.2281885, 9.343420699999999 50.2282435, 9.343331900000001 50.2282881, 9.3434744 50.2284041))",,,,,,,,9.34346424762347,50.228294989484176,3.083952499972773e-08,2
62190373,yes,"POLYGON ((9.337973699999999 50.2275872, 9.3377683 50.2276466, 9.337797399999999 50.2276897, 9.337886599999999 50.227664, 9.337899500000001 50.2276822, 9.3380168 50.2276482, 9.337973699999999 50.2275872))",,,,,,,,9.337898705687454,50.227641859985106,1.3195004999225139e-08,2
62190375,yes,"POLYGON ((9.341310200000001 50.2285548, 9.3414611 50.2285182, 9.3414246 50.2284569, 9.3414012 50.2284626, 9.3413877 50.2284399, 9.341267999999999 50.228469, 9.3412784 50.2284865, 9.3412103 50.228503, 9.3412431 50.2285582, 9.3413035 50.2285435, 9.341310200000001 50.2285548))",,,,,,,,9.341337358245662,50.22850250533871,1.7545035000382936e-08,2
62190377,yes,"POLYGON ((9.3451781 50.2281254, 9.3453154 50.228038, 9.345189899999999 50.2279573, 9.3450525 50.2280447, 9.3451781 50.2281254))",,,,,,,,9.345183966636798,50.22804135042551,2.2057215000519978e-08,2
62190378,yes,"POLYGON ((9.343199800000001 50.2282288, 9.3433683 50.2281486, 9.3432575 50.2280532, 9.3431303 50.2281137, 9.3431681 50.2281462, 9.343126699999999 50.2281658, 9.343199800000001 50.2282288))",,,,,,,,9.343237770230248,50.228141100544946,2.287772999969446e-08,2
62190381,yes,"POLYGON ((9.3429813 50.2289065, 9.343005 50.2288972, 9.3430409 50.228933, 9.3429839 50.2289573, 9.343034100000001 50.229008, 9.3431713 50.2289464, 9.3430763 50.2288704, 9.3430977 50.2288631, 9.3430318 50.2287909, 9.342915400000001 50.2288344, 9.3429813 50.2289065))",,,,,,,,9.343041358192782,50.22889751045627,2.4274600000147862e-08,2
62190382,yes,"POLYGON ((9.3399997 50.2286746, 9.3401128 50.2286444, 9.3400438 50.2285384, 9.339930600000001 50.2285685, 9.3399997 50.2286746))",,,,,,,,9.340021713892424,50.22860647523473,1.4081414999940442e-08,2
62190383,yes,"POLYGON ((9.338730999999999 50.2283918, 9.3387811 50.2284539, 9.338934999999999 50.2284031, 9.3388849 50.228341, 9.338730999999999 50.2283918))",,,,,,,,9.338833000000001,50.22839745,1.210226999999017e-08,2
62190384,yes,"POLYGON ((9.3379537 50.2272816, 9.337913199999999 50.227295, 9.337928 50.2273153, 9.337968 50.2273061, 9.3380223 50.2273951, 9.338050300000001 50.2273876, 9.3382153 50.2273442, 9.338085100000001 50.2272303, 9.3379589 50.227288, 9.3379537 50.2272816))",,,,,,,,9.338069124459228,50.22731542496994,2.405130999980039e-08,2
62190385,yes,"POLYGON ((9.343747199999999 50.2286478, 9.343811499999999 50.2286201, 9.3437596 50.2285708, 9.343823799999999 50.2285431, 9.343767 50.2284892, 9.3437517 50.2284958, 9.3437321 50.2284772, 9.343618899999999 50.2285259, 9.343747199999999 50.2286478))",,,,,,,,9.343729014816141,50.22855514745634,1.7744744999886636e-08,2
62190387,yes,"POLYGON ((9.341438800000001 50.2287615, 9.3414866 50.2288376, 9.341646900000001 50.2287964, 9.3416248 50.2287613, 9.3417051 50.2287406, 9.3416794 50.2286997, 9.341604 50.228719, 9.341438800000001 50.2287615))",,,,,,,,9.341566039041679,50.22876864853759,1.7990145000361313e-08,2
62190388,yes,"POLYGON ((9.341893600000001 50.22855, 9.3419968 50.2284918, 9.341915999999999 50.2284331, 9.3419071 50.2284382, 9.3418128 50.2284913, 9.341893600000001 50.22855))",,,,,,,,9.341904810144355,50.22849156447993,1.0756230000064326e-08,2
62190389,yes,"POLYGON ((9.3406951 50.2287132, 9.3407473 50.2287936, 9.3408695 50.2287611, 9.340817700000001 50.2286813, 9.340790999999999 50.2286884, 9.340783099999999 50.2286762, 9.3407161 50.228694, 9.3407237 50.2287056, 9.3406951 50.2287132))",,,,,,,,9.340780146139254,50.22873383526311,1.241376500035567e-08,2
62190390,yes,"POLYGON ((9.3395498 50.2288066, 9.3396835 50.2287636, 9.339530999999999 50.2285694, 9.339450299999999 50.2285953, 9.3394637 50.2286124, 9.3394107 50.2286294, 9.3395498 50.2288066))",,,,,,,,9.339544367466207,50.2286907176629,3.138866499990961e-08,2
62190391,yes,"POLYGON ((9.340225800000001 50.2294071, 9.340358500000001 50.2293665, 9.3403013 50.2292899, 9.3403522 50.2292742, 9.340308 50.2291999, 9.340247700000001 50.2292183, 9.3402557 50.2292291, 9.3401508 50.2292612, 9.3401987 50.2293253, 9.340171 50.2293338, 9.340225800000001 50.2294071))",,,,,,,,9.340259582992077,50.229305561372286,2.511749000036293e-08,2
62190392,yes,"POLYGON ((9.3412688 50.2282718, 9.3414099 50.2282085, 9.3413468 50.228151, 9.3413156 50.228165, 9.341258099999999 50.2281126, 9.341189699999999 50.2281433, 9.341222 50.2281729, 9.341180700000001 50.2281914, 9.3412688 50.2282718))",,,,,,,,9.341285138367338,50.22819382437851,1.886835500035206e-08,2
62190393,yes,"POLYGON ((9.3379558 50.2278086, 9.3378575 50.2278418, 9.337889000000001 50.2278801, 9.337939499999999 50.2279414, 9.3380379 50.2279082, 9.3379558 50.2278086))",,,,,,,,9.337947675923624,50.227875007499954,1.2521319999604788e-08,2
62190394,yes,"POLYGON ((9.3375383 50.2273446, 9.337605699999999 50.2274254, 9.3376725 50.2274026, 9.3376927 50.2274267, 9.3377892 50.2273937, 9.337764 50.2273634, 9.3377512 50.2273678, 9.3376889 50.2272932, 9.3376796 50.2272963, 9.3375383 50.2273446))",,,,,,,,9.337661267458232,50.22736553796399,1.873438000002839e-08,2
62190395,yes,"POLYGON ((9.343706600000001 50.2282957, 9.3438344 50.228238, 9.343742799999999 50.2281551, 9.3436498 50.2281971, 9.3436655 50.2282114, 9.3436308 50.228227, 9.343706600000001 50.2282957))",,,,,,,,9.34372886258072,50.22822604935949,1.513296499929569e-08,2
62190396,yes,"POLYGON ((9.3389627 50.2293261, 9.3390673 50.2292795, 9.338996699999999 50.2292146, 9.338896200000001 50.2292593, 9.3388838 50.229248, 9.3388454 50.2292651, 9.3388787 50.2292957, 9.338913 50.2292804, 9.3389627 50.2293261))",,,,,,,,9.338965765630062,50.22927056776111,1.1709855000110869e-08,2
62190398,yes,"POLYGON ((9.337361899999999 50.2266399, 9.337750700000001 50.2265064, 9.337707399999999 50.2264548, 9.3375963 50.2264929, 9.3375311 50.2264153, 9.3372534 50.2265107, 9.337361899999999 50.2266399))",,,,,,,,9.337477781069188,50.226523756577734,5.3623635000885385e-08,2
62190399,yes,"POLYGON ((9.3407473 50.2287936, 9.340794900000001 50.228867, 9.3407371 50.2288823, 9.340770900000001 50.2289343, 9.340950899999999 50.2288865, 9.3408695 50.2287611, 9.3407473 50.2287936))",,,,,,,,9.340838240428603,50.22884997115151,2.1490559999719472e-08,2
62190400,yes,"POLYGON ((9.3425514 50.2287638, 9.3426127 50.2287408, 9.3426001 50.2287271, 9.3426308 50.2287157, 9.3425624 50.2286413, 9.3424706 50.2286758, 9.3425514 50.2287638))",,,,,,,,9.342553405105173,50.22870115756196,1.0310750000154481e-08,2
62190401,yes,"POLYGON ((9.343793700000001 50.2277046, 9.343879100000001 50.2276604, 9.344002700000001 50.2277579, 9.343901600000001 50.2278104, 9.3438667 50.2277829, 9.343843400000001 50.227795, 9.3437739 50.2277402, 9.3438131 50.22772, 9.343793700000001 50.2277046))",,,,,,,,9.343884206946635,50.22773887203076,1.8073645000414235e-08,2
62190402,yes,"POLYGON ((9.337445799999999 50.2272759, 9.3375108 50.2273539, 9.3375383 50.2273446, 9.3376796 50.2272963, 9.3376146 50.2272183, 9.337445799999999 50.2272759))",,,,,,,,9.33756270566373,50.22728611904185,1.691748000025472e-08,2
62190403,yes,"POLYGON ((9.3399325 50.2289911, 9.3401072 50.2289391, 9.340036599999999 50.228842, 9.339861900000001 50.228894, 9.3399172 50.22897, 9.3399325 50.2289911))",,,,,,,,9.339984557879628,50.228916546567206,2.063255500005975e-08,2
62190405,yes,"POLYGON ((9.3385411 50.2278943, 9.3385535 50.2278903, 9.3385064 50.2278313, 9.338484599999999 50.2278384, 9.3384395 50.2277818, 9.3383079 50.2278248, 9.3384 50.2279404, 9.338416 50.2279352, 9.3385411 50.2278943))",,,,,,,,9.338427502685716,50.2278613607439,2.0798804999803e-08,2
62190406,yes,"POLYGON ((9.344613000000001 50.2281403, 9.344681599999999 50.2281032, 9.344608600000001 50.2280479, 9.34454 50.228085, 9.344613000000001 50.2281403))",,,,,,,,9.344610799999998,50.22809410000001,6.501879999948095e-09,2
62190407,yes,"POLYGON ((9.342695000000001 50.228691, 9.3427218 50.2286806, 9.3427337 50.2286931, 9.3427896 50.2286709, 9.3427051 50.2285835, 9.342624199999999 50.2286157, 9.342695000000001 50.228691))",,,,,,,,9.342706233725398,50.228641222015966,9.427894999959339e-09,2
62190408,yes,"POLYGON ((9.344212499999999 50.228058, 9.344316900000001 50.2280018, 9.344212199999999 50.2279223, 9.344246800000001 50.2279037, 9.3441758 50.2278499, 9.3441294 50.227875, 9.344154100000001 50.2278937, 9.344061699999999 50.2279435, 9.344212499999999 50.228058))",,,,,,,,9.344189257872383,50.2279597210399,2.3992149999513792e-08,2
62190409,yes,"POLYGON ((9.3385154 50.2290394, 9.3385535 50.2290855, 9.338600700000001 50.2290696, 9.3386198 50.2290928, 9.338634000000001 50.229088, 9.338653000000001 50.2291111, 9.3387577 50.2290757, 9.338714 50.2290228, 9.3386894 50.2290311, 9.3386569 50.2289918, 9.3385154 50.2290394))",,,,,,,,9.33864001642709,50.229052564072944,1.5150014999495858e-08,2
62190410,yes,"POLYGON ((9.3371069 50.2268477, 9.337170800000001 50.2269231, 9.337182800000001 50.226919, 9.337319600000001 50.2268716, 9.337255799999999 50.2267962, 9.3371069 50.2268477))",,,,,,,,9.337213270870247,50.226859660512595,1.4515525000008831e-08,2
62190411,yes,"POLYGON ((9.337674099999999 50.2275734, 9.3375717 50.2276031, 9.337614200000001 50.2276632, 9.3375918 50.2276697, 9.337608299999999 50.2276929, 9.337733099999999 50.2276568, 9.337674099999999 50.2275734))",,,,,,,,9.33765003034078,50.22763269414649,1.091542500008882e-08,2
62190413,yes,"POLYGON ((9.340344 50.2288669, 9.340490000000001 50.2288285, 9.3404357 50.2287441, 9.3402897 50.2287825, 9.340344 50.2288669))",,,,,,,,9.340389850000001,50.2288055,1.4407519999951608e-08,2
62190416,yes,"POLYGON ((9.341474099999999 50.2293849, 9.341626400000001 50.2293459, 9.341562100000001 50.2292432, 9.341409799999999 50.2292822, 9.341474099999999 50.2293849))",,,,,,,,9.3415181,50.229314050000006,1.8148910000136303e-08,2
62190417,yes,"POLYGON ((9.3424926 50.2279451, 9.3425204 50.2279305, 9.3425881 50.2279835, 9.3426972 50.2279264, 9.342626599999999 50.2278712, 9.3426078 50.2278811, 9.342534499999999 50.2278238, 9.342491799999999 50.2278461, 9.342477199999999 50.2278347, 9.342437200000001 50.2278557, 9.3424525 50.2278676, 9.3424171 50.2278861, 9.3424926 50.2279451))",,,,,,,,9.342553718819143,50.22790242040004,2.2173649999632293e-08,2
62190418,yes,"POLYGON ((9.3405626 50.2296027, 9.3406082 50.229589, 9.340651100000001 50.2296474, 9.3407319 50.2296231, 9.3406883 50.2295637, 9.3406342 50.2294899, 9.3405293 50.2295214, 9.3405471 50.2295456, 9.3405255 50.2295521, 9.3405626 50.2296027))",,,,,,,,9.340625879942202,50.22956731679898,1.6667614999778627e-08,2
62190419,yes,"POLYGON ((9.3440423 50.2281404, 9.3441384 50.2280891, 9.3440327 50.228008, 9.3439087 50.2280742, 9.3439604 50.2281139, 9.343988400000001 50.228099, 9.3440423 50.2281404))",,,,,,,,9.344026424449762,50.22807574236757,1.509415499959006e-08,2
62190420,yes,"POLYGON ((9.3439403 50.2285114, 9.3440963 50.228438, 9.3439909 50.2283463, 9.343834899999999 50.2284197, 9.3439403 50.2285114))",,,,,,,,9.3439656,50.22842885000001,2.2041560000431105e-08,2
62190421,yes,"POLYGON ((9.337733099999999 50.2276568, 9.337608299999999 50.2276929, 9.337559300000001 50.2277071, 9.337598399999999 50.2277624, 9.337634899999999 50.2277518, 9.337662699999999 50.2277911, 9.3377456 50.2277671, 9.337709 50.2277153, 9.337797399999999 50.2276897, 9.3377683 50.2276466, 9.337733099999999 50.2276568))",,,,,,,,9.337678665073485,50.22771730913517,1.6465370000047723e-08,2
62190422,yes,"POLYGON ((9.3380241 50.2277474, 9.3379312 50.2277787, 9.3379558 50.2278086, 9.3380379 50.2279082, 9.3381308 50.2278769, 9.3380241 50.2277474))",,,,,,,,9.338030991561778,50.227827800607386,1.5372575000471888e-08,2
62190423,yes,"POLYGON ((9.340453500000001 50.2293458, 9.340623600000001 50.2293034, 9.340562800000001 50.2292034, 9.340392599999999 50.2292457, 9.340453500000001 50.2293458))",,,,,,,,9.340508108613435,50.22927457715871,1.9600504999392958e-08,2
62190424,yes,"POLYGON ((9.341631599999999 50.2281032, 9.3417385 50.2280455, 9.3416157 50.2279524, 9.3415219 50.228003, 9.341562 50.2280334, 9.341548899999999 50.2280405, 9.341631599999999 50.2281032))",,,,,,,,9.341627328015008,50.22802804872795,1.6356464999984208e-08,2
62190425,yes,"POLYGON ((9.338653000000001 50.2291111, 9.3386966 50.2291638, 9.3386201 50.2291896, 9.338657100000001 50.2292344, 9.3388332 50.2291689, 9.3387577 50.2290757, 9.338653000000001 50.2291111))",,,,,,,,9.338726451257735,50.22915536391864,1.681720499998115e-08,2
62190426,yes,"POLYGON ((9.337926 50.2275198, 9.337805599999999 50.2275546, 9.337832000000001 50.2275919, 9.337785500000001 50.2276053, 9.337773800000001 50.2275887, 9.3377341 50.2276002, 9.3377683 50.2276466, 9.337973699999999 50.2275872, 9.337926 50.2275198))",,,,,,,,9.337861806029458,50.22758371264199,1.366504499997111e-08,2
62190427,yes,"POLYGON ((9.3406073 50.2288786, 9.340706000000001 50.2288526, 9.3406454 50.2287584, 9.340546700000001 50.2287844, 9.3406073 50.2288786))",,,,,,,,9.340626350000003,50.2288185,1.0873140000389896e-08,2
