,building,geometry,amenity,shop,leisure,sport,building:levels,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
110742013,yes,"POLYGON ((11.9769369 47.8228184, 11.9769504 47.82269, 11.976766 47.8226812, 11.9767525 47.8228097, 11.9769369 47.8228184))",,,,,,11.976851438160015,47.8227498238281,2.3804305000397888e-08,2
110742014,yes,"POLYGON ((11.9704142 47.8248531, 11.9703428 47.8247492, 11.9700792 47.8248309, 11.9701506 47.8249348, 11.9704142 47.8248531))",,,,,,11.970246699999999,47.82484199999999,3.32214199999311e-08,2
110742019,yes,"POLYGON ((11.9784356 47.8235493, 11.9781279 47.8237071, 11.978199 47.8237696, 11.978295 47.8237204, 11.9783491 47.8237679, 11.9785608 47.8236593, 11.9784356 47.8235493))",,,,,,11.978355292304625,47.82366989222145,4.6388819999227627e-08,2
110742020,yes,"POLYGON ((11.9717819 47.8232669, 11.9719021 47.8232694, 11.9719067 47.8231856, 11.9717857 47.8231824, 11.9717819 47.8232669))",,,,,,11.971844021173252,47.82322602458826,1.0160459999903353e-08,2
110742026,yes,"POLYGON ((11.9709885 47.8249209, 11.9709644 47.8248422, 11.9708147 47.8248628, 11.9708388 47.8249415, 11.9709885 47.8249209))",,,,,,11.970901600000003,47.82489185,1.2277850000490701e-08,2
110742027,yes,"POLYGON ((11.9725062 47.8235467, 11.972524 47.8234424, 11.972343 47.8234285, 11.9723252 47.8235328, 11.9725062 47.8235467))",,,,,,11.972424599999998,47.8234876,1.9125720000630767e-08,2
110742039,yes,"POLYGON ((11.9892599 47.8252518, 11.9892514 47.8251546, 11.9891232 47.8251597, 11.9891317 47.8252569, 11.9892599 47.8252518))",,,,,,11.989191550000001,47.825205749999995,1.2504389999964047e-08,2
110742041,residential,"POLYGON ((11.9683442 47.8254935, 11.9682986 47.8254008, 11.968061 47.825458, 11.9681222 47.8255539, 11.9683442 47.8254935))",,,,,,11.96820499117874,47.82547646457219,2.4810060001072633e-08,2
110742043,house,"POLYGON ((11.9676096 47.8245242, 11.967577 47.8244129, 11.9678239 47.8243802, 11.967849 47.8244658, 11.9677337 47.824481, 11.9677412 47.8245068, 11.9676096 47.8245242))",,,,,,11.967707278939253,47.824448081449255,2.5467805000020316e-08,2
110742046,yes,"POLYGON ((11.9767272 47.8234006, 11.9765731 47.8233944, 11.9765613 47.8235255, 11.9765202 47.8235239, 11.9765112 47.8236233, 11.976561 47.8236253, 11.9765557 47.8236834, 11.9766835 47.8236886, 11.9766872 47.8236472, 11.9768296 47.823653, 11.9768411 47.8235255, 11.9767164 47.8235204, 11.9767272 47.8234006))",,,,,,11.976664785171163,47.8235528725485,6.346653500034455e-08,2
