,building,geometry,amenity,healthcare,healthcare:speciality,building:levels,school_type,type,members,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
47219110,yes,"POLYGON ((5.9680992 50.9828319, 5.968212 50.9828188, 5.9681965 50.982768, 5.9681813 50.982718, 5.9679716 50.9827433, 5.9679866 50.9827925, 5.9680024 50.9828441, 5.9680447 50.9828392, 5.9680519 50.9828608, 5.9680409 50.9828666, 5.9680289 50.982876, 5.968022 50.9828865, 5.968019 50.982898, 5.9680226 50.9829104, 5.9680303 50.9829212, 5.9680415 50.9829306, 5.9680535 50.9829365, 5.9680731 50.9829418, 5.9680901 50.9829427, 5.968106 50.9829413, 5.9681196 50.9829384, 5.9681319 50.9829344, 5.9681429 50.9829279, 5.9681505 50.9829218, 5.9681568 50.9829143, 5.9681608 50.9829068, 5.9681628 50.9828984, 5.9681614 50.9828895, 5.9681592 50.9828827, 5.9681545 50.9828764, 5.9681493 50.9828703, 5.9681416 50.9828645, 5.9681342 50.9828601, 5.9681216 50.9828557, 5.968106 50.9828512, 5.9680992 50.9828319))",restaurant,,,,,,,5.968091081279057,50.98281860249814,3.304963499996478e-08,3
47219119,yes,"POLYGON ((5.9761774 50.9846966, 5.9761401 50.984626, 5.9763073 50.9845907, 5.9763277 50.9846291, 5.9764199 50.9846095, 5.9764782 50.9847197, 5.9763631 50.984744, 5.9763331 50.9846873, 5.9762894 50.9846965, 5.9762911 50.9847, 5.9762686 50.9847046, 5.9762556 50.9846802, 5.9761774 50.9846966))",,,,,,,,5.9763179089766885,50.98466258501293,2.80530400001386e-08,3
47219152,yes,"POLYGON ((5.9775053 50.9845089, 5.9775296 50.9843877, 5.9776234 50.984395, 5.9776364 50.9843896, 5.977648 50.9843905, 5.9776582 50.9843982, 5.9776718 50.9843992, 5.9776472 50.9845203, 5.9775053 50.9845089))",,,,,,,,5.977588944051185,50.984453419784145,1.7660100000107116e-08,3
47219154,yes,"POLYGON ((5.9777642 50.9845142, 5.9777821 50.9844163, 5.9779348 50.9844275, 5.9779167 50.9845253, 5.9778362 50.9845196, 5.9777642 50.9845142))",,,,,,,,5.977849432818766,50.98447085190499,1.5144759999823212e-08,3
47219158,yes,"POLYGON ((5.978695 50.9840352, 5.9785998 50.983966, 5.978747 50.9838852, 5.9788053 50.9839275, 5.9788096 50.9839252, 5.9788467 50.9839521, 5.978695 50.9840352))",,,,,,,,5.97872224749642,50.98395997767781,1.809807999993382e-08,3
47219171,yes,"POLYGON ((5.9786405 50.9853915, 5.9785545 50.9853443, 5.978782 50.9851791, 5.978868 50.9852263, 5.9786405 50.9853915))",,,,,,,,5.97871125,50.9852853,2.4945199999212855e-08,3
47219173,yes,"POLYGON ((5.9795383 50.985423, 5.9796092 50.9853251, 5.9799968 50.9854369, 5.979926 50.9855347, 5.9795383 50.985423))",,,,,,,,5.979767539465748,50.98542991533677,4.584904000026869e-08,3
47237484,yes,"POLYGON ((6.0151099 50.9620538, 6.0151079 50.9620521, 6.0150547 50.9620015, 6.0152215 50.9619316, 6.0152761 50.9619839, 6.0152665 50.9619882, 6.0151099 50.9620538))",,,,,,,,6.01516555044325,50.96199275463604,1.257265000006463e-08,2
47237486,yes,"POLYGON ((6.0185856 50.966245, 6.0185458 50.9661874, 6.0186985 50.9661444, 6.0187399 50.9662011, 6.0185856 50.966245))",,,,,,,,6.01864240777639,50.96619455643073,1.0536595000121356e-08,2
47237488,yes,"POLYGON ((6.0187118 50.966434, 6.0186463 50.9663382, 6.018816 50.9662912, 6.0188623 50.9663592, 6.0188206 50.966371, 6.0188392 50.9663983, 6.0187118 50.966434))",,,,,,,,6.018757076599619,50.966361273592696,1.79158899998642e-08,2
47237489,yes,"POLYGON ((6.018809 50.9665734, 6.0187618 50.9665051, 6.0188504 50.96648, 6.0188482 50.9664768, 6.0188574 50.9664742, 6.0188472 50.9664594, 6.0188873 50.9664483, 6.0188997 50.966466, 6.0189618 50.9664483, 6.019008 50.966513, 6.0190107 50.9665172, 6.018809 50.9665734))",,,,,,,,6.018885446839343,50.96650853694034,1.7385060000070647e-08,2
47237509,yes,"POLYGON ((5.9661813 50.9804816, 5.9662468 50.9804288, 5.9663665 50.9804883, 5.9663623 50.9804918, 5.9663004 50.9805415, 5.9661844 50.9804834, 5.9661813 50.9804816))",,,,,,,,5.966273788340702,50.98048512053682,1.0274760000390986e-08,3
107536621,yes,"POLYGON ((5.9988656 50.9941369, 5.9988635 50.9941334, 5.998831 50.9940799, 5.9988212 50.9940639, 5.9988788 50.9940498, 5.9989302 50.9940372, 5.9989346 50.9940274, 5.9989502 50.9940217, 5.9989741 50.9940437, 5.9989488 50.9940554, 5.9989773 50.9941096, 5.9989213 50.9941237, 5.9988656 50.9941369))",,,,,,,,5.998904044841963,50.99408285964705,1.032994500037174e-08,3
107710824,yes,"POLYGON ((5.9982473 50.9859954, 5.9982403 50.9859013, 5.9986382 50.9858897, 5.9986451 50.9859838, 5.9982473 50.9859954))",,,,,,,,5.998442723829671,50.985942548063115,3.7518304999348645e-08,3
107853385,yes,"POLYGON ((5.9977177 50.9866457, 5.997717 50.9866408, 5.9977258 50.9866402, 5.9977177 50.986574, 5.9977091 50.9865744, 5.9977044 50.986536, 5.9977272 50.9865347, 5.9977171 50.9864502, 5.9976942 50.9864512, 5.9976924 50.9864369, 5.9976889 50.9864074, 5.9976036 50.9864086, 5.9975685 50.9864091, 5.9975374 50.9864093, 5.997532 50.9863623, 5.9975388 50.986362, 5.997537 50.9863461, 5.9976686 50.9863397, 5.9976705 50.9863556, 5.9977531 50.9863516, 5.9977535 50.9863523, 5.9977612 50.986352, 5.9977724 50.9863435, 5.9978227 50.9863412, 5.9978613 50.986361, 5.9978642 50.9863918, 5.9978324 50.9864157, 5.9978148 50.9864166, 5.9978402 50.9866397, 5.9977177 50.9866457))",restaurant,,,,,,,5.99773803731185,50.98646193379688,4.6656034999456336e-08,3
107951889,yes,"POLYGON ((5.9971217 50.9882819, 5.9971112 50.9881675, 5.9971733 50.988166, 5.9972226 50.9881651, 5.9972333 50.9882795, 5.9971217 50.9882819))",,,,,,,,5.997172199693174,50.98822347659181,1.279006999952502e-08,3
107959814,yes,"POLYGON ((5.9918954 50.9863701, 5.9919376 50.9862275, 5.9919848 50.9862332, 5.9920243 50.9862381, 5.9920415 50.9862411, 5.9920269 50.9862807, 5.9920165 50.9863223, 5.9920014 50.9863817, 5.9918954 50.9863701))",,,,,,,,5.991968060716958,50.98630512623295,1.519416500024188e-08,3
107959817,yes,"POLYGON ((5.9928632 50.9863722, 5.9928596 50.9863666, 5.9927203 50.9864007, 5.9927234 50.9864061, 5.9927188 50.9864075, 5.9926623 50.9863148, 5.9928058 50.9862794, 5.9928039 50.986276, 5.9928839 50.9862564, 5.9929431 50.9863528, 5.9928632 50.9863722))",,,,,,,,5.992803595429301,50.98633075675861,2.3327209999266e-08,3
107973920,yes,"POLYGON ((5.9881919 50.9869758, 5.9881878 50.986982, 5.9879757 50.986926, 5.9879784 50.986922, 5.9877594 50.9868641, 5.9878819 50.9866764, 5.9881835 50.9862151, 5.9882507 50.9861126, 5.9884729 50.9861719, 5.9884754 50.986168, 5.9892156 50.9863653, 5.9892094 50.9863747, 5.9892557 50.986387, 5.9892506 50.9863946, 5.9892955 50.9864066, 5.98929 50.9864151, 5.989201 50.9865495, 5.9891098 50.9866868, 5.9888099 50.9871391, 5.9881919 50.9869758))",,,,,,,,5.9885305569232425,50.986626004124446,9.277525849995973e-07,3
107988170,yes,"POLYGON ((6.0016054 50.987268, 6.0016926 50.9871478, 6.0017897 50.9871759, 6.0017026 50.9872961, 6.0016054 50.987268))",,,,,,,,6.001697567209979,50.987221958057305,1.4126344999930826e-08,3
108007052,yes,"POLYGON ((6.002103 50.9873604, 6.0020943 50.9873724, 6.0020392 50.9873564, 6.0021009 50.9872713, 6.002232 50.9873092, 6.0021791 50.9873823, 6.0021238 50.9873663, 6.002103 50.9873604))",,,,,,,,6.002135510146,50.98732884730453,1.2396444999636004e-08,3
108012122,yes,"POLYGON ((6.0041683 50.9878475, 6.0042658 50.9877354, 6.0043216 50.9877548, 6.0043347 50.9877397, 6.0044048 50.9877639, 6.004324 50.9878568, 6.0042845 50.9878431, 6.0042546 50.9878774, 6.0041683 50.9878475))",,,,,,,,6.004285425907541,50.98780384773007,1.796710500053678e-08,3
108012127,yes,"POLYGON ((6.0038619 50.9877395, 6.0037067 50.9876895, 6.0037987 50.9875757, 6.0038647 50.9875969, 6.0038347 50.9876342, 6.0039238 50.9876629, 6.0038619 50.9877395))",,,,,,,,6.00381549882072,50.98766399022648,1.8080375000340068e-08,3
108012129,yes,"POLYGON ((6.0034615 50.9876081, 6.0035336 50.9875191, 6.0036535 50.9875579, 6.003644 50.9875698, 6.0036853 50.9875831, 6.0036788 50.9875914, 6.0036359 50.987644, 6.0036225 50.9876602, 6.0034615 50.9876081))",,,,,,,,6.003574985298951,50.98759036096325,1.750022500023766e-08,3
108012133,yes,"POLYGON ((6.0040304 50.9877981, 6.0040345 50.9877932, 6.0039464 50.9877629, 6.0039421 50.9877677, 6.0039345 50.9877651, 6.0039969 50.9876929, 6.0040036 50.987695, 6.0040928 50.9877259, 6.0041148 50.9877003, 6.0041751 50.987721, 6.0040904 50.9878188, 6.0040304 50.9877981))",,,,,,,,6.0040568290238845,50.98775092647609,1.6065399999840053e-08,3
108012135,yes,"POLYGON ((6.0033181 50.9875564, 6.0033259 50.9875488, 6.0032445 50.9875078, 6.0033267 50.9874427, 6.0033322 50.9874448, 6.0033228 50.9874537, 6.0033899 50.9874875, 6.0034012 50.9874768, 6.0034552 50.9874992, 6.0033722 50.9875789, 6.0033181 50.9875564))",,,,,,,,6.003349826023763,50.98751204085207,1.3483574999933991e-08,3
108016806,yes,"POLYGON ((6.004073 50.9881559, 6.0041347 50.9880738, 6.0042354 50.9881041, 6.0041737 50.9881861, 6.004073 50.9881559))",,,,,,,,6.004154194789147,50.98812996832876,1.0128859999842959e-08,3
108016807,yes,"POLYGON ((6.0032872 50.9884033, 6.0034168 50.9884396, 6.0034788 50.9883539, 6.0033536 50.9883165, 6.0032872 50.9884033))",,,,,,,,6.003383735936294,50.988378421736684,1.3354019999696664e-08,3
108016808,yes,"POLYGON ((6.0029186 50.987762, 6.0029521 50.9877192, 6.0030164 50.9877392, 6.0030574 50.9876871, 6.0031611 50.9877196, 6.0031152 50.9877782, 6.0030866 50.9878146, 6.0030864 50.9878145, 6.0029186 50.987762))",,,,,,,,6.003049184755288,50.98775079614267,1.570860499953068e-08,3
108016813,yes,"POLYGON ((6.0030329 50.9883467, 6.0030958 50.9882589, 6.0031591 50.9882769, 6.0031697 50.988262, 6.0032424 50.9882827, 6.0031994 50.9883426, 6.0031329 50.9883235, 6.0031021 50.9883665, 6.0030329 50.9883467))",,,,,,,,6.003134368069622,50.988308556298016,1.2234290000162277e-08,3
108016815,yes,"POLYGON ((6.0027763 50.9881705, 6.002628 50.9881211, 6.002585 50.9881737, 6.0026252 50.9881881, 6.0026124 50.9882074, 6.0027231 50.9882407, 6.0027763 50.9881705))",,,,,,,,6.002679434092092,50.98818075125063,1.2520894999735007e-08,3
108016816,yes,"POLYGON ((6.0044758 50.9883012, 6.0045325 50.9882236, 6.0046614 50.9882611, 6.0046047 50.9883387, 6.0044758 50.9883012))",,,,,,,,6.0045686,50.98828114999999,1.212889000018628e-08,3
108016817,yes,"POLYGON ((6.0038956 50.9880995, 6.0039057 50.9880864, 6.0038081 50.9880565, 6.0038628 50.9879853, 6.0039604 50.9880153, 6.0039761 50.987995, 6.004035 50.988013, 6.0039545 50.9881175, 6.0038992 50.9881008, 6.0038956 50.9880995))",,,,,,,,6.003922324256383,50.98804546234955,1.619492000023253e-08,3
108016818,yes,"POLYGON ((6.0031825 50.9878151, 6.0032382 50.9877448, 6.003344 50.9877781, 6.0032894 50.9878474, 6.0032586 50.9878863, 6.0032023 50.9878686, 6.0032032 50.9878672, 6.003232 50.9878308, 6.0031825 50.9878151))",,,,,,,,6.003259287599365,50.98781042670529,1.197465499984175e-08,3
108016819,yes,"POLYGON ((6.0028708 50.9882898, 6.0028672 50.9882949, 6.0028046 50.9882779, 6.002825 50.988248, 6.002831 50.9882497, 6.0028686 50.9881944, 6.0029565 50.9882182, 6.002947 50.9882323, 6.0030104 50.9882495, 6.0029688 50.9883106, 6.0029654 50.9883154, 6.0028708 50.9882898))",,,,,,,,6.002908559692003,50.98825740435618,1.3848024999934624e-08,3
108016820,yes,"POLYGON ((6.0042093 50.988272, 6.0042616 50.9881982, 6.004323 50.9882155, 6.0043558 50.9881694, 6.0044552 50.9881974, 6.0043701 50.9883173, 6.0042093 50.988272))",,,,,,,,6.004336284336577,50.98824345508754,1.974156500002859e-08,3
108016822,yes,"POLYGON ((6.0036166 50.9885222, 6.0035101 50.9884902, 6.0035687 50.9884127, 6.0036752 50.9884448, 6.0036166 50.9885222))",,,,,,,,6.003592643492119,50.98846746845624,1.0126555000015795e-08,3
108016824,yes,"POLYGON ((6.0039817 50.9885993, 6.004044 50.988513, 6.0041317 50.9885383, 6.0041433 50.9885223, 6.0041928 50.9885367, 6.0041921 50.9885379, 6.0041681 50.9885712, 6.0041544 50.9885898, 6.0041608 50.9885917, 6.0041516 50.9886043, 6.0041454 50.9886025, 6.004119 50.9886388, 6.0039817 50.9885993))",,,,,,,,6.004087033626768,50.98857366046064,1.5371384999793883e-08,3
108027171,yes,"POLYGON ((6.0055174 50.9902634, 6.0053782 50.9900064, 6.0056107 50.9899561, 6.0057499 50.9902131, 6.0055174 50.9902634))",,,,,,,,6.0055640499999985,50.990109749999995,6.675426000052154e-08,3
108027173,yes,"POLYGON ((6.005779 50.9904091, 6.0057327 50.9903034, 6.0058651 50.990277, 6.0059227 50.9903853, 6.005779 50.9904091))",,,,,,,,6.005825624085613,50.99034421213655,1.6075295000072876e-08,3
108029694,yes,"POLYGON ((6.0048966 50.9908812, 6.0048735 50.9908186, 6.0049865 50.9908022, 6.004983 50.9907927, 6.005066 50.9907806, 6.0050891 50.9908435, 6.0049872 50.9908584, 6.0049906 50.9908675, 6.0048966 50.9908812))",,,,,,,,6.004981443895836,50.99083124135521,1.2764934999941247e-08,3
108029698,yes,"POLYGON ((6.00485 50.9908221, 6.0048348 50.9907809, 6.0048263 50.9907821, 6.0048128 50.9907455, 6.0049578 50.9907244, 6.0049579 50.9907246, 6.004983 50.9907927, 6.0049865 50.9908022, 6.0048735 50.9908186, 6.00485 50.9908221))",,,,,,,,6.004901620178937,50.990772936239544,1.1516884999640396e-08,3
108029700,yes,"POLYGON ((6.0047845 50.9904827, 6.0047351 50.9903551, 6.004872 50.990334, 6.0049034 50.9904148, 6.00496 50.9904061, 6.0049782 50.9904529, 6.0048973 50.9904655, 6.0047845 50.9904827))",,,,,,,,6.0048431420549715,50.99041175864441,2.1347994999908112e-08,3
108030281,yes,"POLYGON ((6.0050061 50.9914543, 6.0049938 50.9913992, 6.0049863 50.9913999, 6.0049798 50.9913702, 6.0049873 50.9913695, 6.0049751 50.9913143, 6.0051042 50.991303, 6.0051351 50.991443, 6.0050061 50.9914543))",,,,,,,,6.0050542726233616,50.99137872066905,1.864921499975017e-08,3
108030282,yes,"POLYGON ((6.0049416 50.9911409, 6.0049263 50.9910638, 6.0050408 50.9910548, 6.0050378 50.9910398, 6.0051148 50.9910338, 6.0051311 50.9911163, 6.0050586 50.991122, 6.0050605 50.9911315, 6.0049416 50.9911409))",,,,,,,,6.005030295626753,50.99108966298587,1.545281999992635e-08,3
108139385,yes,"POLYGON ((5.9954736 50.9906794, 5.9954735 50.9906796, 5.9954307 50.9906819, 5.9954228 50.9906275, 5.9954714 50.9906247, 5.9954674 50.9905974, 5.9955781 50.9905911, 5.9955815 50.9906152, 5.9956389 50.990612, 5.995645 50.9906544, 5.9956259 50.9906555, 5.9956298 50.9906826, 5.9956418 50.9906879, 5.995593 50.9907321, 5.9955364 50.9907073, 5.9954736 50.9906794))",,,,,,,,5.995542257882859,50.9906539320525,2.0077224999704945e-08,3
108152499,yes,"POLYGON ((5.9995579 50.9909395, 5.9994966 50.9908925, 5.9996042 50.9908365, 5.9996651 50.9908834, 5.9996466 50.9908929, 5.9996762 50.9909155, 5.9997352 50.9908847, 5.9997802 50.990919, 5.9996485 50.9909877, 5.9995747 50.9909309, 5.9995579 50.9909395))",,,,,,,,5.999632238229794,50.99091258071565,1.8800844999760655e-08,3
108152503,yes,"POLYGON ((5.9993999 50.9908165, 5.9992774 50.9907213, 5.9994125 50.990652, 5.9994566 50.9906863, 5.9994935 50.9906674, 5.9995718 50.9907284, 5.9993999 50.9908165))",,,,,,,,5.999422249389896,50.990730258656015,2.5077140000501303e-08,3
108152504,yes,"POLYGON ((6.0003946 50.9907978, 6.0002803 50.9908651, 6.0001694 50.990791, 6.0002608 50.9907369, 6.0002839 50.9907234, 6.0003946 50.9907978))",,,,,,,,6.0002820128555605,50.99079427732704,1.597556499997316e-08,3
108152506,yes,"POLYGON ((6.0004562 50.9909595, 6.0004556 50.990952, 6.0004308 50.9909526, 6.0004014 50.9909351, 6.0003807 50.990949, 6.0003276 50.9909177, 6.0003978 50.9908701, 6.0004071 50.9908751, 6.0004239 50.9908641, 6.000451 50.9908635, 6.0004504 50.9908524, 6.0005364 50.9908507, 6.0005392 50.9908987, 6.0005423 50.9909578, 6.0005378 50.9909579, 6.0004562 50.9909595))",,,,,,,,6.000456190285976,50.99090731290783,1.6610759999743652e-08,3
108154411,yes,"POLYGON ((6.0006289 50.9912781, 6.0006284 50.9912677, 6.0005379 50.9912698, 6.0005359 50.9912364, 6.0005675 50.9912355, 6.000588 50.991201, 6.0006268 50.9911998, 6.0006398 50.9911783, 6.0006731 50.9911686, 6.0007084 50.9911766, 6.0007229 50.9911978, 6.0008083 50.991196, 6.000812 50.9912636, 6.0007292 50.9912655, 6.0007298 50.9912757, 6.0006289 50.9912781))",,,,,,,,6.000681894246304,50.99123124367581,2.0234215000058042e-08,3
108154413,yes,"POLYGON ((6.0013467 50.9915208, 6.0013453 50.9914991, 6.0013407 50.9914194, 6.0013407 50.9914159, 6.0014906 50.9914128, 6.0014964 50.9915173, 6.0013467 50.9915208))",,,,,,,,6.001418472798156,50.9914666858384,1.571991000022767e-08,3
108154423,yes,"POLYGON ((6.0021299 50.9912442, 6.0021254 50.9912087, 6.0021201 50.991209, 6.0021143 50.9911632, 6.0021609 50.9911607, 6.0021592 50.9911486, 6.0022138 50.9911457, 6.0022229 50.9911453, 6.0022245 50.9911574, 6.002275 50.9911547, 6.0022858 50.991236, 6.0021299 50.9912442))",,,,,,,,6.0022005040850805,50.9911966073481,1.3762029999709172e-08,3
108155309,civic,"POLYGON ((5.9978388 50.9911016, 5.9978423 50.9911036, 5.9977725 50.991155, 5.997661 50.9910945, 5.9976547 50.9910992, 5.9975485 50.9910417, 5.9975549 50.991037, 5.9975235 50.9910199, 5.9978858 50.9907532, 5.9981891 50.9909176, 5.9980277 50.9910364, 5.9980142 50.991029, 5.9979931 50.9910447, 5.9979506 50.991046, 5.9979298 50.9910346, 5.9978388 50.9911016))",townhall,,,,,,,5.997851394461661,50.99095625780122,1.288047149999734e-07,3
108157492,yes,"POLYGON ((5.997323 50.9917875, 5.9973198 50.9917916, 5.9972647 50.9917749, 5.9972679 50.9917708, 5.997198 50.9917497, 5.997184 50.9917453, 5.997186 50.9917424, 5.9972079 50.9917135, 5.9972616 50.9916423, 5.9972782 50.9916206, 5.9972858 50.9916107, 5.9972866 50.9916108, 5.9975064 50.9916772, 5.9974036 50.991812, 5.997323 50.9917875))",,,,,,,,5.997344548028011,50.99171176104823,3.678787500056569e-08,3
108159004,yes,"POLYGON ((5.9983717 50.9920481, 5.9983455 50.9919698, 5.9983527 50.9919688, 5.9983345 50.9919145, 5.9984049 50.9919053, 5.9984034 50.9919006, 5.9984499 50.9918947, 5.998496 50.9920315, 5.9983717 50.9920481))",,,,,,,,5.998413517243041,50.99197338304703,1.6998529999849676e-08,3
108160135,yes,"POLYGON ((5.9979369 50.9923721, 5.9979242 50.9923255, 5.9979319 50.9923246, 5.9980317 50.9923135, 5.9981134 50.992305, 5.9981803 50.9924411, 5.9981117 50.9924583, 5.9980625 50.9923584, 5.9979369 50.9923721))",,,,,,,,5.998069151406085,50.99236646169574,1.6678554999546798e-08,3
108199032,yes,"POLYGON ((5.9921753 50.9889987, 5.9923485 50.9889998, 5.9923495 50.9889389, 5.9921763 50.9889378, 5.9921753 50.9889987))",,,,,,,,5.9922623999999995,50.9889688,1.0548980000215199e-08,3
108202081,yes,"POLYGON ((5.9939769 50.9898106, 5.9939183 50.9896849, 5.9942466 50.9896239, 5.9944221 50.9895914, 5.9944506 50.989586, 5.9944912 50.9895786, 5.9945499 50.9897043, 5.9939769 50.9898106))",,,,,,,,5.994234088610091,50.98969457473384,7.8282459999485e-08,3
108202082,yes,"POLYGON ((5.994202 50.9903166, 5.9941624 50.9901996, 5.9943029 50.9901778, 5.9943272 50.9902531, 5.9943417 50.9902984, 5.994202 50.9903166))",,,,,,,,5.994252551196998,50.99024791790937,1.743235000044153e-08,3
108202085,yes,"POLYGON ((5.994416 50.990289, 5.9945694 50.9902317, 5.9945241 50.99018, 5.9943272 50.9902531, 5.9943555 50.9902836, 5.9943829 50.9902739, 5.9943997 50.9902913, 5.994416 50.990289))",,,,,,,,5.9944529854760935,50.99023940207884,1.2683169999827892e-08,3
108202087,yes,"POLYGON ((5.9944001 50.9894219, 5.9944809 50.9893939, 5.9945737 50.9895323, 5.9945753 50.989532, 5.9945768 50.9895353, 5.9944879 50.989552, 5.9944816 50.989543, 5.9944588 50.9895092, 5.9944001 50.9894219))",,,,,,,,5.994486713424582,50.989475654430116,1.3516684999803505e-08,3
108202089,yes,"POLYGON ((5.9947441 50.9893205, 5.994842 50.9894455, 5.994855 50.9894883, 5.994734 50.9895079, 5.9947316 50.9895088, 5.9946147 50.9893599, 5.9947441 50.9893205))",,,,,,,,5.994740072934318,50.98941732305559,2.467837500024662e-08,3
108202091,yes,"POLYGON ((5.9941956 50.990317, 5.9942435 50.9904639, 5.9943923 50.9904463, 5.9943417 50.9902984, 5.994202 50.9903166, 5.9941956 50.990317))",,,,,,,,5.994293507917511,50.99038167132558,2.2595255000209283e-08,3
