,building,geometry,amenity,healthcare,healthcare:speciality,building:levels,school_type,type,members,building_coordinates_x,building_coordinates_y,building_area,neighbourhood
111497703,yes,"POLYGON ((6.0234072 51.0200551, 6.0234098 51.0200541, 6.0234876 51.0200296, 6.0235813 51.0200001, 6.0235823 51.0200013, 6.0235888 51.0199896, 6.0236078 51.0199934, 6.0236067 51.0199921, 6.0236576 51.019976, 6.0236587 51.0199773, 6.0236653 51.0199655, 6.0236839 51.0199692, 6.0236831 51.019968, 6.0238547 51.0199139, 6.0241124 51.0202387, 6.0236651 51.0203797, 6.0234072 51.0200551))",,,,,,,,6.0237596923547185,51.02014665405835,1.818446250001367e-07,1
111497724,yes,"POLYGON ((6.0234889 51.0196542, 6.0234866 51.0196597, 6.0234552 51.0196701, 6.0234465 51.0196684, 6.0234436 51.0196693, 6.0234411 51.0196749, 6.0234098 51.0196853, 6.023401 51.0196835, 6.023398 51.0196845, 6.0233956 51.01969, 6.0233643 51.0197005, 6.0233553 51.0196987, 6.0233524 51.0196997, 6.0233501 51.0197052, 6.0233188 51.0197157, 6.0233099 51.0197139, 6.0233068 51.0197149, 6.0233047 51.0197204, 6.0232732 51.0197309, 6.0232644 51.019729, 6.0232612 51.0197301, 6.0232591 51.0197356, 6.0232277 51.0197461, 6.0232186 51.0197442, 6.0232142 51.0197457, 6.0231355 51.0196517, 6.0235978 51.0195012, 6.0235994 51.0195009, 6.0236146 51.0195174, 6.0236208 51.0195156, 6.0236312 51.019528, 6.0236252 51.0195299, 6.0236364 51.0195433, 6.0236725 51.0195313, 6.0237052 51.0195703, 6.023669 51.0195823, 6.0236769 51.0195916, 6.023673 51.019593, 6.0236725 51.0195971, 6.0236722 51.0195978, 6.0236375 51.0196093, 6.0236287 51.0196077, 6.0236256 51.0196087, 6.0236234 51.0196141, 6.0235919 51.0196245, 6.0235831 51.0196229, 6.02358 51.019624, 6.0235777 51.0196293, 6.0235464 51.0196398, 6.0235376 51.019638, 6.0234889 51.0196542))",,,,,,,,6.0234150018807835,51.01962192342107,5.8281289999996967e-08,1
111497751,yes,"POLYGON ((6.0190614 51.021505, 6.0190123 51.0214652, 6.0190803 51.0214329, 6.0188654 51.0212605, 6.0190901 51.0211495, 6.0190989 51.0211565, 6.0191 51.0211561, 6.0193537 51.0213598, 6.0192969 51.021388, 6.019154 51.0214594, 6.0190614 51.021505))",,,,,,,,6.019107642112022,51.02131863934956,8.12010650000526e-08,0
111521798,yes,"POLYGON ((6.0174224 51.0172609, 6.0176422 51.0171466, 6.0179145 51.0173545, 6.0176948 51.0174685, 6.0174224 51.0172609))",,,,,,,,6.017668457699724,51.01730759512436,7.674181500051851e-08,0
111627413,yes,"POLYGON ((6.041093 51.0175981, 6.0410813 51.0175892, 6.040925 51.0174684, 6.0409315 51.0174651, 6.0409389 51.0174199, 6.0408788 51.0174161, 6.0408929 51.0173267, 6.0409651 51.0172899, 6.0409667 51.01729, 6.0409651 51.0172993, 6.0410042 51.0173085, 6.0410349 51.0173263, 6.0410522 51.0173502, 6.0410535 51.0173764, 6.0410689 51.0173813, 6.041087 51.0173598, 6.0410944 51.0173619, 6.0410906 51.0173667, 6.0411568 51.0174183, 6.041185 51.0174036, 6.0412272 51.0174358, 6.0412128 51.0174433, 6.0412358 51.0174612, 6.0412545 51.0174997, 6.0412954 51.0174926, 6.0413135 51.0175325, 6.0412944 51.0175361, 6.0412848 51.017599, 6.0413256 51.0176017, 6.0413203 51.0176434, 6.0411739 51.017634, 6.0411662 51.0176283, 6.0411309 51.0176013, 6.0411373 51.017598, 6.0411201 51.0175843, 6.041093 51.0175981))",kindergarten,,,,,,,6.041098465433575,51.0174772335649,7.811260500019457e-08,1
111633534,yes,"POLYGON ((6.0444624 51.0177681, 6.0444658 51.0177182, 6.0444484 51.0177177, 6.0444632 51.0174943, 6.0445812 51.0174975, 6.0445663 51.0177208, 6.0445417 51.0177202, 6.0445385 51.0177702, 6.0444624 51.0177681))",,,,,,,,6.044513176277478,51.01762478022375,3.0198209999750785e-08,1
111637515,greenhouse,"POLYGON ((6.0438738 51.0197942, 6.0441687 51.020501, 6.0443097 51.0204757, 6.0440033 51.0197707, 6.0438738 51.0197942))",,,,,,,,6.044090989246715,51.02014035376992,1.0280883500028046e-07,1
111637528,greenhouse,"POLYGON ((6.0428523 51.0191544, 6.0430739 51.0196838, 6.0431875 51.0196657, 6.0429746 51.0191354, 6.0428523 51.0191544))",,,,,,,,6.043020759159,51.019406636986865,6.652579499992032e-08,1
111637536,greenhouse,"POLYGON ((6.043689 51.0205373, 6.0440386 51.020483, 6.0437911 51.0198784, 6.0434243 51.0199418, 6.043689 51.0205373))",,,,,,,,6.043734867790682,51.02020732666718,2.3000939499958142e-07,1
111637548,yes,"POLYGON ((6.0424027 51.0195021, 6.0423044 51.0192861, 6.0425439 51.0192426, 6.0426421 51.0194586, 6.0424027 51.0195021))",,,,,,,,6.04247327029154,51.01937234333815,5.599507499961805e-08,1
111643334,yes,"POLYGON ((6.0406617 51.0184896, 6.0406577 51.0184978, 6.040648 51.0184958, 6.0406522 51.0184875, 6.040621 51.0184489, 6.0406084 51.0184472, 6.0406114 51.0184411, 6.0406247 51.0184438, 6.0406302 51.0184419, 6.0406051 51.0184116, 6.0405936 51.0184154, 6.0405891 51.0184099, 6.0406004 51.0184061, 6.040575 51.0183756, 6.0405636 51.0183793, 6.0405591 51.018374, 6.0405705 51.0183702, 6.0405532 51.0183466, 6.0405435 51.0183445, 6.0405462 51.0183396, 6.0405557 51.0183414, 6.0405942 51.0183295, 6.0405861 51.0183196, 6.0405698 51.018325, 6.0405637 51.0183172, 6.0405797 51.0183118, 6.0405781 51.01831, 6.040581 51.018309, 6.0405616 51.018285, 6.0406274 51.0182633, 6.0406465 51.0182873, 6.0406494 51.0182864, 6.0406508 51.0182885, 6.0406672 51.0182833, 6.0406819 51.0183004, 6.0407036 51.0182931, 6.0407068 51.018287, 6.0407143 51.0182886, 6.0407108 51.0182946, 6.0407312 51.0183173, 6.0407427 51.0183137, 6.0407476 51.0183192, 6.040736 51.0183228, 6.0407612 51.0183533, 6.0407726 51.0183496, 6.0407771 51.0183552, 6.0407657 51.0183588, 6.0407907 51.0183891, 6.0407964 51.0183874, 6.0408007 51.0183792, 6.0408097 51.0183813, 6.0408059 51.0183892, 6.0408369 51.0184271, 6.04085 51.0184297, 6.040847 51.0184359, 6.040834 51.0184332, 6.0408286 51.0184346, 6.0408453 51.0184547, 6.0408571 51.0184573, 6.0408517 51.0184663, 6.0408577 51.0184731, 6.0408693 51.0184694, 6.0408738 51.0184748, 6.0408624 51.0184785, 6.0408815 51.0185016, 6.0408885 51.0185019, 6.040888 51.0185075, 6.0408815 51.0185075, 6.0408593 51.0185292, 6.0408681 51.0185329, 6.0408625 51.0185389, 6.0408505 51.0185342, 6.0408348 51.0185395, 6.0408375 51.0185426, 6.0408014 51.0185547, 6.0407986 51.0185514, 6.0407829 51.0185567, 6.0407821 51.0185649, 6.0407713 51.0185647, 6.040772 51.0185581, 6.0407303 51.0185569, 6.0407279 51.0185605, 6.04072 51.0185574, 6.0407234 51.0185538, 6.040704 51.0185305, 6.0406928 51.0185342, 6.0406883 51.0185287, 6.0406994 51.018525, 6.0406941 51.018518, 6.0406802 51.0185153, 6.0406836 51.0185078, 6.0406673 51.018488, 6.0406617 51.0184896))",place_of_worship,,,,,,,6.040713771372101,51.01841955898104,5.251860000015991e-08,1
111643347,yes,"POLYGON ((6.0390465 51.021804, 6.0389159 51.0215458, 6.0391196 51.0215048, 6.0392505 51.021763, 6.0392495 51.0217633, 6.0390473 51.021804, 6.0390465 51.021804))",,,,,,,,6.039083169172785,51.02165448747116,5.8021200000431555e-08,1
111643364,yes,"POLYGON ((6.0367062 51.021239, 6.0364848 51.0213221, 6.0363576 51.0212026, 6.0364369 51.0211683, 6.0364832 51.0212036, 6.036612 51.0211465, 6.0367062 51.021239))",,,,,,,,6.036533024370827,51.021231526254894,3.146553000002346e-08,1
111643374,yes,"POLYGON ((6.0393029 51.0212358, 6.0393016 51.0212561, 6.0391916 51.0212533, 6.0392003 51.0211131, 6.0395201 51.021121, 6.0395125 51.0212411, 6.0393029 51.0212358))",,,,,,,,6.0393504749778835,51.02118076253535,4.066540499941052e-08,1
111644563,yes,"POLYGON ((6.0397975 51.017626, 6.0397964 51.0176252, 6.0397939 51.0176225, 6.0398223 51.017611, 6.0398714 51.0175914, 6.0398978 51.017581, 6.0399669 51.0176498, 6.0399907 51.0176402, 6.0400275 51.0176768, 6.0400036 51.0176863, 6.0401059 51.0177881, 6.0400021 51.0178296, 6.0399467 51.0177747, 6.03988 51.0177083, 6.0398487 51.0176772, 6.0397998 51.0176286, 6.0397975 51.017626))",,,,,,,,6.0399516424632145,51.017703628236426,3.1411494999702637e-08,1
111644588,yes,"POLYGON ((6.038297 51.0185425, 6.0384342 51.0184679, 6.0385299 51.018538, 6.038583 51.0185092, 6.0387685 51.0186449, 6.038578 51.0187482, 6.038297 51.0185425))",,,,,,,,6.038535222590481,51.01860470300229,6.174443500023269e-08,1
111644590,yes,"POLYGON ((6.0379843 51.0185911, 6.0381719 51.0185085, 6.0381729 51.0185093, 6.0383923 51.0187074, 6.0382048 51.0187901, 6.0379843 51.0185911))",,,,,,,,6.038188329770244,51.01864926390861,5.5544554999416724e-08,1
111649595,yes,"POLYGON ((6.0369227 51.0138556, 6.0369266 51.0138498, 6.0367095 51.0137901, 6.0367622 51.0137141, 6.0367987 51.0137243, 6.0368278 51.0136804, 6.0371072 51.0137576, 6.0371061 51.0137592, 6.0371846 51.0137804, 6.0371546 51.0138244, 6.0371713 51.0138728, 6.0371688 51.0138732, 6.0371755 51.013894, 6.0369881 51.0139181, 6.0369867 51.0139182, 6.036994 51.0138682, 6.0369532 51.0138572, 6.0369495 51.0138628, 6.0369227 51.0138556))",,,,,,,,6.036965332048952,51.01379747098695,6.000540000040641e-08,1
111649597,yes,"POLYGON ((6.0370544 51.0135314, 6.0366798 51.0133898, 6.0361954 51.0132065, 6.0363168 51.0130795, 6.0371757 51.0134045, 6.0370544 51.0135314))",,,,,,,,6.036685507466671,51.01330547079474,1.4851295499758902e-07,1
111675878,yes,"POLYGON ((6.0413032 51.012312, 6.041325 51.0123229, 6.0413568 51.0123266, 6.041803 51.0122145, 6.0418276 51.012199, 6.0418479 51.0121753, 6.0418378 51.0121516, 6.0418247 51.0121215, 6.0417987 51.0120851, 6.0417755 51.0120677, 6.0417393 51.0120623, 6.041267 51.0121844, 6.041254 51.0121962, 6.0412482 51.0122154, 6.0412525 51.01223, 6.0412844 51.0122828, 6.0413032 51.012312))",,,,,,,,6.041548356725821,51.01219490430807,8.940328000045742e-08,1
111675883,yes,"POLYGON ((6.0417516 51.0124037, 6.0417736 51.0124153, 6.0418058 51.0124252, 6.0418465 51.0124294, 6.0418858 51.0124258, 6.0419201 51.0124158, 6.0419479 51.0124004, 6.0419685 51.0123799, 6.0419785 51.0123585, 6.0419796 51.0123394, 6.0419701 51.0123143, 6.0419542 51.0122965, 6.0419234 51.0122776, 6.0418915 51.0122672, 6.0418449 51.0122625, 6.041806 51.0122666, 6.0417701 51.0122781, 6.0417325 51.0123042, 6.041717 51.0123307, 6.0417171 51.0123616, 6.0417298 51.0123846, 6.0417516 51.0124037))",,,,,,,,6.041847584957452,51.01234606742514,3.422413000040949e-08,1
111699503,yes,"POLYGON ((6.0484344 51.0118518, 6.0484618 51.0117288, 6.0486938 51.0117476, 6.0487947 51.011756, 6.0487878 51.0117896, 6.0488426 51.0117941, 6.0488242 51.0118837, 6.0487495 51.0118777, 6.0486312 51.011868, 6.0484344 51.0118518))",,,,,,,,6.0486354520816565,51.011807498881375,4.68762250001481e-08,1
111732809,yes,"POLYGON ((6.0480106 51.009897, 6.0480637 51.0097665, 6.0484785 51.0098338, 6.0484254 51.0099643, 6.0480106 51.009897))",,,,,,,,6.048244549999998,51.009865399999995,5.770503000048277e-08,1
111732827,yes,"POLYGON ((6.0495985 51.0067852, 6.0495959 51.0067272, 6.0495236 51.0067283, 6.0495258 51.0067759, 6.0493545 51.0067794, 6.0493477 51.006627, 6.0495186 51.0066226, 6.0495213 51.0066787, 6.0496434 51.0066763, 6.0496408 51.0066228, 6.0497212 51.0066215, 6.0497244 51.0066922, 6.0497224 51.0066923, 6.0497234 51.0067115, 6.0497426 51.006711, 6.0497459 51.0067822, 6.0495985 51.0067852))",,,,,,,,6.049538123236492,51.006706115739675,4.930945499982803e-08,1
111732831,yes,"POLYGON ((6.0491306 51.007719, 6.049109 51.0075889, 6.0492042 51.0075824, 6.0492118 51.0076284, 6.0494235 51.0076111, 6.049426 51.0076232, 6.0494838 51.0076185, 6.0494818 51.0076091, 6.0496202 51.007598, 6.0496148 51.0075687, 6.0496258 51.0075678, 6.0496264 51.0075701, 6.0496328 51.0075698, 6.049633 51.0075702, 6.0497024 51.0075656, 6.0497241 51.007667, 6.0491306 51.007719))",,,,,,,,6.049404087066519,51.00764719309677,5.41434199996936e-08,1
111732837,yes,"POLYGON ((6.0488426 51.0068509, 6.0488369 51.0067273, 6.0490868 51.0067229, 6.0490864 51.0067108, 6.0491855 51.0067091, 6.0491891 51.0067886, 6.0492043 51.0067883, 6.0492054 51.0068119, 6.0491901 51.0068122, 6.0491916 51.0068445, 6.0488426 51.0068509))",,,,,,,,6.049018968532618,51.006784198308786,4.4694805000298796e-08,1
111732845,yes,"POLYGON ((6.0495443 51.006498, 6.0495439 51.0064895, 6.0494882 51.0064902, 6.0494886 51.0064987, 6.0494775 51.0064989, 6.049477 51.0064903, 6.0494141 51.006491, 6.0494052 51.0064974, 6.0493973 51.0064919, 6.0494058 51.0064854, 6.0493277 51.0064863, 6.0493277 51.0064818, 6.0493223 51.0064817, 6.0493219 51.0064587, 6.0493275 51.0064587, 6.0493275 51.0064543, 6.0492886 51.0064547, 6.0492865 51.0063796, 6.0493256 51.0063791, 6.0493251 51.0063745, 6.0493198 51.0063745, 6.0493188 51.0063519, 6.0493243 51.0063518, 6.0493239 51.0063473, 6.0494021 51.0063458, 6.0493935 51.00634, 6.0494008 51.0063348, 6.0494099 51.0063403, 6.049473 51.0063395, 6.0494726 51.006331, 6.0494838 51.0063309, 6.0494842 51.0063393, 6.0495404 51.0063385, 6.04954 51.0063301, 6.0495509 51.0063299, 6.0495513 51.0063384, 6.0496018 51.0063377, 6.0496014 51.0063295, 6.0496147 51.0063292, 6.0496153 51.0063316, 6.0496897 51.0063307, 6.04969 51.0063282, 6.0497029 51.0063282, 6.0497034 51.0063379, 6.0497499 51.0063374, 6.0497494 51.006329, 6.0497966 51.0063284, 6.0497978 51.0063657, 6.0498073 51.0063679, 6.0498027 51.0063755, 6.0498294 51.0063918, 6.0498414 51.0063888, 6.0498459 51.0063952, 6.0498344 51.0063985, 6.049835 51.0064219, 6.0498465 51.006425, 6.0498429 51.0064313, 6.0498307 51.0064283, 6.0498046 51.0064456, 6.0498095 51.0064532, 6.0497998 51.0064558, 6.0498007 51.0064849, 6.0497075 51.0064862, 6.0497079 51.0064958, 6.0496945 51.006496, 6.0496945 51.0064937, 6.0496205 51.0064946, 6.0496201 51.0064969, 6.049607 51.0064971, 6.0496065 51.0064887, 6.049555 51.0064893, 6.0495555 51.0064977, 6.0495443 51.006498))",place_of_worship,,,,,,,6.049563157048212,51.00641336939282,7.780295499985536e-08,1
111732847,yes,"POLYGON ((6.049817 51.0089191, 6.0498143 51.0089267, 6.0497261 51.0089247, 6.0497049 51.0089253, 6.0497248 51.0087716, 6.0498306 51.0087739, 6.0498298 51.0087784, 6.0498361 51.0087782, 6.0498422 51.0087784, 6.0498948 51.0087808, 6.0499854 51.008785, 6.0499861 51.0087833, 6.0499997 51.0087831, 6.0500447 51.0087836, 6.0500403 51.0088262, 6.0499826 51.0088238, 6.0499753 51.0089057, 6.0500383 51.0089072, 6.0500356 51.0089328, 6.0499662 51.0089267, 6.0499643 51.0089389, 6.049817 51.0089191))",pharmacy,,,,,,,6.049861325923485,51.008852512555265,4.3661644999873217e-08,1
111732849,yes,"POLYGON ((6.0505094 51.0071561, 6.0506388 51.0071215, 6.0507977 51.0073578, 6.0506683 51.0073925, 6.0505094 51.0071561))",,,,,,,,6.050653551963829,51.007256984707276,3.6089575000771397e-08,1
111732856,yes,"POLYGON ((6.0502262 51.0077834, 6.0505132 51.0076667, 6.0505977 51.0077489, 6.0503107 51.0078657, 6.0502262 51.0077834))",fire_station,,,,,,,6.050411931270236,51.00776618507272,3.347112500055987e-08,1
111743049,yes,"POLYGON ((6.0530436 51.0090814, 6.053039 51.0090695, 6.053033 51.0090711, 6.0529841 51.0089469, 6.0529839 51.0089462, 6.0532032 51.0089084, 6.053256 51.0090343, 6.0532601 51.0090441, 6.0530436 51.0090814))",,,,,,,,6.053121420375627,51.00899526598984,3.207876499944493e-08,1
111745096,house,"POLYGON ((6.0556185 51.0092198, 6.0556232 51.0092034, 6.0556666 51.0091293, 6.0556979 51.0090757, 6.0558836 51.0091169, 6.0558795 51.0091248, 6.0558281 51.0092174, 6.0558045 51.0092596, 6.0556185 51.0092198))",,,general,,,,,6.055750020440204,51.00916793693121,3.019755499992746e-08,1
111745134,yes,"POLYGON ((6.0565415 51.0094836, 6.0565157 51.0095112, 6.0565031 51.0095109, 6.0564758 51.0095071, 6.0564767 51.0095059, 6.0565008 51.0094799, 6.0565257 51.0094532, 6.0565267 51.0094518, 6.0565294 51.0094404, 6.0565405 51.009389, 6.0565472 51.0093901, 6.0565554 51.0093176, 6.0565625 51.0092565, 6.0566531 51.0092794, 6.0566373 51.0094261, 6.0566472 51.0094265, 6.0566526 51.0094213, 6.0566675 51.009427, 6.0566939 51.0094277, 6.0566888 51.0094834, 6.0567116 51.0094886, 6.0566767 51.0095457, 6.0566623 51.0095688, 6.0566402 51.0095634, 6.0565794 51.009548, 6.0566096 51.0094989, 6.0565415 51.0094836))",,,,,,,,6.056606289326959,51.00942346827213,3.385088499989331e-08,1
111752073,yes,"POLYGON ((6.0616618 51.011321, 6.0618607 51.0112703, 6.0620211 51.0115206, 6.0618224 51.0115714, 6.0616618 51.011321))",,,,,,,,6.061841483553219,51.011420814938,5.791495500017859e-08,1
111752078,yes,"POLYGON ((6.0598531 51.0113585, 6.0597915 51.0113297, 6.0597405 51.0113046, 6.0601032 51.0109945, 6.0602169 51.0110474, 6.0598531 51.0113585))",,,,,,,,6.059978312755811,51.01117638387321,5.458061999914009e-08,1
111752086,yes,"POLYGON ((6.059358 51.011085, 6.0592737 51.0110126, 6.059249 51.0110241, 6.059219 51.0109983, 6.0593017 51.01096, 6.0592796 51.010941, 6.059346 51.0109103, 6.0593679 51.0109293, 6.0594265 51.0109022, 6.0595408 51.0110005, 6.059358 51.011085))",,,,,,,,6.059383237153316,51.01099029618776,3.0539095000650025e-08,1
111752109,yes,"POLYGON ((6.0606995 51.011496, 6.0606354 51.0112327, 6.0610954 51.0111883, 6.0611055 51.0112298, 6.0612813 51.0112129, 6.0613353 51.0114347, 6.0606995 51.011496))",,,,,,,,6.0609761022446245,51.01133975093698,1.6388443000089546e-07,1
111793491,yes,"POLYGON ((6.0601849 51.0101846, 6.0601173 51.0101615, 6.0601276 51.0101446, 6.0601293 51.010145, 6.0602713 51.0099064, 6.0603634 51.0099284, 6.0602395 51.0101354, 6.0602861 51.0101479, 6.0602489 51.0102008, 6.0601849 51.0101846))",,,,,,,,6.060240621445202,51.01005834173232,3.000380500039341e-08,1
111866420,yes,"POLYGON ((6.0595849 51.0070773, 6.0595041 51.0070524, 6.059528 51.0070216, 6.0595191 51.0070188, 6.0595308 51.0070036, 6.0595399 51.0070063, 6.0596043 51.0069231, 6.0597029 51.0069534, 6.0596919 51.0069676, 6.0597861 51.0069966, 6.059685 51.0071273, 6.0596225 51.007108, 6.0596334 51.0070938, 6.0595849 51.0070773))",,,,,,,,6.0596452035644965,51.00702341187671,3.063845999973366e-08,1
111866424,yes,"POLYGON ((6.058801 51.004969, 6.0589967 51.0049157, 6.0591834 51.0051881, 6.0589876 51.0052415, 6.058801 51.004969))",,,,,,,,6.058992182612622,51.00507859246973,6.328986499978257e-08,1
111866426,yes,"POLYGON ((6.0593723 51.005484, 6.0593045 51.0054515, 6.0592139 51.005408, 6.0593756 51.0052745, 6.0593987 51.0052854, 6.0595004 51.0053346, 6.0595319 51.0053086, 6.0595658 51.005325, 6.0593723 51.005484))",,,,,,,,6.059380417242341,51.0053773008374,3.4875660000555195e-08,1
111867066,yes,"POLYGON ((6.0580055 51.0060959, 6.0578402 51.0058536, 6.0577568 51.0058762, 6.0577307 51.0058381, 6.0579703 51.0057718, 6.0579776 51.0057832, 6.0579783 51.0057832, 6.0580882 51.0059442, 6.0581626 51.0060535, 6.0580055 51.0060959))",,,,,,,,6.057974506646785,51.005928082062866,5.61407400002271e-08,1
111868177,yes,"POLYGON ((6.0543768 51.0049858, 6.0543691 51.0049728, 6.054276 51.0049949, 6.0542642 51.004976, 6.0542087 51.0048855, 6.0543057 51.0048625, 6.0543255 51.0048963, 6.0545525 51.0048428, 6.0545977 51.0049189, 6.0544859 51.0049454, 6.0544937 51.004958, 6.0543768 51.0049858))",,,,,,,,6.05439841572923,51.00491814851511,3.34358100000103e-08,1
111973517,yes,"POLYGON ((6.063275 51.0054515, 6.0630355 51.0053596, 6.0632258 51.0051622, 6.0634654 51.0052542, 6.063275 51.0054515))",,,,,,,,6.063250429945247,51.005306863411114,6.477787499964795e-08,1
111973518,yes,"POLYGON ((6.0605752 51.0056702, 6.0607637 51.0054767, 6.0608253 51.0055008, 6.0608625 51.0054631, 6.0612885 51.0056277, 6.0610637 51.005859, 6.0605752 51.0056702))",,,,,,,,6.060934443651447,51.005652802237506,1.5214091499980616e-07,1
111973519,yes,"POLYGON ((6.0614843 51.0060133, 6.0616107 51.0058831, 6.0618539 51.005977, 6.0617275 51.0061072, 6.0614843 51.0060133))",,,,,,,,6.0616691,51.00599515,4.353360000061905e-08,1
111973520,yes,"POLYGON ((6.0624666 51.0063902, 6.0625789 51.0062755, 6.0628213 51.0063702, 6.0627091 51.0064847, 6.0624666 51.0063902))",,,,,,,,6.062643947189362,51.00638013537134,3.840362000011949e-08,1
111973525,yes,"POLYGON ((6.0619495 51.0052492, 6.0619338 51.0052654, 6.061844 51.0052309, 6.0619255 51.0051466, 6.0620328 51.0051882, 6.0620499 51.0051705, 6.0621552 51.005211, 6.0621706 51.0051952, 6.0622432 51.0052231, 6.0621453 51.0053245, 6.0619495 51.0052492))",,,,,,,,6.062046617620995,51.0052322618927,3.4483694999759553e-08,1
111973526,yes,"POLYGON ((6.0622199 51.0048521, 6.0623684 51.0046989, 6.0627991 51.004866, 6.0626502 51.005019, 6.0623745 51.0049122, 6.0622869 51.0048782, 6.0622199 51.0048521))",,,,,,,,6.062509364511291,51.00485900733812,9.07757749991653e-08,1
111973530,yes,"POLYGON ((6.0613855 51.005961, 6.0613848 51.005961, 6.0613831 51.0059628, 6.0611768 51.0058826, 6.061333 51.0057209, 6.0615405 51.0058011, 6.0613855 51.005961))",,,,,,,,6.061358529347745,51.00584188111187,4.608283999987753e-08,1
111973536,yes,"POLYGON ((6.0618363 51.0061664, 6.0618816 51.0061198, 6.0619487 51.0060513, 6.0624569 51.0062481, 6.0623448 51.0063635, 6.0618363 51.0061664))",,,,,,,,6.062146678096077,51.00620733813208,8.070687999820858e-08,1
111973538,yes,"POLYGON ((6.061547 51.0048444, 6.0614154 51.0047691, 6.0616563 51.0046007, 6.0617886 51.0046759, 6.061547 51.0048444))",,,,,,,,6.061601889630959,51.00472250262521,4.038104000137948e-08,1
111976492,yes,"POLYGON ((6.0632793 51.0046139, 6.0631277 51.0045553, 6.0633135 51.0043632, 6.0634653 51.0044219, 6.0632793 51.0046139))",,,,,,,,6.063296470969035,51.00448855179522,4.003702000032769e-08,1
111976521,yes,"POLYGON ((6.0631267 51.0043329, 6.0629319 51.0042573, 6.0631562 51.0040272, 6.0633504 51.004103, 6.0632387 51.0042181, 6.0631267 51.0043329))",,,,,,,,6.0631413033005,51.00418014121084,6.172581999997495e-08,1
111978309,yes,"POLYGON ((6.0559258 51.0089862, 6.0559988 51.008898, 6.0560345 51.0089118, 6.05609 51.0088451, 6.056174 51.0088729, 6.0562301 51.0088056, 6.0563232 51.0088376, 6.0561352 51.0090326, 6.0559258 51.0089862))",,,,,,,,6.056124723709841,51.00892633731891,4.160606999919963e-08,1
111978727,yes,"POLYGON ((6.0520207 51.0075171, 6.0519271 51.0074154, 6.0519249 51.0074129, 6.0519551 51.0074011, 6.0520382 51.007369, 6.0520405 51.0073683, 6.0521813 51.00732, 6.0522089 51.0073485, 6.0522116 51.0073518, 6.0522808 51.0074291, 6.0520207 51.0075171))",,,,,,,,6.052102525842104,51.00741880153686,3.682232500014651e-08,1
111981919,yes,"POLYGON ((6.0515332 51.0071435, 6.0515307 51.00714, 6.0515266 51.0071337, 6.0515303 51.0071326, 6.0514831 51.0070646, 6.0515334 51.0070509, 6.0514841 51.0069788, 6.0514596 51.0069427, 6.0515798 51.0069028, 6.0516198 51.0069615, 6.0517108 51.0070954, 6.051648 51.0071125, 6.0516143 51.0071217, 6.0515624 51.0071357, 6.0515332 51.0071435))",,,,,,,,6.051577436855306,51.00702879209885,3.258305999957767e-08,1
111981923,yes,"POLYGON ((6.0497334 51.0058553, 6.0496439 51.0058001, 6.0498018 51.0057121, 6.0498774 51.0057657, 6.0499611 51.0057165, 6.0500511 51.0057818, 6.0499848 51.0058168, 6.0499202 51.0058484, 6.0498139 51.0059066, 6.0497334 51.0058553))",restaurant,,,,,,,6.049842695235203,51.00580133050449,4.035082500059472e-08,1
111982175,yes,"POLYGON ((6.0509533 51.0048952, 6.0509128 51.0047796, 6.0513803 51.0047146, 6.051398 51.0047653, 6.0515198 51.0047483, 6.051531 51.0047801, 6.0515418 51.0047786, 6.0515714 51.0048631, 6.0511429 51.0049228, 6.0511249 51.0048713, 6.0509533 51.0048952))",,,,,,,,6.051244208623316,51.00481968031427,8.84385900006098e-08,1
111983056,yes,"POLYGON ((6.0531051 51.0011235, 6.0530532 51.0009949, 6.0531805 51.0009746, 6.0532746 51.0009596, 6.0532764 51.0009641, 6.0533289 51.0010863, 6.0532503 51.0010998, 6.0531675 51.0011135, 6.0531051 51.0011235))",,,,,,,,6.053190329619209,51.00104139125893,3.039411499996909e-08,1
112065880,yes,"POLYGON ((6.0486525 51.006009, 6.048575 51.0060783, 6.0485743 51.0060782, 6.0485194 51.0060561, 6.0484919 51.006045, 6.0484435 51.0060925, 6.0483615 51.0060595, 6.0485851 51.0058385, 6.0486126 51.0058329, 6.0486716 51.0058565, 6.0486549 51.0058732, 6.0488093 51.0059352, 6.0487734 51.0059635, 6.0487741 51.0059641, 6.0487487 51.0059844, 6.0486926 51.0060278, 6.0486525 51.006009))",,,,,,,,6.048585239728763,51.00596813985674,5.4325879999089844e-08,1
